Replication,Phoenix,Denver,Chicago,Atlanta
7455,12.0292,96.8363,165.567,125.567
7456,12.0234,97.3216,167.45,123.205
7457,12,96.8246,167.784,123.392
7458,11.4795,98.4035,165.737,124.38
7459,12.5614,98.2398,166.988,122.211
7460,11.6374,97.0819,169.515,121.766
7461,12.5322,99.6199,164.982,122.865
7462,11.9766,97.6667,165.895,124.462
7463,12.2164,97.9474,165.667,124.17
7464,12.2339,94.345,166.281,127.14
7465,12.7368,98.8713,166.515,121.877
7466,13.1345,98.8421,164.111,123.912
7467,11.9942,96.1754,169.076,122.754
7468,12.386,97.5088,166.468,123.637
7469,12.7778,99.8889,164.398,122.936
7470,12.4678,98.3567,163.883,125.292
7471,12.9708,95.0117,164.772,127.246
7472,12.117,97.4152,167.579,122.889
7473,11.4094,98.4327,165.632,124.526
7474,12.9298,97.7018,164.947,124.421
7475,12.4503,97.1988,164.936,125.415
7476,12.076,98.5789,165.725,123.62
7477,12.7602,98.7368,162.094,126.409
7478,12.6901,96.1696,164.889,126.251
7479,13.9532,96.0585,164.807,125.181
7480,11.8129,98.2749,166.099,123.813
7481,13.1053,98.0702,165.655,123.17
7482,12.9181,96.0234,164.497,126.561
7483,12.2339,94.8596,165.275,127.632
7484,11.7076,96.5263,167.532,124.234
7485,12.6257,98.3158,164.725,124.333
7486,13.0936,98.0526,164.807,124.047
7487,13.1462,99.5556,162.532,124.766
7488,12.152,98.152,163.842,125.854
7489,12.7544,100.55,164.649,122.047
7490,12.7953,97.4035,164.836,124.965
7491,14.152,96.9766,164.649,124.222
7492,12.5673,97.4386,164.287,125.708
7493,12.8655,99.0819,164.234,123.819
7494,12.9766,96.9649,165.199,124.86
7495,12.4503,97.8421,166.263,123.444
7496,13.614,94.5673,168.573,123.246
7497,13.3158,99.2164,164.386,123.082
7498,12.4795,97.807,166.474,123.24
7499,12.0234,101.257,164.661,122.058
7500,11.7719,100.421,162.772,125.035
7501,13.2515,95.6784,164.801,126.269
7502,12.7135,99.655,162.503,125.129
7503,12.1287,98.3275,162.602,126.942
7504,13.5029,98.3392,162.93,125.228
7505,11.8947,98.4854,164.298,125.322
7506,11.5205,96.2924,166.012,126.175
7507,13.3158,95.9766,165.38,125.327
7508,12.5614,99.6023,166.269,121.567
7509,13.3158,95.2573,165.743,125.684
7510,11.3099,97.655,165.497,125.538
7511,12.9181,98.4444,164.07,124.567
7512,12.9474,97.4269,165.006,124.62
7513,12.0058,98.5673,166.292,123.135
7514,11.0117,96.5906,165.895,126.503
7515,12.9766,97.9883,164.351,124.684
7516,12.5673,98.1404,164.48,124.813
7517,12.5673,97.4971,165.298,124.637
7518,12.269,97.0234,166.439,124.269
7519,12.1754,96.8129,165.62,125.392
7520,13.2807,97.7076,165.468,123.544
7521,12.4269,100.93,164.462,122.181
7522,12.3684,98.6082,163.655,125.368
7523,12.6901,98.1813,165.035,124.094
7524,12.8889,97.1287,164.339,125.643
7525,12.076,96.1871,167.012,124.725
7526,12.3743,98.0702,164.825,124.731
7527,11.9883,99.9532,164.392,123.667
7528,12.0936,97.5614,165.789,124.556
7529,12.1053,96.462,164.708,126.725
7530,12.0058,99.3041,164.784,123.906
7531,12.5789,98.1579,164.129,125.135
7532,11.5205,98.3275,166.129,124.023
7533,13.7076,97.3743,163.485,125.433
7534,11.5088,100.38,164.368,123.743
7535,13.2398,99.4211,166.099,121.24
7536,13.1637,96.9825,165.667,124.187
7537,13.3333,97.3626,165.24,124.064
7538,12.7076,99.2164,164.655,123.421
7539,13.6257,97.8596,163.743,124.772
7540,12.4211,98.1345,163.737,125.708
7541,12.6901,97.8596,165.287,124.164
7542,11.6725,97.9532,164.871,125.503
7543,12.6433,97.3918,165.17,124.795
7544,11.924,98.345,167.041,122.69
7545,12.1287,96.0819,165.053,126.737
7546,13.0994,96.9766,165.871,124.053
7547,12.5029,98.7836,165.304,123.409
7548,11.6725,99.7368,165.263,123.327
7549,13.4327,97.1404,164.936,124.491
7550,12.0936,98.2339,165.994,123.678
7551,12.5497,97.7953,166.099,123.556
7552,12.8596,99.2222,166.193,121.725
7553,12.6316,95.4971,167.316,124.556
7554,12.1813,98.3626,166.345,123.111
7555,12.4211,97.1228,167.363,123.094
7556,11.9474,98.7544,166.918,122.38
7557,12.1462,98.5439,164.415,124.895
7558,12.3099,97.4503,164.497,125.743
7559,12.6959,97.5673,164.596,125.14
7560,12.5789,96.8363,167.351,123.234
7561,13.2632,97.1111,165.064,124.561
7562,12.8129,99.8363,166.415,120.936
7563,12.7719,96.2807,166.041,124.906
7564,12.8713,96.7778,165.526,124.825
7565,13,98.8012,163.187,125.012
7566,12.4035,95.7602,166.427,125.409
7567,13.848,97.7193,164.532,123.901
7568,12.1345,95.1053,166.181,126.579
7569,12.3333,97.6725,165.105,124.889
7570,13.0819,95.2632,166.474,125.181
7571,12.5146,97.4152,162.684,127.386
7572,13.1462,97.7719,165.842,123.24
7573,11.4152,97.9883,166.064,124.532
7574,12.4327,96.1345,166.825,124.608
7575,12.4678,97.5439,164.708,125.281
7576,13.7602,96.6725,165.778,123.789
7577,11.1053,98.4678,165.789,124.637
7578,12.2398,100.398,165.596,121.766
7579,13.4444,97.4094,165.69,123.456
7580,12.5439,95.5673,168.269,123.62
7581,13.2573,98.0643,165.035,123.643
7582,12.6901,101.111,162.193,124.006
7583,12.924,96.7485,165.363,124.965
7584,11.731,98.7135,164.643,124.912
7585,11.7719,96.4211,166.643,125.164
7586,12.4678,96.7076,165.725,125.099
7587,12.6316,96.9825,164.596,125.789
7588,11.731,96.8713,166.117,125.281
7589,12.6316,96.3918,167.807,123.17
7590,12.1228,99.3626,168.275,120.24
7591,12.5088,97.0409,165.556,124.895
7592,12.3801,94.3567,166.292,126.971
7593,12.4152,100.251,162.398,124.936
7594,12.5614,98.4854,164.187,124.766
7595,12.1637,98.8538,164.977,124.006
7596,12.7836,97.6491,164.86,124.708
7597,12.8772,97.462,168.275,121.386
7598,11.6491,97.7661,165.895,124.69
7599,12.2398,97.7427,166.152,123.865
7600,12.614,95.7193,163.678,127.988
7601,11.4854,98.9591,164.591,124.965
7602,12.2865,100.269,165.246,122.199
7603,11.5673,98.0351,164.193,126.205
7604,13.0292,98.848,164.158,123.965
7605,12.1813,97.7836,166.702,123.333
7606,12.3099,96.924,163.146,127.62
7607,12.2047,96.6082,167.304,123.883
7608,12.269,99.2398,163.257,125.234
7609,12.9649,96.5088,166.825,123.702
7610,11.7661,97.8596,164.719,125.655
7611,13.8363,94.6901,163.877,127.596
7612,12.4971,93.117,168,126.386
7613,11.8421,95.3801,167.819,124.959
7614,11.8713,97.5029,165.456,125.17
7615,12.2807,98.6316,165.965,123.123
7616,12.6725,95.2807,168.076,123.971
7617,12.8772,95.7778,166.971,124.374
7618,12.9298,96,164.415,126.655
7619,12.9532,97.6959,164.316,125.035
7620,12.9181,97.2047,163.064,126.813
7621,12.8772,97.0234,165.421,124.678
7622,13.0877,98.4503,165.515,122.947
7623,13.0819,95.8421,166.094,124.982
7624,12.924,98.2632,166.216,122.596
7625,11.9357,98.538,166.86,122.667
7626,12.8596,99.2749,165.269,122.596
7627,13.2749,94.9357,167.38,124.409
7628,13.0585,97.9123,164.526,124.503
7629,12.3567,97.4854,166.825,123.333
7630,12.3626,100.018,164.409,123.211
7631,12.8363,97.4444,166.591,123.129
7632,12.2339,96.2047,165.538,126.023
7633,13.0234,95.1345,164.871,126.971
7634,12.1053,97.7193,166.456,123.719
7635,11.4854,97.7544,165.784,124.977
7636,12.5965,96.8129,164.404,126.187
7637,12.1053,97.3977,167.52,122.977
7638,13.0234,97.6082,164.556,124.813
7639,12.7719,94.6784,167.023,125.526
7640,12.655,96.1754,167.269,123.901
7641,12.386,96.7018,164.918,125.994
7642,11.9883,97.6082,165.988,124.415
7643,12.5906,97.8596,167.556,121.994
7644,12.4854,100.579,163.994,122.942
7645,11.6842,99.3743,164.129,124.813
7646,11.8421,98.0468,165.205,124.906
7647,14.1404,97.8363,163.55,124.474
7648,11.731,95.8363,167.058,125.374
7649,13.0292,97.6608,165.199,124.111
7650,13.4269,98.2924,165.216,123.064
7651,12.0468,102.257,161.801,123.895
7652,12.1404,95.3509,165.439,127.07
7653,12.4386,97.7427,165.211,124.608
7654,12.4854,96.3918,166.006,125.117
7655,12.8889,97.7427,165.304,124.064
7656,12.6199,97.3743,164.398,125.608
7657,12.6491,95.5789,166.749,125.023
7658,13.3918,97.0702,164.702,124.836
7659,12.1053,98.1988,165.567,124.129
7660,11.4561,99.2807,165.246,124.018
7661,12.2924,101.766,164.626,121.316
7662,12.9006,97.6842,166.234,123.181
7663,12.7076,99.076,164.363,123.854
7664,12.7485,96.2632,164.62,126.368
7665,13.4094,96.7778,167.947,121.865
7666,12.2865,98.5906,165.035,124.088
7667,12.4327,98.8655,161.544,127.158
7668,13.1988,97.7485,165.848,123.205
7669,12.6842,98.4269,163.556,125.333
7670,12.2807,96.4854,166.292,124.942
7671,12.2865,96.6491,166.222,124.842
7672,11.5322,101.053,164.058,123.357
7673,12.345,99.7018,163.444,124.509
7674,11.9708,97.614,166.509,123.906
7675,11.9415,96.7895,165.491,125.778
7676,12.3275,99.3275,164.608,123.737
7677,11.6491,100.398,163.994,123.959
7678,12.1287,96.0234,164.632,127.216
7679,12.7018,97.7602,165.795,123.743
7680,12.1579,96.7602,165.398,125.684
7681,12.2573,96.6842,168.327,122.731
7682,12.1345,101.766,162.012,124.088
7683,12.7251,97.5205,165.386,124.368
7684,13.0702,93.8947,165.836,127.199
7685,11.5906,97.5848,166.825,124
7686,12.1053,98.5322,164.649,124.713
7687,12.9532,97.0058,166.088,123.953
7688,13.0058,97.3041,164.234,125.456
7689,13.2982,96.8947,165.129,124.678
7690,12.5439,97.6082,165.322,124.526
7691,12.807,97.2281,163.444,126.52
7692,13.3158,98.8421,164.556,123.287
7693,12.7602,96.9357,165.965,124.339
7694,12.6082,101.38,163.901,122.111
7695,12.5439,98.614,166.257,122.585
7696,12.3626,97.9649,164.819,124.854
7697,11.8596,97.2573,163.614,127.269
7698,13.1637,96.4561,165.099,125.281
7699,12.5848,96.4795,167.713,123.222
7700,12.5263,96.6608,166.725,124.088
7701,11.0351,99.3158,165.228,124.421
7702,13.0526,99.5263,164.813,122.608
7703,12.2924,98.0234,164.251,125.433
7704,11.9708,98.3684,167.842,121.819
7705,10.6608,99.1871,166.678,123.474
7706,12.5789,101.006,162.789,123.626
7707,11.9883,97.7368,168.421,121.854
7708,12.7602,98.0175,165.035,124.187
7709,12.614,98.7368,164.889,123.76
7710,12.0877,98.3801,165.152,124.38
7711,12.9942,98.614,164.047,124.345
7712,12.3684,98.3801,166.596,122.655
7713,12.2749,99.7661,162.404,125.556
7714,12.0468,98.5497,166.48,122.924
7715,12.345,98.2749,164.111,125.269
7716,11.5614,97.6842,168.772,121.982
7717,12.6257,97.3392,165.895,124.14
7718,13.5965,96.7076,164.953,124.743
7719,12.1696,98.4386,164.906,124.485
7720,11.9006,97.2105,167.088,123.801
7721,12.0994,97.0409,165.731,125.129
7722,12.0526,98.9181,167.602,121.427
7723,12.1579,96.1053,164.865,126.871
7724,12.8713,98.7018,164.111,124.316
7725,12.4386,97.3801,166.14,124.041
7726,12.3977,97.807,167.199,122.596
7727,12.4854,97.7193,166.649,123.146
7728,11.8889,97.0936,166.83,124.187
7729,13.0351,97.5614,166.596,122.807
7730,12.1579,97.269,165.953,124.62
7731,12.0585,97.9942,167.392,122.556
7732,12.4561,97.345,167.503,122.696
7733,10.7018,102.018,165.298,121.982
7734,12.731,96.3216,165.708,125.24
7735,12.9123,99.1404,164.725,123.222
7736,11.3801,98.5789,166.006,124.035
7737,12.5439,98.5497,165.058,123.848
7738,12.0585,100.538,163.491,123.912
7739,12.8421,97.7076,165.152,124.298
7740,12.2222,97.4211,166.877,123.48
7741,12.1871,99.4854,164.146,124.181
7742,12.9064,95.386,166.275,125.433
7743,11.731,97.2339,166.988,124.047
7744,13.0877,97.0585,166.871,122.982
7745,13.0292,99.8772,163.789,123.304
7746,12.6082,96.0409,165.842,125.509
7747,12.4678,99.7544,163.871,123.906
7748,12.4386,96.1871,164.62,126.754
7749,13.5906,96.386,166.246,123.778
7750,12.5673,97.6608,164.088,125.684
7751,12.8772,97.7427,164.684,124.696
7752,11.4327,99.2105,165.228,124.129
7753,10.9298,98.9474,166.211,123.912
7754,12.9064,95.5029,167.38,124.211
7755,12.8889,99.9298,164.386,122.795
7756,12.6374,95.6374,167.041,124.684
7757,12.0292,98.8596,163.947,125.164
7758,13.3041,98.3041,163.304,125.088
7759,12.3392,100.164,166.058,121.439
7760,11.7076,96.5614,168.211,123.52
7761,13.0175,98.3567,165.228,123.398
7762,11.2164,98.3918,165.164,125.228
7763,12.7018,99.4737,163.982,123.842
7764,13.5848,98.2573,164.041,124.117
7765,12.9415,99.9825,161.69,125.386
7766,12.7953,96.2456,166.52,124.439
7767,13.5263,99.8655,165.474,121.135
7768,11.9766,97.5556,166.696,123.772
7769,12.5497,97.1462,164.889,125.415
7770,12.1813,99.7135,163.053,125.053
7771,12.0643,97.6433,165.708,124.585
7772,11.345,100.322,164.205,124.129
7773,12.2573,97.5789,167.047,123.117
7774,12.4035,97.4444,163.795,126.357
7775,12.7485,95.9064,168.041,123.304
7776,12.3801,96.0117,162.725,128.883
7777,12.9006,95.3275,167.725,124.047
7778,11.5906,99.6842,166.409,122.316
7779,12.1988,97.6023,165.409,124.789
7780,12.0058,98.076,165.199,124.719
7781,11.8538,98.0234,165.415,124.708
7782,11.9298,98.0058,163.83,126.234
7783,11.7076,98.9123,165.275,124.105
7784,12.9064,95.3509,166.287,125.456
7785,11.9649,98.1579,164.047,125.83
7786,10.8947,100.719,167.801,120.585
7787,12.2339,96.152,166.591,125.023
7788,13.2105,98.0994,164.251,124.439
7789,12.883,98.0409,164.871,124.205
7790,14.7427,97.2749,163.608,124.374
7791,11.9474,98.8596,166.105,123.088
7792,12.2105,96.4444,166.678,124.667
7793,11.2456,97.3158,165.415,126.023
7794,11.5029,96.2749,165.988,126.234
7795,11.6959,95.7836,169.023,123.497
7796,13.1287,95.8596,164.871,126.14
7797,12.7953,97.8012,166.719,122.684
7798,11.5731,96.2456,166.058,126.123
7799,11.7251,96.8363,166.713,124.725
7800,12.0877,98.0819,166.146,123.684
7801,11.7135,97.3216,167.023,123.942
7802,12.8772,97.7427,164.281,125.099
7803,12.4035,98.3977,165.52,123.678
7804,12.0234,98.4912,166.579,122.906
7805,12.4386,96.1462,166.135,125.281
7806,11.8363,96.9942,165.041,126.129
7807,12.4269,97.4386,166.912,123.222
7808,13.3918,96.152,165.24,125.216
7809,13.345,99.5906,163.31,123.754
7810,13.462,95.0351,166.836,124.667
7811,14.6257,97.7076,164.801,122.865
7812,13.5029,95.1404,163.713,127.643
7813,12.883,98.2924,164.468,124.357
7814,12.152,94.7953,165.082,127.971
7815,12.6784,95.3158,165.737,126.269
7816,12.3918,97.5731,164.561,125.474
7817,12.2515,98.8304,165.474,123.444
7818,11.9708,96.6491,165.228,126.152
7819,13.0585,98.1579,164.398,124.386
7820,12.7193,97.4854,164.082,125.713
7821,12.8655,97.4386,166.105,123.591
7822,13.5029,95.2632,165.251,125.982
7823,12.5497,98.1813,163.105,126.164
7824,12.2982,97.269,167.649,122.784
7825,13.4503,97.6316,163.544,125.374
7826,12.6374,97.7895,166.17,123.404
7827,11.5673,98.1345,167.023,123.275
7828,11.9591,96.8596,166.123,125.058
7829,13.1871,97.4269,165.912,123.474
7830,12.6491,94.5673,167.485,125.298
7831,12.462,96.5556,166.462,124.52
7832,12.2924,97.2281,167.848,122.632
7833,12.8538,97.7719,165.825,123.55
7834,12.345,99.1871,163.936,124.532
7835,12.2515,97.2398,166.263,124.246
7836,12.0877,98.2924,164.567,125.053
7837,12.2632,96.4327,166.497,124.807
7838,11.883,99.5088,165.667,122.942
7839,12.0292,97,165.135,125.836
7840,13.4386,97.4269,164.386,124.749
7841,12.5146,98.5965,163.567,125.322
7842,12.1871,97.2924,163.561,126.959
7843,13.0468,97.5146,165.281,124.158
7844,12.3918,99.5556,165.76,122.292
7845,12.345,99.7251,163.702,124.228
7846,12.5439,98.7193,164.07,124.667
7847,11.8304,97.1404,167.345,123.684
7848,12.4444,99.8012,165.281,122.474
7849,12.5322,98.7778,165.865,122.825
7850,11.655,97.4211,166.55,124.374
7851,12.5263,96.386,165.988,125.099
7852,12.076,100.474,164.62,122.83
7853,12.6316,98.655,164.246,124.468
7854,12.7018,97.9942,166.064,123.24
7855,12.462,96.7076,166.298,124.532
7856,12.3275,97.4971,163.105,127.07
7857,12.9474,96.8363,168.023,122.193
7858,12.4152,97.6433,164.287,125.655
7859,13.345,96.1404,165.971,124.544
7860,12.9649,96.3509,165.485,125.199
7861,11.7778,99.0351,163.994,125.193
7862,13.2515,97.8304,165.871,123.047
7863,10.6667,100.287,168.678,120.368
7864,13.5205,96.4503,166.421,123.608
7865,13.6959,98.2105,163.538,124.556
7866,12.7135,99.2982,165.24,122.749
7867,11.6842,97.8363,166.608,123.871
7868,12.345,98.2924,165.07,124.292
7869,11.5029,98.1988,165.749,124.55
7870,12.2398,97.1053,166.31,124.345
7871,12.0468,97.7251,165.865,124.363
7872,12.5497,100.848,164.62,121.982
7873,12.4035,97.807,165.386,124.404
7874,12.9123,94.9532,166.146,125.988
7875,12.0351,96.7368,166.287,124.942
7876,11.4211,96.9825,168.322,123.275
7877,12.7193,95.4737,166.69,125.117
7878,12.7368,97.5205,163.661,126.082
7879,11.9649,97.6023,166.901,123.532
7880,12.7135,98.6433,164.351,124.292
7881,11.7193,97.5848,166.152,124.544
7882,11.5965,97.0643,167.877,123.462
7883,12.8947,97.614,166.181,123.31
7884,13.4971,98.9181,165.415,122.17
7885,12.4912,99.1287,164.07,124.31
7886,12.1111,97.7018,164.86,125.327
7887,13.1754,99.0409,164.655,123.129
7888,12.0234,96.6257,165.491,125.86
7889,11.2807,100.094,164.316,124.31
7890,12.2515,98.4035,166.561,122.784
7891,12.5088,99.4386,165.573,122.48
7892,12.9942,98.1053,165.515,123.386
7893,12.386,96.2924,167.012,124.31
7894,11.8421,98.2865,166.158,123.713
7895,11.655,98.3626,166.111,123.871
7896,13.3918,96.9649,164.146,125.497
7897,11.9006,99.7135,163.708,124.678
7898,12.1053,97.6725,165.386,124.836
7899,12.0292,97.7368,164.094,126.14
7900,12.7778,96.3216,166.889,124.012
7901,11.9766,97.5614,167.164,123.298
7902,12.0175,97.8012,166.439,123.743
7903,13.4152,100.368,166.064,120.152
7904,12.5146,100.164,163.561,123.76
7905,11.6725,97.5263,166.164,124.637
7906,13.9181,96.5906,164.509,124.982
7907,12.8772,94.6608,165.304,127.158
7908,12.117,97.6901,164.556,125.637
7909,11.2982,99.5322,167.117,122.053
7910,12.4269,97.5848,164.404,125.585
7911,12.2047,97.8129,165.088,124.895
7912,12.4678,98.2047,164.766,124.561
7913,12.7193,98.9357,165.228,123.117
7914,12.3333,97.0994,166.327,124.24
7915,12.5673,97.7135,165.743,123.977
7916,11.924,97.7661,164.544,125.766
7917,11.807,99.1287,166.655,122.409
7918,11.7895,97.4737,167.117,123.62
7919,12.614,97.7135,165.912,123.76
7920,12.2164,101.48,164.637,121.667
7921,11.6842,98.7076,166.684,122.924
7922,11.8187,97,167.263,123.918
7923,12.8363,96.7661,164.667,125.731
7924,11.4912,96.7427,167.351,124.415
7925,11.9123,99.1287,164.316,124.643
7926,12.2105,98.269,165.222,124.298
7927,13.614,96.2164,165.719,124.45
7928,11.4795,99.1696,163.491,125.86
7929,12.1228,96.2865,166.778,124.813
7930,12.538,97.3801,165.123,124.959
7931,12.2222,96.8187,167.041,123.918
7932,13.1404,96.9064,162.936,127.018
7933,11.8947,98.4503,166.965,122.69
7934,11.7719,98.5848,164.959,124.684
7935,11.193,98.1637,166.854,123.789
7936,12.345,96.6316,165.047,125.977
7937,11.8187,97.117,166.842,124.222
7938,12.614,96.883,166.655,123.848
7939,12.0468,99.2982,163.918,124.737
7940,11.8596,97.2105,166.567,124.363
7941,12.4094,100.158,165.082,122.351
7942,12.4152,99.1696,165.503,122.912
7943,11.7778,98.1813,164.386,125.655
7944,11.6491,93.5731,166.211,128.567
7945,13.0351,99.2164,164.094,123.655
7946,12.4152,97.3743,165.819,124.392
7947,11.7193,97.8596,166.462,123.959
7948,12.5263,96.5088,164.76,126.205
7949,12.1637,97.5322,167.287,123.018
7950,12.1462,98.848,166.246,122.76
7951,11.9181,96.5789,164.322,127.181
7952,11.8538,96.7251,166.398,125.023
7953,12.2398,98.5146,164.977,124.269
7954,12.6901,96.193,167.69,123.427
7955,12.5906,98.3392,166.181,122.889
7956,11.3918,97.0292,166.415,125.164
7957,12.3567,96.5088,165.023,126.111
7958,12.0585,96.5497,166.713,124.678
7959,12.2632,96.1871,165.596,125.953
7960,12.2807,99.4795,165.573,122.667
7961,12.4854,98.7836,165.485,123.246
7962,12.7953,98.1988,165.807,123.199
7963,12.8421,96.0292,165.801,125.327
7964,12.4971,98.5263,166.012,122.965
7965,12.9298,96.6608,164.632,125.778
7966,11.5789,99.0234,166.959,122.439
7967,11.6901,97.8538,166.199,124.257
7968,13.0936,97.152,167.538,122.216
7969,13.269,97.9766,162.637,126.117
7970,11.9825,96.5556,165.07,126.392
7971,12.4854,98.0234,165.544,123.947
7972,11.7193,98.6667,164.719,124.895
7973,12.4678,95.2982,167.281,124.953
7974,12.152,99,165.076,123.772
7975,12,98.4211,166.17,123.409
7976,12.1345,96.9825,164.45,126.433
7977,12.4211,98.655,164.444,124.48
7978,13.1637,99.6725,164.117,123.047
7979,12.2047,98.5731,165.14,124.082
7980,12.3567,97.6959,163.994,125.953
7981,11.4035,99.2339,165.573,123.789
7982,12.5205,95.7427,166.012,125.725
7983,12.8596,97.6959,166.813,122.632
7984,12.1696,97.0585,168.503,122.269
7985,12.2047,98.2573,166.281,123.257
7986,11.8538,98.0819,166.14,123.924
7987,12.386,98.5614,166.123,122.93
7988,13.0351,97.3158,165.076,124.573
7989,12.462,96.0936,166.345,125.099
7990,13.152,98.7018,163.287,124.86
7991,11.3977,97.538,166.427,124.637
7992,12.2749,97.2632,165.298,125.164
7993,13.0819,100.977,164.123,121.819
7994,13.0643,99.2924,164.257,123.386
7995,12.2281,99.3216,164.058,124.392
7996,12.4327,98.3041,165.93,123.333
7997,12.6257,100.772,164.269,122.333
7998,12.3099,98.6023,163.901,125.187
7999,12.4152,97.9474,166.538,123.099
8000,13.1053,98.2865,165.994,122.614
8001,12.7485,96.7895,166.497,123.965
8002,12.6959,98.6842,166.129,122.491
8003,12.7661,97.4795,165.357,124.398
8004,12.117,97.5848,165.006,125.292
8005,11.5556,98.538,165.485,124.421
8006,11.6316,98.2281,169.17,120.971
8007,13.3743,97.3567,164.982,124.287
8008,12.7895,99.3743,164.257,123.579
8009,12.6023,96.7953,166.456,124.146
8010,13.152,96.0585,166.48,124.31
8011,12.1287,96.1228,167.175,124.573
8012,13.193,94.2924,165.515,127
8013,12.0936,98.4678,165.813,123.626
8014,11.7661,98.7661,165.661,123.807
8015,12.8655,95.9181,164.871,126.345
8016,11.6316,99.269,165.48,123.62
8017,11.193,95.9883,166.351,126.468
8018,13.0292,95.9006,166.977,124.094
8019,13.3743,98.4035,164.509,123.713
8020,11.3743,95.7602,164.76,128.105
8021,12.2222,96.5614,165.164,126.053
8022,12.6199,95.8596,166.433,125.088
8023,11.5731,99.538,165.883,123.006
8024,11.7193,99.2632,166.029,122.988
8025,13.0585,95.6667,165.234,126.041
8026,11.6257,97.4678,167.719,123.187
8027,12.7076,99.614,165.029,122.649
8028,12.3392,98.2632,166.924,122.474
8029,12.3918,100.497,162.48,124.632
8030,13.0292,98.9006,164.62,123.45
8031,13.3041,99.5146,165.45,121.731
8032,10.3275,98.2222,166.544,124.906
8033,13.0994,98.0702,165.55,123.281
8034,12.7193,97.5789,165.819,123.883
8035,12.7251,98.614,164.012,124.649
8036,11.9415,97.9942,164.649,125.415
8037,12.0702,97.2865,165.298,125.345
8038,12.7544,96.7544,164.164,126.327
8039,10.8655,97.8889,165.743,125.503
8040,12.6316,99.5439,163.374,124.45
8041,12.1871,100.094,164.012,123.708
8042,13.1111,99.6433,163.018,124.228
8043,13.2164,96.8655,166.082,123.836
8044,11.193,98.0819,167.099,123.626
8045,12.4152,95.8187,166.269,125.497
8046,11.7018,97.1404,166.006,125.152
8047,13.0175,95.1053,166.304,125.573
8048,11.9123,99.0936,166.655,122.339
8049,12.9532,95.7544,164.737,126.556
8050,12.6257,96.8246,165.614,124.936
8051,13.2105,98.2573,165.93,122.602
8052,13.0936,98.4678,165.374,123.064
8053,13.0585,98.9708,165.76,122.211
8054,13.2807,96.655,166.006,124.058
8055,11.6433,99.6901,165.374,123.292
8056,11.7135,99.9357,163.655,124.696
8057,11.8655,99.2339,165.456,123.444
8058,12.117,98.8947,165.953,123.035
8059,11.3333,101.427,163.696,123.544
8060,12.3567,95.0994,167.164,125.38
8061,12.3801,97.5146,167.07,123.035
8062,11.6316,98.9415,166.55,122.877
8063,12.924,98.9883,163.626,124.462
8064,11.6667,98.3567,167.064,122.912
8065,12.5556,98.3509,164.655,124.439
8066,12.386,96.8538,166.351,124.409
8067,11.883,97.1637,166.088,124.865
8068,12.3099,100.269,163.409,124.012
8069,11.7485,96.1287,165.912,126.211
8070,12.0585,97.6374,164.491,125.813
8071,11.7836,98.7895,164.947,124.48
8072,12.0175,97.8246,164.456,125.702
8073,11.462,99.2222,165.713,123.602
8074,12.1287,96.8772,165.029,125.965
8075,11.2515,98.3041,165.977,124.468
8076,11.655,97.3567,165.135,125.854
8077,12.6784,98.9942,162.392,125.936
8078,12.6433,97.7661,166.211,123.38
8079,11.4444,97.1813,166.31,125.064
8080,12.5906,97.0351,165.906,124.468
8081,12.6023,96.7427,166.38,124.275
8082,13.1462,96.1404,167.719,122.994
8083,12.3743,99.4912,164.345,123.789
8084,12.7485,96.9825,164.427,125.842
8085,12.345,96.9006,166.842,123.912
8086,12.9591,97.3216,166.971,122.749
8087,12.5731,97.5673,166.327,123.532
8088,13.6725,96.8655,164.14,125.322
8089,12.7251,98.2339,165.924,123.117
8090,13.1345,95.8421,165.86,125.164
8091,11.1988,97.0936,165.696,126.012
8092,12.7953,97.6023,167.468,122.135
8093,13.9825,99.0643,164.655,122.298
8094,12.5146,100.088,164.702,122.696
8095,12.2865,99.2982,165.462,122.953
8096,12.5965,98.614,165.035,123.754
8097,11.0234,97.848,165.661,125.468
8098,11.9123,100.667,165.076,122.345
8099,11.9649,96.8772,166.48,124.678
8100,11.9181,99.0292,166.801,122.251
8101,13.3099,99.731,165.433,121.526
8102,14.0526,98.0292,164.789,123.129
8103,11.9415,97.5614,166.456,124.041
8104,11.8596,97.1988,165.135,125.807
8105,12.3801,97.6959,166.38,123.544
8106,11.848,97.3977,167.532,123.222
8107,12.8889,96.8772,165.45,124.784
8108,13.076,98.6316,165.216,123.076
8109,11.8129,100.386,163.936,123.865
8110,12.5673,98.8421,166.357,122.234
8111,12.5965,98.5965,164.45,124.357
8112,13.0877,98,162.351,126.561
8113,11.8713,98.0819,164.55,125.497
8114,12.3333,97.6199,165.392,124.655
8115,13.0058,98.117,165.573,123.304
8116,12.538,97.5205,166.111,123.83
8117,13.2339,97.8655,164.433,124.468
8118,12.2164,96.3509,166.45,124.982
8119,13.2632,94.1637,166.251,126.322
8120,13.7076,94.9708,166.205,125.117
8121,12.0351,97.9415,164.251,125.772
8122,12.5614,97.3099,165.14,124.988
8123,12.2982,97.6608,164.684,125.357
8124,13.4269,95.9591,168.199,122.415
8125,12.6725,98.1462,165.76,123.421
8126,12.8012,97.0351,164.339,125.825
8127,12.8713,99.0292,163.035,125.064
8128,12.1871,95.6901,166.427,125.696
