Replication,Phoenix_Avg,Denver_Avg,Chicago_Avg,Atlanta_Avg
1899,11.8363,94.1111,168.1637,125.8889
1900,12.7135,100.2690,163.5556,123.4620
1901,12.3743,95.6140,165.2047,126.8070
1902,11.4327,100.3567,164.3567,123.8538
1903,13.3626,96.8830,166.3743,123.3801
1904,13.3860,97.5439,162.6959,126.3743
1905,11.7544,95.6667,166.9181,125.6608
1906,12.5789,97.5380,165.3626,124.5205
1907,12.3801,96.2222,166.2807,125.1170
1908,12.2515,96.0877,165.6550,126.0058
1909,12.8421,97.2105,165.8070,124.1404
1910,13.2339,97.7661,164.7076,124.2924
1911,13.3509,98.6842,162.1696,125.7953
1912,12.1871,99.3567,164.1520,124.3041
1913,11.9415,96.8713,164.9357,126.2515
1914,11.6842,97.2222,165.7953,125.2982
1915,12.6374,97.6199,165.4327,124.3099
1916,12.5556,96.6784,166.2807,124.4854
1917,13.2632,95.6608,166.6901,124.3860
1918,12.5789,97.5556,163.9883,125.8772
1919,14.3626,96.7427,165.7602,123.1345
1920,12.6082,100.2690,164.1345,122.9883
1921,12.0936,98.1696,165.7427,123.9942
1922,12.2047,97.0468,166.7544,123.9942
1923,12.7310,97.3099,166.1930,123.7661
1924,11.6784,97.8363,167.0819,123.4035
1925,11.7953,99.2982,165.3275,123.5789
1926,12.8070,100.4737,164.7310,121.9883
1927,12.2047,99.8947,162.6959,125.2047
1928,11.3567,99.8363,164.0409,124.7661
1929,12.2573,98.5380,164.7135,124.4912
1930,13.0702,97.9474,162.6491,126.3333
1931,12.9942,97.7778,165.2807,123.9474
1932,12.4211,97.7368,167.0643,122.7778
1933,13.1462,98.7193,163.4678,124.6667
1934,11.0760,95.7018,166.8421,126.3801
1935,11.9357,97.3860,165.6842,124.9942
1936,12.0819,96.7661,164.8596,126.2924
1937,13.3041,95.8129,164.8713,126.0117
1938,13.1579,96.2105,165.9006,124.7310
1939,11.8129,98.9474,165.1520,124.0877
1940,11.9766,98.6491,166.7953,122.5789
1941,12.0175,95.5439,166.5088,125.9298
1942,11.3684,98.4854,168.1520,121.9942
1943,13.4971,98.5556,165.0702,122.8772
1944,13.1053,97.6550,164.3743,124.8655
1945,12.3450,96.9591,166.0000,124.6959
1946,13.1111,98.8889,163.7251,124.2749
1947,12.7602,95.7778,166.8070,124.6550
1948,12.3392,97.3626,166.2105,124.0877
1949,12.3860,97.1754,165.1404,125.2982
1950,12.5848,98.4269,164.7836,124.2047
1951,12.1871,97.7135,166.9591,123.1404
1952,12.8830,98.4152,165.9240,122.7778
1953,12.1170,97.6491,165.5088,124.7251
1954,12.0351,98.3275,165.7719,123.8655
1955,12.7895,98.6082,166.3216,122.2807
1956,11.2105,97.8480,168.6316,122.3099
1957,12.0058,95.9006,165.1754,126.9181
1958,13.3333,98.8187,165.4444,122.4035
1959,12.6842,97.9006,165.3918,124.0234
1960,11.1930,98.6082,165.5556,124.6433
1961,13.1696,95.9240,166.8655,124.0409
1962,13.0058,97.8596,163.4912,125.6433
1963,12.0058,99.8304,166.1287,122.0351
1964,11.5263,97.7193,165.2515,125.5029
1965,12.2456,98.0000,164.5848,125.1696
1966,11.5848,97.3158,166.8480,124.2515
1967,11.4737,97.6725,166.1170,124.7368
1968,12.2456,97.1053,166.8070,123.8421
1969,11.8596,99.4269,166.3801,122.3333
1970,11.1871,98.7135,166.5673,123.5322
1971,13.1462,96.3158,165.1696,125.3684
1972,12.5263,97.4678,168.1462,121.8596
1973,11.2632,98.2222,165.2924,125.2222
1974,11.6433,96.4327,165.2456,126.6784
1975,13.2807,97.0702,167.1579,122.4912
1976,11.6608,97.4211,167.5614,123.3567
1977,11.9415,98.8713,167.1930,121.9942
1978,11.9415,95.2807,165.9942,126.7836
1979,12.8363,95.4094,165.8655,125.8889
1980,12.5614,99.8889,165.1111,122.4386
1981,11.9240,98.9357,164.4386,124.7018
1982,12.0819,96.2982,165.7427,125.8772
1983,12.3216,97.5322,166.8070,123.3392
1984,11.8246,96.5673,166.3977,125.2105
1985,13.6901,97.1345,162.5673,126.6082
1986,11.9591,99.9298,165.6082,122.5029
1987,12.5731,99.1462,164.8304,123.4503
1988,11.7310,96.9357,166.8889,124.4444
1989,12.7193,98.0409,164.1462,125.0936
1990,12.8596,97.1637,164.0936,125.8830
1991,12.8596,97.4211,164.5029,125.2164
1992,13.0058,98.1754,164.7895,124.0292
1993,11.3801,97.5789,165.6433,125.3977
1994,12.3977,97.0585,166.6257,123.9181
1995,12.2865,96.6140,166.3860,124.7135
1996,11.0234,99.1345,168.4795,121.3626
1997,11.9766,98.2339,166.9708,122.8187
1998,12.8480,99.0234,164.2865,123.8421
1999,13.3509,98.1228,164.0526,124.4737
2000,12.4854,99.0117,165.1111,123.3918
2001,12.4327,98.6140,166.4971,122.4561
2002,12.7427,98.2047,165.7193,123.3333
2003,11.8713,97.8830,165.6140,124.6316
2004,14.0702,97.8187,164.8070,123.3041
2005,12.0994,97.1111,166.7544,124.0351
2006,12.4094,97.2982,167.0585,123.2339
2007,11.7602,98.2456,166.9766,123.0175
2008,13.0936,100.0585,163.9415,122.9064
2009,12.0468,98.3509,167.6374,121.9649
2010,12.9649,96.1754,164.2573,126.6023
2011,13.1404,98.3333,164.5263,124.0000
2012,12.1111,99.3860,165.0760,123.4269
2013,12.1462,99.4152,166.3626,122.0760
2014,12.6901,98.4795,166.3626,122.4678
2015,13.4620,98.0058,166.1228,122.4094
2016,12.1930,98.0819,166.4678,123.2573
2017,11.3801,97.4503,166.3450,124.8246
2018,11.8070,96.7427,166.0234,125.4269
2019,11.9298,99.0819,165.8363,123.1520
2020,12.8596,98.3275,166.7251,122.0877
2021,13.2865,97.9064,161.6491,127.1579
2022,12.1228,97.5263,165.9064,124.4444
2023,12.2047,100.2164,164.3392,123.2398
2024,12.4152,98.3977,166.4211,122.7661
2025,12.4737,96.9181,166.3333,124.2749
2026,12.6550,97.7544,164.5848,125.0058
2027,13.3099,97.6725,165.0702,123.9474
2028,12.8947,96.5029,165.2047,125.3977
2029,12.1930,97.9649,166.9825,122.8596
2030,11.8304,98.8772,166.3450,122.9474
2031,12.9708,96.7135,166.6023,123.7135
2032,12.6082,96.2632,168.1053,123.0234
2033,11.8304,96.8187,166.6959,124.6550
2034,11.1637,98.3860,165.2515,125.1988
2035,11.9357,98.4620,166.0760,123.5263
2036,12.1462,97.1111,165.9064,124.8363
2037,11.3099,96.6725,167.0409,124.9766
2038,12.4211,97.3158,166.5673,123.6959
2039,12.3567,99.3509,164.6023,123.6901
2040,11.5614,98.4269,168.2222,121.7895
2041,13.0526,97.3099,167.1930,122.4444
2042,12.5205,97.2281,165.6901,124.5614
2043,12.9240,97.6725,163.8363,125.5673
2044,12.9883,99.1637,165.3041,122.5439
2045,11.6725,99.5965,164.9123,123.8187
2046,12.2632,97.0351,166.0175,124.6842
2047,13.0526,97.5614,163.8012,125.5848
2048,11.3860,99.7135,164.1988,124.7018
2049,11.7836,96.8713,165.1637,126.1813
2050,12.8889,100.7193,164.7895,121.6023
2051,12.1111,99.8947,165.4971,122.4971
2052,11.9825,97.3509,166.0877,124.5789
2053,11.4269,97.9942,166.8187,123.7602
2054,12.9942,97.6608,165.4444,123.9006
2055,12.1462,96.0994,163.6374,128.1170
2056,11.7836,96.1462,168.9181,123.1520
2057,12.8012,97.1287,166.6550,123.4152
2058,12.2105,97.5380,167.2690,122.9825
2059,11.5263,96.2281,165.5731,126.6725
2060,12.8480,96.3392,165.8947,124.9181
2061,13.7953,94.7485,164.6608,126.7953
2062,11.9591,98.6023,167.5848,121.8538
2063,12.9240,96.2339,165.4971,125.3450
2064,10.9766,96.7427,167.0292,125.2515
2065,13.6842,96.3333,164.2456,125.7368
2066,11.9825,99.7719,165.6082,122.6374
2067,11.9064,100.0877,164.3275,123.6784
2068,11.9181,96.6374,165.2865,126.1579
2069,12.3509,96.9474,165.8421,124.8596
2070,13.3509,99.2047,164.4035,123.0409
2071,12.8187,94.6316,165.3860,127.1637
2072,12.5029,96.7485,167.4269,123.3216
2073,12.0468,99.0936,165.2047,123.6550
2074,12.7778,98.2573,164.4444,124.5205
2075,13.6784,97.6901,163.7018,124.9298
2076,12.4152,97.1696,165.9532,124.4620
2077,13.6023,96.0000,165.3158,125.0819
2078,13.2222,97.5439,164.9942,124.2398
2079,12.1170,98.1462,166.3216,123.4152
2080,12.6257,97.5029,167.9181,121.9532
2081,11.7193,96.8538,166.1520,125.2749
2082,12.2456,95.6959,165.4152,126.6433
2083,12.8538,96.2865,165.0936,125.7661
2084,11.8830,95.8304,167.2982,124.9883
2085,12.8889,97.3216,166.8655,122.9240
2086,12.0936,97.6784,166.3041,123.9240
2087,11.6901,99.7193,165.7310,122.8596
2088,12.7778,98.3158,164.9298,123.9766
2089,12.6608,98.2339,164.7193,124.3860
2090,12.5380,97.8772,166.0994,123.4854
2091,13.0292,97.6550,164.5497,124.7661
2092,11.5088,99.1170,167.6374,121.7368
2093,11.9181,96.7076,168.4152,122.9591
2094,10.8246,98.0117,165.2281,125.9357
2095,14.0468,96.7661,165.3977,123.7895
2096,12.0117,96.8187,166.5556,124.6140
2097,12.0819,98.1696,166.3684,123.3801
2098,12.7602,97.9123,166.9942,122.3333
2099,11.8480,97.8538,165.1754,125.1228
2100,12.8363,97.4211,165.2105,124.5322
2101,12.7895,98.4795,164.6784,124.0526
2102,13.6199,96.8421,165.8363,123.7018
2103,11.9123,97.0702,165.1520,125.8655
2104,11.4678,98.4269,166.5731,123.5322
2105,11.7193,99.9240,166.5146,121.8421
2106,12.9649,97.8246,165.2982,123.9123
2107,12.4737,95.9825,167.1287,124.4152
2108,12.4211,97.8830,164.8772,124.8187
2109,12.0058,98.2515,165.1520,124.5906
2110,12.2398,96.8596,166.8596,124.0409
2111,13.4035,95.5965,167.5088,123.4912
2112,13.1930,96.7251,166.9649,123.1170
2113,12.6082,98.7719,164.1404,124.4795
2114,11.5088,97.0936,164.4678,126.9298
2115,13.1053,97.8187,164.7661,124.3099
2116,13.1111,96.1345,165.6959,125.0585
2117,12.4152,97.4269,164.7368,125.4211
2118,11.9240,99.1345,164.2515,124.6901
2119,13.0819,96.5029,166.5029,123.9123
2120,13.4327,95.8713,164.2632,126.4327
2121,11.8363,99.6608,164.8070,123.6959
2122,12.1053,100.1988,164.7193,122.9766
2123,12.9766,97.0936,164.7719,125.1579
2124,12.5965,98.6433,166.5322,122.2281
2125,13.5380,96.3626,164.8246,125.2749
2126,12.9883,98.0117,164.1228,124.8772
2127,13.4269,97.6023,164.7018,124.2690
2128,12.2982,98.5497,166.2515,122.9006
2129,13.5205,98.1871,163.6433,124.6491
2130,12.6491,96.4444,167.0234,123.8830
2131,13.1754,97.2982,164.9006,124.6257
2132,12.9474,94.4211,167.0409,125.5906
2133,12.9883,96.3333,165.8947,124.7836
2134,12.7135,95.4912,166.0468,125.7485
2135,11.9825,99.6257,164.8889,123.5029
2136,13.4035,97.8596,165.3450,123.3918
2137,12.6257,96.7135,167.6491,123.0117
2138,12.6433,97.3743,165.7778,124.2047
2139,12.7310,97.1053,166.7310,123.4327
2140,11.4269,98.5965,163.7310,126.2456
2141,13.1228,96.7368,166.5731,123.5673
2142,12.5673,98.3567,165.4503,123.6257
2143,12.4620,95.9181,167.2749,124.3450
2144,11.9181,98.4269,165.5029,124.1520
2145,12.4737,98.7018,164.0760,124.7485
2146,12.8246,95.7602,165.6374,125.7778
2147,12.0760,97.4561,164.7018,125.7661
2148,12.0936,97.6374,165.9474,124.3216
2149,12.5497,96.5789,164.7193,126.1520
2150,12.4211,99.0702,163.8246,124.6842
2151,11.7076,99.1754,167.1228,121.9942
2152,11.9123,101.0292,165.1930,121.8655
2153,11.4211,98.1404,165.0526,125.3860
2154,11.8830,98.0994,166.3509,123.6667
2155,12.1579,98.3099,165.8246,123.7076
2156,11.7661,97.0702,167.9942,123.1696
2157,12.1871,97.8713,166.3918,123.5497
2158,12.3801,96.8304,164.7602,126.0292
2159,12.4854,96.2456,165.6784,125.5906
2160,12.6316,96.4620,164.1813,126.7251
2161,12.0175,98.8012,165.8596,123.3216
2162,12.5497,99.1637,164.5497,123.7368
2163,12.4386,98.2573,163.9766,125.3275
2164,11.7778,99.4035,166.0117,122.8070
2165,12.0585,99.3275,165.3918,123.2222
2166,12.0117,98.0994,165.8421,124.0468
2167,11.2632,99.4678,165.4444,123.8246
2168,11.9357,97.2339,164.8947,125.9357
2169,12.3801,98.2515,164.5088,124.8596
2170,11.8538,98.0234,167.0058,123.1170
2171,12.0585,97.5673,165.2982,125.0760
2172,12.2281,96.3450,165.7018,125.7251
2173,12.0234,97.3509,166.0175,124.6082
2174,12.0526,99.9064,163.8947,124.1462
2175,12.2749,98.3743,167.4561,121.8947
2176,13.4327,96.9883,167.8596,121.7193
2177,11.9181,97.5088,164.4795,126.0936
2178,13.8246,98.6199,165.2398,122.3158
2179,12.2281,101.0643,164.5789,122.1287
2180,12.4620,99.5673,164.7836,123.1871
2181,11.3450,96.2807,166.0877,126.2865
2182,11.4152,98.3333,166.7135,123.5380
2183,11.4444,97.7135,165.6374,125.2047
2184,12.0819,97.2456,166.9766,123.6959
2185,11.1053,100.0643,165.7778,123.0526
2186,12.1404,99.5497,166.7661,121.5439
2187,12.7895,96.8187,164.8772,125.5146
2188,11.9006,97.1287,167.5789,123.3918
2189,12.6199,94.9942,166.8772,125.5088
2190,12.3392,97.5322,166.0994,124.0292
2191,12.3099,97.4269,166.0936,124.1696
2192,12.0117,96.4620,166.1579,125.3684
2193,12.7368,99.2398,165.3743,122.6491
2194,12.9064,98.4561,166.5848,122.0526
2195,11.8246,94.9883,167.7368,125.4503
2196,11.2281,98.3158,164.7427,125.7135
2197,13.4269,96.2456,166.0351,124.2924
2198,13.0526,97.5731,165.4386,123.9357
2199,12.6784,98.1345,165.7427,123.4444
2200,11.7193,98.4269,164.7895,125.0643
2201,11.2222,98.3099,165.5673,124.9006
2202,12.3216,96.1579,165.9591,125.5614
2203,11.9357,94.7251,169.3743,123.9649
2204,13.1053,97.2632,167.2222,122.4094
2205,12.0994,97.8772,164.3216,125.7018
2206,12.4971,96.8713,167.1053,123.5263
2207,12.4269,96.4269,167.2164,123.9298
2208,12.6842,97.9240,166.1462,123.2456
2209,13.1520,98.3216,163.2749,125.2515
2210,11.8421,99.2164,166.0643,122.8772
2211,12.3977,100.6433,167.1170,119.8421
2212,12.6667,98.2047,164.3918,124.7368
2213,13.1462,97.6082,165.5322,123.7135
2214,13.1696,96.3158,165.0585,125.4561
2215,12.0643,97.9357,165.2339,124.7661
2216,12.3977,96.0234,168.1287,123.4503
2217,12.6901,96.1170,166.1228,125.0702
2218,12.1111,97.4678,163.7135,126.7076
2219,13.5906,98.0760,163.8304,124.5029
2220,12.3450,95.7485,166.7661,125.1404
2221,13.4561,97.1520,164.0292,125.3626
2222,12.7895,98.7953,164.4678,123.9474
2223,12.3450,99.0585,165.3450,123.2515
2224,12.7602,100.1462,163.4386,123.6550
2225,11.6316,96.6433,166.9708,124.7544
2226,12.5029,98.8538,163.5439,125.0994
2227,12.6082,96.3041,166.2632,124.8246
2228,13.0000,95.3450,164.0526,127.6023
2229,12.1930,97.1170,165.1520,125.5380
2230,11.3450,95.7310,168.7485,124.1754
2231,12.6140,97.6257,164.7602,125.0000
2232,12.1696,98.0175,164.5673,125.2456
2233,11.7836,98.8772,166.2398,123.0994
2234,11.6491,99.1930,162.2281,126.9298
2235,13.3684,99.5263,164.3860,122.7193
2236,12.2339,97.8830,164.7661,125.1170
2237,13.4094,97.2573,166.7719,122.5614
2238,11.6842,97.5088,167.7135,123.0936
2239,13.1754,98.0760,166.3333,122.4152
2240,11.4854,99.5205,164.4327,124.5614
2241,11.9532,98.2456,165.9591,123.8421
2242,12.5088,98.3099,163.9006,125.2807
2243,12.2105,99.2105,164.6901,123.8889
2244,13.0526,97.8129,162.8655,126.2690
2245,12.5322,98.7602,166.4211,122.2865
2246,11.8012,96.4737,166.0585,125.6667
2247,12.3918,97.1520,165.9649,124.4912
2248,12.4561,99.0117,167.7251,120.8070
2249,12.4620,97.2047,165.5439,124.7895
2250,11.9766,96.2222,167.8246,123.9766
2251,12.0351,98.0058,165.3860,124.5731
2252,11.0409,98.4269,165.2515,125.2807
2253,12.9591,96.4678,164.7661,125.8070
2254,12.2339,98.6140,164.2281,124.9240
2255,13.3216,96.6667,165.6433,124.3684
2256,13.5205,99.5497,164.7485,122.1813
2257,12.0994,99.3392,167.3743,121.1871
2258,12.1930,96.1462,165.3977,126.2632
2259,12.2807,97.6959,165.9825,124.0409
2260,12.9474,97.5263,165.6959,123.8304
2261,13.4620,98.7485,164.6842,123.1053
2262,12.5848,96.7544,165.3450,125.3158
2263,13.7661,98.8772,162.8772,124.4795
2264,14.5088,96.4386,165.5380,123.5146
2265,13.4444,99.1754,163.9649,123.4152
2266,12.3684,96.4211,165.8596,125.3509
2267,12.6023,99.0409,165.6725,122.6842
2268,12.8538,97.1871,165.9181,124.0409
2269,12.9123,97.1462,161.6784,128.2632
2270,12.1111,99.2807,165.8772,122.7310
2271,12.6199,96.0058,165.9415,125.4327
2272,13.3684,98.5673,164.1813,123.8830
2273,12.3860,96.2105,167.5322,123.8713
2274,12.4503,98.4795,164.3041,124.7661
2275,11.7602,96.7485,166.4152,125.0760
2276,12.6082,99.5789,162.2749,125.5380
2277,11.9649,97.1404,164.1170,126.7778
2278,12.2807,97.7953,165.8538,124.0702
2279,11.8889,96.4444,167.5556,124.1111
2280,11.9766,95.2047,166.9708,125.8480
2281,12.1579,94.2105,167.3158,126.3158
2282,12.1228,97.4912,166.6725,123.7135
2283,12.2281,98.4269,165.2865,124.0585
2284,12.9064,98.8304,164.8713,123.3918
2285,12.4971,96.3626,167.0351,124.1053
2286,12.9532,97.1520,165.8421,124.0526
2287,12.3158,101.1053,163.9415,122.6374
2288,13.1579,95.0877,163.9474,127.8070
2289,12.8363,99.8713,165.4269,121.8655
2290,12.9123,99.3977,166.8246,120.8655
2291,12.2982,97.9883,165.9415,123.7719
2292,12.7719,98.1871,165.7602,123.2807
2293,12.7719,97.7310,166.2749,123.2222
2294,12.6140,99.3392,166.0702,121.9766
2295,12.6433,97.4035,166.1988,123.7544
2296,10.6023,99.5906,164.9825,124.8246
2297,13.2573,97.9766,165.0585,123.7076
2298,12.6784,96.5731,167.0175,123.7310
2299,12.1520,99.3099,163.8889,124.6491
2300,13.0468,99.1287,162.8363,124.9883
2301,12.2105,97.6725,166.8363,123.2807
2302,12.7427,97.8596,164.8655,124.5322
2303,13.9883,95.8012,164.8889,125.3216
2304,12.2105,99.3509,165.3626,123.0760
2305,11.6901,97.1520,164.0234,127.1345
2306,12.0702,97.8246,166.3275,123.7778
2307,13.0994,97.7485,165.5146,123.6374
2308,12.7544,98.5263,165.7953,122.9240
2309,11.8012,98.3918,165.4503,124.3567
2310,11.5906,100.5497,165.2339,122.6257
2311,11.9766,102.2573,165.4503,120.3158
2312,12.4620,97.8070,166.2164,123.5146
2313,11.6959,98.0819,166.2281,123.9942
2314,12.5789,98.9474,164.2632,124.2105
2315,11.8830,98.3392,165.3801,124.3977
2316,12.3860,96.6667,167.2982,123.6491
2317,13.3567,98.8889,165.4678,122.2865
2318,12.3392,97.0058,165.8889,124.7661
2319,11.7778,101.0000,164.7544,122.4678
2320,11.8129,96.2749,166.5380,125.3743
2321,12.7778,97.5906,166.0760,123.5556
2322,12.1228,96.2632,165.8421,125.7719
2323,13.0000,98.4678,165.9298,122.6023
2324,12.6433,98.1988,165.6082,123.5497
2325,13.0526,96.8655,163.5205,126.5614
2326,11.8363,99.6491,166.0409,122.4737
2327,12.8129,97.2515,167.4094,122.5263
2328,12.5614,99.9883,165.7661,121.6842
2329,12.6842,96.6901,167.1228,123.5029
2330,12.7368,96.4269,164.0351,126.8012
2331,11.5789,96.5848,165.9883,125.8480
2332,12.8830,96.5673,166.7427,123.8070
2333,11.6140,98.8596,165.6316,123.8947
2334,12.2398,100.8772,162.7719,124.1111
2335,12.0585,97.6491,166.6491,123.6433
2336,13.0292,95.4620,166.7953,124.7135
2337,13.4211,97.5731,165.7427,123.2632
2338,11.9298,96.6842,164.5029,126.8830
2339,11.5322,101.1462,163.0760,124.2456
2340,13.4327,94.9357,166.0409,125.5906
2341,13.5146,99.0526,164.8187,122.6140
2342,12.2281,97.9766,164.2222,125.5731
2343,11.7544,96.6199,168.0526,123.5731
2344,11.7076,96.6199,168.2749,123.3977
2345,13.2047,96.2749,166.5789,123.9415
2346,12.5965,96.6959,167.3977,123.3099
2347,11.9181,98.0760,165.0760,124.9298
2348,11.8772,99.8480,164.8070,123.4678
2349,11.7778,97.8129,166.3158,124.0936
2350,13.2807,97.5205,165.8363,123.3626
2351,11.2515,97.3099,165.6374,125.8012
2352,11.9240,97.6140,165.7018,124.7602
2353,12.9006,97.9532,166.6550,122.4912
2354,11.2573,95.9532,166.4912,126.2982
2355,12.4444,94.4737,164.6550,128.4269
2356,12.4737,96.4971,166.3158,124.7135
2357,13.1287,97.5731,164.2398,125.0585
2358,12.8538,99.4327,164.8129,122.9006
2359,11.8070,97.6550,168.0409,122.4971
2360,11.7485,98.3216,166.5263,123.4035
2361,14.1520,98.4737,164.8480,122.5263
2362,12.2456,96.3509,166.8947,124.5088
2363,12.1520,97.6433,165.3684,124.8363
2364,11.9591,98.0468,163.9298,126.0643
2365,12.5614,95.3450,167.5614,124.5322
2366,12.0468,96.5205,163.7018,127.7310
2367,12.4795,96.1520,167.5205,123.8480
2368,11.6901,98.6374,165.9825,123.6901
2369,11.8187,98.8012,166.1754,123.2047
2370,11.2573,97.0351,166.4620,125.2456
2371,11.7018,96.6667,165.4327,126.1988
2372,12.4152,96.4678,164.2982,126.8187
2373,12.4854,97.6608,164.1462,125.7076
2374,12.7018,99.4678,164.4912,123.3392
2375,12.4269,97.8129,165.5848,124.1754
2376,12.7135,96.7368,166.6082,123.9415
2377,13.2749,98.1871,165.5673,122.9708
2378,11.6725,97.9942,165.9181,124.4152
2379,12.7544,96.7193,166.2632,124.2632
2380,12.1930,95.8012,166.0585,125.9474
2381,11.5497,99.7193,166.5439,122.1871
2382,12.5673,98.7485,165.0292,123.6550
2383,11.3918,97.7076,167.9591,122.9415
2384,12.7602,98.0760,163.4269,125.7368
2385,12.4854,96.7076,164.1520,126.6550
2386,11.7076,97.6491,164.4854,126.1579
2387,12.5497,97.3567,165.1462,124.9474
2388,13.3509,97.6316,163.9123,125.1053
2389,11.8830,99.9474,163.9298,124.2398
2390,10.8421,97.3977,167.0877,124.6725
2391,11.2164,99.9357,165.4327,123.4152
2392,12.3801,97.6374,167.3275,122.6550
2393,12.7719,97.9240,164.5380,124.7661
2394,13.7661,100.1754,163.7953,122.2632
2395,11.8538,95.8070,168.5263,123.8129
2396,12.5380,98.3333,163.3158,125.8129
2397,12.8070,98.6784,165.0351,123.4795
2398,13.2398,99.0877,163.1754,124.4971
2399,12.8129,96.3099,166.2573,124.6199
2400,12.7076,98.6433,165.6316,123.0175
2401,12.4327,98.9883,164.5789,124.0000
2402,13.2690,97.7602,166.8304,122.1404
2403,11.5439,98.2047,165.5088,124.7427
2404,12.0760,96.1813,166.3216,125.4211
2405,12.4854,99.0058,165.3392,123.1696
2406,12.9181,97.7836,167.0000,122.2982
2407,11.9474,102.3918,165.9649,119.6959
2408,12.6140,97.3450,167.8538,122.1871
2409,12.3684,98.4795,167.0936,122.0585
2410,12.9649,97.6784,162.6082,126.7485
2411,11.5556,98.5965,166.8830,122.9649
2412,12.2164,98.7485,165.7018,123.3333
2413,12.4327,97.7018,164.9298,124.9357
2414,12.8070,98.4971,166.4678,122.2281
2415,13.6725,97.7895,164.6433,123.8947
2416,11.6959,98.0351,164.6725,125.5965
2417,11.3684,96.8246,165.9649,125.8421
2418,12.6901,97.8713,165.2456,124.1930
2419,12.4795,97.8363,164.8363,124.8480
2420,12.2339,99.7661,165.1871,122.8129
2421,12.7193,96.5322,164.2749,126.4737
2422,12.1696,97.7544,165.3509,124.7251
2423,11.2865,97.4035,168.1111,123.1988
2424,12.0526,98.8129,164.8772,124.2573
2425,12.9708,97.3392,165.9357,123.7544
2426,11.9181,98.7836,166.8363,122.4620
2427,13.3801,96.8655,163.2281,126.5263
2428,12.6667,98.7251,166.0702,122.5380
2429,13.0351,97.9240,166.9474,122.0936
2430,12.5848,99.8070,163.4795,124.1287
2431,13.2632,98.1287,166.0526,122.5556
2432,11.9708,99.5556,167.5673,120.9064
2433,12.1520,97.5263,165.2515,125.0702
2434,12.1988,96.5263,166.0702,125.2047
2435,11.9942,96.8421,166.5088,124.6550
2436,12.3626,97.4152,163.7310,126.4912
2437,12.7953,98.2164,166.7193,122.2690
2438,12.1930,97.2222,167.8772,122.7076
2439,12.2982,98.5497,166.3392,122.8129
2440,13.2515,99.0526,163.7193,123.9766
2441,12.0643,97.9883,166.0117,123.9357
2442,13.6374,96.8129,165.6608,123.8889
2443,12.1930,96.0643,165.8596,125.8830
2444,11.3684,97.1930,165.6784,125.7602
2445,12.6784,97.6842,164.4912,125.1462
2446,11.6491,98.1111,165.2281,125.0117
2447,12.3918,99.1754,165.0526,123.3801
2448,12.9474,97.1579,165.3450,124.5497
2449,12.3918,96.7544,164.8947,125.9591
2450,12.2982,96.7076,165.1813,125.8129
2451,12.3918,96.6374,166.5322,124.4386
2452,12.0819,96.9766,166.1813,124.7602
2453,13.3275,96.4561,165.3216,124.8947
2454,13.1579,97.0234,165.5029,124.3158
2455,12.7895,97.7251,164.6374,124.8480
2456,14.1930,98.7427,162.5380,124.5263
2457,11.6140,98.9064,166.2105,123.2690
2458,12.4269,97.5380,166.3099,123.7251
2459,12.2398,98.2222,164.3333,125.2047
2460,12.7719,96.7368,164.3743,126.1170
2461,13.2164,97.0819,163.9883,125.7135
2462,12.2164,97.8421,163.6257,126.3158
2463,12.8421,95.3684,166.2105,125.5789
2464,12.2982,99.7544,162.8304,125.1170
2465,12.1228,97.6316,167.1053,123.1404
2466,11.3567,98.7076,165.9532,123.9825
2467,11.9240,97.9298,165.5146,124.6316
2468,12.2749,99.0702,166.7018,121.9532
2469,11.8480,95.4386,168.4561,124.2573
2470,12.4094,97.5088,165.4678,124.6140
2471,12.0702,100.0292,163.5965,124.3041
2472,11.2164,96.4737,165.1228,127.1871
2473,12.7661,98.1462,165.8012,123.2865
2474,12.2339,96.4678,168.0819,123.2164
2475,12.4152,96.7895,165.4035,125.3918
2476,12.0526,96.7544,167.8012,123.3918
2477,11.7778,98.1170,163.8363,126.2690
2478,12.5906,97.3977,165.1111,124.9006
2479,12.9181,96.6257,167.5497,122.9064
2480,12.2222,97.0292,165.6082,125.1404
2481,12.0760,99.3801,163.1696,125.3743
2482,11.7251,97.2222,166.2515,124.8012
2483,11.9064,99.3977,165.3860,123.3099
2484,11.8772,98.2515,165.8947,123.9766
2485,11.6316,99.7193,163.8304,124.8187
2486,12.3509,98.0351,165.7778,123.8363
2487,11.6140,95.9357,166.8538,125.5965
2488,12.9415,98.2865,164.4561,124.3158
2489,12.0702,100.0058,163.8538,124.0702
2490,11.9649,99.1345,166.5789,122.3216
2491,12.1988,95.8246,169.1813,122.7953
2492,12.2164,98.3392,164.8655,124.5789
2493,12.2982,97.5673,166.4327,123.7018
2494,14.1754,97.4503,165.7778,122.5965
2495,12.3450,97.1287,166.8070,123.7193
2496,12.4269,96.7778,165.8246,124.9708
2497,11.8187,97.3509,165.4211,125.4094
2498,12.2865,97.8129,166.7076,123.1930
2499,11.7251,96.8304,166.7251,124.7193
2500,12.8363,99.1111,166.2281,121.8246
2501,12.6140,98.2222,164.1520,125.0117
2502,12.6901,98.4211,164.4269,124.4620
2503,11.9181,98.6257,165.9825,123.4737
2504,12.0175,98.3743,165.0409,124.5673
