Replication,Phoenix_Avg,Denver_Avg,Chicago_Avg,Atlanta_Avg
4573,12.1696,95.8655,166.4561,125.5088
4574,12.8772,96.0409,164.2632,126.8187
4575,12.5906,98.1930,164.8421,124.3743
4576,12.8772,97.7778,166.9649,122.3801
4577,13.6433,95.7661,165.9766,124.6140
4578,12.4035,99.1462,164.1228,124.3275
4579,12.7076,97.7661,165.1111,124.4152
4580,13.2807,97.7485,165.1988,123.7719
4581,12.2105,97.0643,167.5731,123.1520
4582,12.7368,97.6433,167.3684,122.2515
4583,11.5848,98.0409,165.2515,125.1228
4584,10.9649,98.4912,167.2632,123.2807
4585,12.5965,97.8480,163.9532,125.6023
4586,12.1813,97.1754,166.6725,123.9708
4587,11.9942,97.8713,165.1404,124.9942
4588,13.5965,98.7427,165.1988,122.4620
4589,12.3801,98.2982,165.9006,123.4211
4590,11.2105,99.8363,164.1404,124.8129
4591,11.6550,100.0994,164.2047,124.0409
4592,12.5789,101.0175,163.3333,123.0702
4593,12.0936,98.1637,163.9240,125.8187
4594,12.6374,98.1404,163.6140,125.6082
4595,11.9064,98.3099,166.2865,123.4971
4596,12.6316,98.2281,161.6433,127.4971
4597,12.9649,97.2164,163.7018,126.1170
4598,12.6784,97.6491,165.6959,123.9766
4599,13.0760,98.1404,164.3801,124.4035
4600,11.4444,99.9766,164.3216,124.2573
4601,11.1287,97.4503,166.9357,124.4854
4602,12.8830,97.9766,165.0409,124.0994
4603,13.2982,97.1988,164.8889,124.6140
4604,11.7778,99.1462,163.1345,125.9415
4605,12.3743,97.5380,165.4971,124.5906
4606,12.7485,96.0643,166.2456,124.9415
4607,12.6608,100.3275,163.9123,123.0994
4608,12.2105,95.9006,167.1579,124.7310
4609,12.1462,99.0526,166.3918,122.4094
4610,11.6316,97.7661,166.3509,124.2515
4611,11.7135,95.8596,165.7953,126.6316
4612,12.4795,97.6725,166.2573,123.5906
4613,12.2632,96.6491,164.4211,126.6667
4614,12.7193,99.5029,167.5263,120.2515
4615,12.2105,97.6374,164.7251,125.4269
4616,13.3275,97.9766,164.1988,124.4971
4617,13.1345,97.3041,164.8363,124.7251
4618,12.3333,97.7953,165.2339,124.6374
4619,12.3275,98.1696,164.7778,124.7251
4620,12.5789,96.1345,165.9532,125.3333
4621,11.4152,99.3099,163.6842,125.5906
4622,12.4795,97.8596,165.0000,124.6608
4623,11.8070,97.4971,165.2749,125.4211
4624,12.5789,98.0877,164.8070,124.5263
4625,12.4795,100.6784,165.0175,121.8246
4626,12.4854,98.6374,164.3918,124.4854
4627,12.6667,99.7485,164.2222,123.3626
4628,11.2339,98.8304,164.4094,125.5263
4629,12.2515,99.2573,164.0000,124.4912
4630,12.6784,98.3684,164.1462,124.8070
4631,12.6257,99.4971,165.3509,122.5263
4632,11.3509,98.5906,164.0994,125.9591
4633,13.0175,96.4503,165.7018,124.8304
4634,12.4561,97.5439,165.5789,124.4211
4635,11.7310,94.2573,166.4503,127.5614
4636,11.6491,98.7076,165.4211,124.2222
4637,13.3216,96.4854,166.1462,124.0468
4638,13.3333,96.1345,167.6491,122.8830
4639,13.3743,97.0994,164.8480,124.6784
4640,12.1579,98.6433,166.3626,122.8363
4641,12.7193,98.6082,162.7018,125.9708
4642,13.3041,98.0175,164.1988,124.4795
4643,13.0819,98.4211,165.7310,122.7661
4644,12.7719,98.8187,165.8596,122.5497
4645,11.6667,98.4094,165.7602,124.1637
4646,12.8655,96.8246,165.5380,124.7719
4647,12.9474,98.4620,164.3918,124.1988
4648,12.2924,95.9240,164.8772,126.9064
4649,12.4561,95.7310,167.1111,124.7018
4650,11.9240,99.9298,165.3918,122.7544
4651,12.9064,96.1813,165.4503,125.4620
4652,11.4444,99.5906,165.8772,123.0877
4653,14.2632,95.2865,167.0585,123.3918
4654,12.4327,98.2281,166.6725,122.6667
4655,12.0819,98.7018,164.2865,124.9298
4656,13.4737,97.7368,166.6316,122.1579
4657,12.4269,98.4152,165.4386,123.7193
4658,12.6374,94.5848,166.3216,126.4561
4659,11.9181,97.9474,165.7076,124.4269
4660,12.6842,97.4152,164.7778,125.1228
4661,11.9825,98.1170,165.6374,124.2632
4662,12.2749,98.1345,167.5789,122.0117
4663,11.2515,98.9883,163.4444,126.3158
4664,12.7135,96.6140,165.0409,125.6316
4665,11.6667,98.9649,167.8713,121.4971
4666,13.6316,99.0292,163.8421,123.4971
4667,13.6784,95.5848,165.1170,125.6199
4668,11.6608,96.7018,167.2632,124.3743
4669,12.1988,95.2047,166.7251,125.8713
4670,12.8129,96.9357,165.3216,124.9298
4671,13.0409,97.9357,164.2982,124.7251
4672,11.8421,98.8889,164.4503,124.8187
4673,11.4737,93.8713,169.0994,125.5556
4674,12.6433,98.8655,166.5848,121.9064
4675,11.9181,97.8129,165.3275,124.9415
4676,12.1520,98.2982,164.0994,125.4503
4677,12.6725,98.4211,163.4444,125.4620
4678,13.6374,97.3860,165.8304,123.1462
4679,12.3801,95.9181,167.1988,124.5029
4680,13.2632,99.8655,163.4795,123.3918
4681,12.5731,99.7544,166.6667,121.0058
4682,12.8363,97.7427,166.1696,123.2515
4683,11.4561,97.7485,165.7018,125.0936
4684,12.0702,96.8012,165.5789,125.5497
4685,13.8655,96.9240,167.3743,121.8363
4686,11.4327,99.2339,166.1988,123.1345
4687,12.3977,100.0643,164.0351,123.5029
4688,11.7836,100.5906,166.5322,121.0936
4689,12.5848,97.8480,165.0117,124.5556
4690,11.9708,95.5848,168.6199,123.8246
4691,12.1637,96.9708,167.6316,123.2339
4692,12.9064,98.4035,166.5029,122.1871
4693,12.3509,96.3333,167.9474,123.3684
4694,12.6257,98.5380,166.4035,122.4327
4695,12.5497,98.3333,165.1053,124.0117
4696,13.4561,96.1462,165.2632,125.1345
4697,11.9298,99.3743,165.4444,123.2515
4698,12.5848,96.3041,164.4912,126.6199
4699,12.6257,97.2749,163.2339,126.8655
4700,13.0292,97.9298,162.9006,126.1404
4701,12.7368,98.0994,165.0585,124.1053
4702,12.1813,96.7193,164.4795,126.6199
4703,11.9591,98.2924,167.0117,122.7368
4704,11.6550,98.3801,164.9708,124.9942
4705,12.9766,98.9415,163.9532,124.1287
4706,12.5614,98.4211,163.8421,125.1754
4707,12.5906,98.2281,166.2632,122.9181
4708,11.9766,99.1637,167.1930,121.6667
4709,13.9357,95.7544,164.0877,126.2222
4710,12.0117,96.1930,166.5029,125.2924
4711,12.5848,95.2807,165.6608,126.4737
4712,11.9708,96.9649,168.3626,122.7018
4713,12.0058,96.1228,166.2398,125.6316
4714,12.0234,96.9415,164.6199,126.4152
4715,11.7719,98.1813,165.7953,124.2515
4716,13.0819,98.6784,164.9064,123.3333
4717,12.8596,96.8655,165.5848,124.6901
4718,12.3567,96.4912,164.8070,126.3450
4719,11.7076,100.1520,165.3216,122.8187
4720,12.5322,97.3450,165.8713,124.2515
4721,13.7368,95.7602,164.8363,125.6667
4722,12.6257,97.7076,166.0058,123.6608
4723,12.8421,96.7368,165.0292,125.3918
4724,12.7135,98.0877,164.4971,124.7018
4725,13.1053,96.5205,165.0702,125.3041
4726,12.3860,97.2982,164.3333,125.9825
4727,12.5263,97.8830,164.2281,125.3626
4728,11.9591,98.0351,165.0117,124.9942
4729,12.9240,98.5789,166.6374,121.8596
4730,11.9474,96.5731,167.4561,124.0234
4731,12.0877,97.8012,167.3743,122.7368
4732,12.7076,98.8304,165.1228,123.3392
4733,12.8129,98.1287,165.4912,123.5673
4734,11.9181,100.0585,166.7251,121.2982
4735,11.6023,97.8538,165.3392,125.2047
4736,14.3626,99.7485,162.6082,123.2807
4737,12.7602,98.1637,165.8480,123.2281
4738,11.7427,98.0526,164.4211,125.7836
4739,12.1111,97.6140,165.8830,124.3918
4740,12.3275,97.4211,163.5146,126.7368
4741,12.0936,97.9240,164.4854,125.4971
4742,13.0819,95.9474,166.4854,124.4854
4743,12.0936,99.8480,166.2573,121.8012
4744,14.0234,95.6433,166.0117,124.3216
4745,12.5731,95.7895,166.2047,125.4327
4746,13.4094,96.9181,167.8713,121.8012
4747,11.9474,96.7778,165.8538,125.4211
4748,11.9825,97.0994,165.0643,125.8538
4749,11.7251,97.3158,168.6433,122.3158
4750,12.9415,97.6199,161.9123,127.5263
4751,12.8304,99.2807,164.2982,123.5906
4752,11.7895,97.5380,167.6608,123.0117
4753,12.7018,97.2865,166.6433,123.3684
4754,12.4971,97.8538,166.7135,122.9357
4755,12.4269,97.9474,165.7953,123.8304
4756,12.6082,98.4561,167.3509,121.5848
4757,11.9883,97.8538,165.3041,124.8538
4758,12.6725,96.7427,166.3567,124.2281
4759,12.1228,96.4620,164.6959,126.7193
4760,12.9415,99.2924,165.6257,122.1404
4761,13.3509,99.1287,163.2924,124.2281
4762,12.7135,98.0000,162.9298,126.3567
4763,13.2456,95.9298,164.5205,126.3041
4764,13.0760,97.2515,164.8947,124.7778
4765,12.5322,95.6140,165.0877,126.7661
4766,12.0819,97.6316,166.7719,123.5146
4767,11.4737,99.4912,165.7368,123.2982
4768,12.1988,98.4211,163.4737,125.9064
4769,12.0585,96.5731,166.6023,124.7661
4770,11.8421,97.7778,164.9181,125.4620
4771,12.2105,96.6374,163.0994,128.0526
4772,12.5906,97.2632,164.5205,125.6257
4773,11.5439,98.2456,167.0175,123.1930
4774,12.9123,96.2456,164.4795,126.3626
4775,13.9883,96.5965,164.4444,124.9708
4776,10.9474,97.4561,166.1053,125.4912
4777,13.3977,95.6023,163.8830,127.1170
4778,13.1871,99.8713,164.1754,122.7661
4779,12.3977,98.9883,164.2982,124.3158
4780,11.9474,96.0585,166.3567,125.6374
4781,12.4269,97.2105,165.3392,125.0234
4782,12.6667,97.0936,163.6140,126.6257
4783,12.4561,98.1287,165.7018,123.7135
4784,12.9006,98.4269,164.4211,124.2515
4785,13.4094,97.1462,166.5088,122.9357
4786,13.3392,98.0234,163.8363,124.8012
4787,13.3099,97.3567,163.7778,125.5556
4788,12.4094,95.4444,166.9240,125.2222
4789,11.6140,99.1170,164.4854,124.7836
4790,11.0585,97.6725,166.3918,124.8772
4791,11.8538,97.0526,166.5906,124.5029
4792,12.4094,93.7018,166.9591,126.9298
4793,12.2573,97.8070,166.3860,123.5497
4794,11.8713,98.1813,166.6199,123.3275
4795,12.9942,97.9474,163.1637,125.8947
4796,12.5146,99.4327,165.0936,122.9591
4797,11.7135,97.5497,166.1930,124.5439
4798,12.2865,96.0585,166.4737,125.1813
4799,12.4211,97.9532,165.0994,124.5263
4800,12.1345,99.0877,166.8480,121.9298
4801,12.9591,98.4737,165.8713,122.6959
4802,11.8713,99.5614,165.4503,123.1170
4803,12.5673,96.1930,166.3509,124.8889
4804,12.8655,97.3158,163.3509,126.4678
4805,12.8421,95.8246,165.3509,125.9825
4806,11.2807,97.5906,165.6667,125.4620
4807,12.5146,97.4971,167.3801,122.6082
4808,12.6901,99.5789,163.6199,124.1111
4809,12.2105,97.2047,168.3450,122.2398
4810,12.6257,97.5848,165.5263,124.2632
4811,12.8830,98.8889,164.4094,123.8187
4812,11.7427,97.9240,164.6959,125.6374
4813,12.9298,97.0585,164.1813,125.8304
4814,12.1462,98.2865,166.3509,123.2164
4815,12.9883,99.9298,164.2281,122.8538
4816,11.7661,96.7778,168.3626,123.0936
4817,12.6550,96.5906,166.2456,124.5088
4818,12.5088,95.5673,165.1520,126.7719
4819,12.0585,97.8772,166.7135,123.3509
4820,11.1520,97.0409,164.8480,126.9591
4821,13.3509,98.1637,163.6199,124.8655
4822,12.6316,97.8480,163.7602,125.7602
4823,12.2105,98.1813,165.7602,123.8480
4824,12.5789,97.1813,167.8538,122.3860
4825,12.3216,99.5439,164.3801,123.7544
4826,11.5848,98.6608,164.1637,125.5906
4827,12.0936,98.2865,166.5146,123.1053
4828,12.2222,98.4971,165.3158,123.9649
4829,12.3216,100.1579,162.4444,125.0760
4830,13.4737,95.3567,166.1170,125.0526
4831,12.8889,96.6725,165.8129,124.6257
4832,12.1053,96.8304,166.1696,124.8947
4833,13.5965,97.0175,164.9123,124.4737
4834,11.9415,96.5848,166.5497,124.9240
4835,12.6491,97.1345,165.0058,125.2105
4836,13.1345,96.8596,163.3392,126.6667
4837,12.8363,97.2281,165.2222,124.7135
4838,12.1988,96.8655,166.7135,124.2222
4839,12.0351,99.2865,165.7836,122.8947
4840,11.2456,96.6082,167.4971,124.6491
4841,11.6550,97.2164,166.5322,124.5965
4842,12.0000,96.0585,165.6082,126.3333
4843,12.5556,98.7485,163.0234,125.6725
4844,11.4094,99.0409,165.9006,123.6491
4845,12.8596,98.3801,165.7193,123.0409
4846,13.5439,96.0117,164.0409,126.4035
4847,12.9064,96.6082,165.7719,124.7135
4848,12.1345,99.1287,163.6257,125.1111
4849,13.6842,97.7135,164.0702,124.5322
4850,12.5029,100.7193,164.7076,122.0702
4851,11.4035,97.4561,165.3918,125.7485
4852,13.2281,98.0994,163.5731,125.0994
4853,12.3626,98.6842,165.0760,123.8772
4854,12.3684,99.1813,165.7368,122.7135
4855,11.9532,97.5439,164.1404,126.3626
4856,12.3684,98.6082,162.5146,126.5088
4857,12.2047,99.8304,163.8363,124.1287
4858,12.7076,97.4444,164.4561,125.3918
4859,13.3801,96.4854,166.8830,123.2515
4860,13.5965,97.0058,164.6959,124.7018
4861,13.0819,98.6433,163.8596,124.4152
4862,11.7251,98.6257,163.0702,126.5789
4863,12.6316,96.2164,166.1930,124.9591
4864,13.2339,99.2515,164.8655,122.6491
4865,12.8538,95.9064,164.2690,126.9708
4866,11.9649,96.7544,165.6316,125.6491
4867,12.9240,97.3743,166.2690,123.4327
4868,12.2865,98.8713,166.9474,121.8947
4869,12.0819,96.3392,167.7076,123.8713
4870,12.0526,95.0819,166.7368,126.1287
4871,11.7251,97.7076,165.3216,125.2456
4872,11.9532,98.0000,165.7719,124.2749
4873,12.3918,97.8772,166.5263,123.2047
4874,11.8713,97.7895,168.0760,122.2632
4875,11.5673,96.6374,165.3275,126.4678
4876,11.8538,97.2047,167.5263,123.4152
4877,13.3392,96.7602,163.7544,126.1462
4878,11.4971,95.2515,164.8012,128.4503
4879,13.3450,97.2339,164.4444,124.9766
4880,12.4678,98.5380,167.1111,121.8830
4881,12.5322,96.7544,166.8889,123.8246
4882,12.3567,96.1520,165.4269,126.0643
4883,12.3216,96.4327,165.5146,125.7310
4884,13.2105,97.3275,164.0292,125.4327
4885,12.3743,97.9942,164.5146,125.1170
4886,12.7778,96.3041,166.4152,124.5029
4887,11.6842,96.3860,167.6374,124.2924
4888,12.7895,96.8246,165.1871,125.1988
4889,12.6667,100.9357,162.3275,124.0702
4890,11.5965,98.9766,164.4854,124.9415
4891,11.7719,97.0409,166.2456,124.9415
4892,10.7018,97.1696,168.0877,124.0409
4893,11.7778,97.5965,165.1754,125.4503
4894,11.6491,97.6082,166.9123,123.8304
4895,11.1404,98.8012,165.2164,124.8421
4896,12.4211,97.2222,164.8596,125.4971
4897,12.0526,98.4737,165.6023,123.8713
4898,13.3567,97.8246,165.7485,123.0702
4899,11.8947,97.9883,166.1053,124.0117
4900,13.2281,97.3684,167.5848,121.8187
4901,13.2924,97.1930,163.7953,125.7193
4902,13.5088,98.8655,164.9883,122.6374
4903,11.6491,98.4854,166.7310,123.1345
4904,12.5322,98.5263,166.3099,122.6316
4905,13.6608,99.3684,164.3041,122.6667
4906,12.4152,98.2339,164.5614,124.7895
4907,12.2281,97.6491,165.8596,124.2632
4908,12.5146,97.3860,164.9415,125.1579
4909,12.7895,96.0994,166.5789,124.5322
4910,12.2164,97.4678,168.4269,121.8889
4911,13.0994,95.3801,166.0117,125.5088
4912,12.4035,96.4035,166.1404,125.0526
4913,12.5205,98.3099,164.9591,124.2105
4914,12.6374,97.5965,168.0468,121.7193
4915,12.1988,97.9064,166.4386,123.4561
4916,11.7135,99.0936,166.8421,122.3509
4917,12.7836,97.2573,167.2807,122.6784
4918,12.2690,101.1520,166.8070,119.7719
4919,11.9766,95.6140,168.4152,123.9942
4920,13.6257,97.2749,164.2339,124.8655
4921,12.2339,96.2398,165.6784,125.8480
4922,11.6784,97.9064,166.7310,123.6842
4923,12.6842,99.2281,165.3216,122.7661
4924,12.6901,99.3041,164.7193,123.2865
4925,12.0702,98.1930,167.4678,122.2690
4926,11.4386,98.5848,166.1520,123.8246
4927,12.2632,95.8480,166.7895,125.0994
4928,12.8363,96.6257,167.5088,123.0292
4929,13.4211,98.0526,164.4561,124.0702
4930,11.5380,99.5614,165.7895,123.1111
4931,11.9474,98.2222,166.3509,123.4795
4932,13.0409,95.7251,166.6023,124.6316
4933,12.5731,100.5263,163.9240,122.9766
4934,12.4678,96.4211,165.2982,125.8129
4935,13.5088,98.5088,162.8830,125.0994
4936,12.7193,98.0760,165.4269,123.7778
4937,12.6491,97.4444,163.8363,126.0702
4938,11.9591,99.3567,164.4386,124.2456
4939,12.8889,97.9766,164.8830,124.2515
4940,12.2982,97.9591,167.0351,122.7076
4941,12.2632,97.0526,165.5731,125.1111
4942,12.5088,96.4678,165.5906,125.4327
4943,12.8421,98.2865,166.5731,122.2982
4944,12.4503,96.6608,165.3158,125.5731
4945,12.5848,99.4737,165.7602,122.1813
4946,12.7836,100.4561,162.7135,124.0468
4947,13.3918,98.5380,164.5906,123.4795
4948,12.0643,98.5556,165.9357,123.4444
4949,12.6433,97.8480,165.0175,124.4912
4950,12.3333,97.1462,165.4444,125.0760
4951,11.9591,98.7485,164.4386,124.8538
4952,13.7310,95.1579,165.2807,125.8304
4953,12.9240,98.5439,164.3567,124.1754
4954,13.3333,99.1111,166.1287,121.4269
4955,12.7778,96.0409,165.7778,125.4035
4956,12.3158,98.2865,165.1111,124.2865
4957,12.4561,97.4094,163.4211,126.7135
4958,11.6491,98.9591,166.0819,123.3099
4959,12.5906,97.1637,164.2281,126.0175
4960,11.8421,99.8655,165.2105,123.0819
4961,12.4503,100.0877,163.3333,124.1287
4962,11.7778,97.8246,165.5965,124.8012
4963,12.5322,95.4386,167.4327,124.5965
4964,12.6023,97.9240,165.5322,123.9415
4965,13.6491,96.6023,165.2982,124.4503
4966,13.9415,96.7368,165.8187,123.5029
4967,13.0526,100.5088,164.1637,122.2749
4968,11.7953,98.5731,164.7953,124.8363
4969,12.3743,97.6667,164.9825,124.9766
4970,13.3392,96.0994,164.1579,126.4035
4971,12.9942,97.3099,164.3801,125.3158
4972,11.8947,99.1520,166.0175,122.9357
4973,12.7193,99.5673,164.9298,122.7836
4974,12.3567,98.8480,165.1520,123.6433
4975,13.1579,97.0175,165.7836,124.0409
4976,12.1170,98.5497,166.3626,122.9708
4977,12.5439,97.5731,164.5848,125.2982
4978,13.0234,97.6491,164.5614,124.7661
4979,11.8655,96.6784,167.7193,123.7368
4980,12.1170,97.5789,168.0117,122.2924
4981,12.5731,99.3509,164.5497,123.5263
4982,12.1228,96.6491,164.7427,126.4854
4983,12.2690,97.2924,166.6257,123.8129
4984,12.6608,96.7953,164.8070,125.7368
4985,13.3041,97.2690,164.1696,125.2573
4986,13.2047,98.7427,164.2339,123.8187
4987,11.8947,97.1462,165.9357,125.0234
4988,11.7135,96.2982,168.3216,123.6667
4989,12.2982,98.3626,167.2690,122.0702
4990,12.8538,97.4444,165.9883,123.7135
4991,13.1228,97.1696,166.2456,123.4620
4992,12.5965,97.5029,164.6959,125.2047
4993,12.0585,96.4269,167.3509,124.1637
4994,11.7602,97.5673,165.5556,125.1170
4995,12.7544,96.4094,165.0175,125.8187
4996,13.1111,95.6667,166.5205,124.7018
4997,11.3743,99.3216,165.3509,123.9532
4998,11.9298,99.4971,166.5673,122.0058
4999,12.5263,99.2865,165.1053,123.0819
5000,13.2456,98.2456,163.8889,124.6199
5001,12.1754,99.4327,164.5146,123.8772
5002,12.6140,98.5848,164.8129,123.9883
5003,12.1579,96.0585,166.1111,125.6725
5004,11.4795,96.5965,166.8947,125.0292
5005,13.4269,96.7251,164.1930,125.6550
5006,12.4152,97.2398,167.1345,123.2105
5007,12.2105,97.4561,167.1930,123.1404
5008,12.6374,98.8947,165.1813,123.2865
5009,12.2749,98.1579,165.1228,124.4444
5010,13.0351,98.2865,164.2924,124.3860
5011,11.8538,99.2515,165.7251,123.1696
5012,12.1111,96.4795,165.0234,126.3860
5013,12.7135,96.2924,166.8246,124.1696
5014,12.7076,95.5731,167.2339,124.4854
5015,13.1287,98.3392,165.5029,123.0292
5016,12.5848,98.3860,163.9357,125.0936
5017,13.6257,96.4503,164.5614,125.3626
5018,12.8830,95.7661,164.6491,126.7018
5019,13.4737,98.4444,165.4386,122.6433
5020,12.4854,96.1053,166.0409,125.3684
5021,12.5556,101.4035,164.3801,121.6608
5022,12.2690,99.3626,163.9240,124.4444
5023,13.2865,95.9883,164.0351,126.6901
5024,12.2515,98.0643,165.0643,124.6199
5025,12.6725,97.4035,164.6199,125.3041
5026,12.1111,98.5906,164.7018,124.5965
5027,11.8363,99.6199,164.3216,124.2222
5028,11.8363,97.8889,166.3275,123.9474
5029,11.4035,97.9181,165.6959,124.9825
5030,12.0643,97.0702,166.0760,124.7895
5031,12.0000,96.6725,163.9357,127.3918
5032,13.1637,97.7895,164.6842,124.3626
5033,13.0058,98.7895,164.6901,123.5146
5034,11.5731,98.7485,166.0000,123.6784
5035,11.9064,99.2749,164.9181,123.9006
5036,12.2749,98.0234,165.7251,123.9766
5037,12.3450,97.9649,165.4971,124.1930
5038,11.2515,96.9298,166.1988,125.6199
5039,12.2105,95.4971,167.2281,125.0643
5040,12.2456,97.6433,164.8421,125.2690
5041,12.7485,96.3684,165.6784,125.2047
5042,12.1170,98.1579,165.9825,123.7427
5043,12.3275,95.6901,164.7310,127.2515
5044,11.8889,96.2632,166.7602,125.0877
5045,12.7544,99.4795,164.7719,122.9942
5046,13.5380,95.4035,166.1637,124.8947
5047,12.6550,99.2281,164.6959,123.4211
5048,11.2632,98.1579,166.6023,123.9766
5049,12.2690,96.1462,165.1287,126.4561
5050,11.5146,98.0000,165.6433,124.8421
5051,12.4971,96.4737,165.8480,125.1813
5052,12.6316,96.6667,164.4795,126.2222
5053,12.0000,99.7602,165.5614,122.6784
5054,12.8713,96.8596,165.3743,124.8947
5055,12.5029,97.8129,167.0819,122.6023
5056,12.3450,95.7193,169.6725,122.2632
5057,11.5614,98.5731,165.6491,124.2164
5058,12.9883,95.8070,165.7544,125.4503
5059,13.4211,96.4094,165.2164,124.9532
5060,11.9942,95.7953,166.5673,125.6433
5061,12.6257,99.4737,165.6725,122.2281
5062,13.4503,99.3041,163.5439,123.7018
5063,12.3041,98.7251,165.5614,123.4094
5064,13.1228,96.2573,165.7544,124.8655
5065,12.1287,95.8596,166.0234,125.9883
5066,11.6842,97.9298,163.6667,126.7193
5067,13.5906,96.4327,164.1287,125.8480
5068,12.6491,99.4269,165.6550,122.2690
5069,12.4444,97.8129,163.9942,125.7485
5070,13.0351,94.9708,165.3099,126.6842
5071,12.0468,97.1170,167.0643,123.7719
5072,12.1345,96.0819,168.5906,123.1930
5073,13.4912,96.2339,165.7895,124.4854
5074,12.2222,97.0234,166.9240,123.8304
5075,11.6784,98.6842,166.8772,122.7602
5076,13.2105,96.3099,165.1754,125.3041
5077,13.4503,98.2632,163.9064,124.3801
5078,11.4620,97.0117,167.1696,124.3567
5079,13.0409,96.7485,164.6257,125.5848
5080,12.3392,97.9708,167.4620,122.2281
5081,12.6901,99.7135,163.9123,123.6842
5082,11.4211,96.5439,167.4912,124.5439
5083,12.5088,98.2222,164.9942,124.2749
5084,12.5088,97.5789,167.6491,122.2632
5085,11.3450,96.1637,165.2982,127.1930
5086,12.1871,97.9649,166.4327,123.4152
5087,12.0936,101.6842,165.2164,121.0058
5088,12.7368,97.0351,165.1754,125.0526
5089,12.0409,100.3216,163.7427,123.8947
5090,12.9591,96.0760,166.2632,124.7018
5091,11.3450,99.3918,166.4737,122.7895
5092,12.5789,97.8304,164.8772,124.7135
5093,11.8772,97.2456,164.8129,126.0643
5094,12.2164,96.3275,167.5088,123.9474
5095,11.8655,96.9123,167.2632,123.9591
5096,12.1871,97.7778,166.0760,123.9591
5097,12.7135,97.2047,166.5088,123.5731
5098,11.1930,97.5322,166.8421,124.4327
5099,12.2573,96.9181,165.6784,125.1462
5100,11.8129,97.6725,164.5146,126.0000
5101,12.4269,97.8830,165.9064,123.7836
5102,12.4269,97.2398,165.2690,125.0643
5103,11.3743,99.8187,165.3801,123.4269
5104,12.2456,95.7953,166.9415,125.0175
5105,11.8304,100.9240,165.3977,121.8480
5106,12.3392,95.7368,166.0175,125.9064
5107,12.8421,96.0819,165.8070,125.2690
5108,12.1053,97.9825,164.9883,124.9240
5109,12.4094,98.3860,165.0468,124.1579
5110,12.7018,96.5731,167.4620,123.2632
5111,11.9181,98.5322,165.4094,124.1404
5112,11.9298,97.5731,166.8830,123.6140
5113,12.9415,99.6433,164.8012,122.6140
5114,11.8772,96.4269,165.5263,126.1696
5115,12.8187,95.6959,166.4094,125.0760
5116,12.6842,98.3743,164.3801,124.5614
5117,13.2865,97.7076,164.5906,124.4152
5118,11.7368,100.0877,164.9532,123.2222
5119,12.8713,97.4620,164.9357,124.7310
5120,12.2281,97.9825,164.2749,125.5146
5121,11.8538,98.6959,166.1813,123.2690
5122,13.4678,96.6491,165.2982,124.5848
5123,12.5205,97.0526,166.2164,124.2105
5124,12.9240,98.6491,164.8012,123.6257
5125,12.4678,97.9123,164.7076,124.9123
5126,12.3860,97.9064,167.2982,122.4094
5127,12.7895,99.2515,166.0117,121.9474
5128,12.6959,97.7368,166.3918,123.1754
5129,10.6491,99.6725,165.3450,124.3333
5130,13.5556,95.6023,164.3977,126.4444
5131,12.0643,98.8129,164.0351,125.0877
5132,13.0058,97.4620,166.4211,123.1111
5133,13.1228,98.0117,166.8713,121.9942
5134,12.8363,97.4444,166.3333,123.3860
5135,12.1404,97.4503,165.4035,125.0058
5136,11.9240,97.5439,165.4795,125.0526
5137,13.2164,100.1813,162.9064,123.6959
5138,11.8012,96.4211,166.4854,125.2924
5139,12.6374,95.6316,165.3626,126.3684
5140,12.3977,97.1696,165.3509,125.0819
5141,13.6316,95.2632,164.1345,126.9708
5142,11.4503,97.6257,167.4444,123.4795
5143,12.7018,95.3918,168.5556,123.3509
5144,11.8129,97.7602,165.2047,125.2222
5145,12.8187,98.7661,164.3743,124.0409
5146,12.1813,96.3977,165.8480,125.5731
5147,12.5906,97.5556,164.1988,125.6550
5148,12.6374,95.7193,165.3158,126.3275
5149,12.8830,97.4561,165.3918,124.2690
5150,11.5556,99.7778,163.4561,125.2105
5151,13.4444,97.2573,163.4444,125.8538
5152,12.1520,99.1053,164.3450,124.3977
5153,11.8187,97.3275,168.2865,122.5673
5154,12.7661,97.1170,165.4503,124.6667
5155,11.5906,98.9649,165.8129,123.6316
5156,12.2339,98.1053,164.5322,125.1287
5157,12.6023,97.9766,165.2515,124.1696
5158,12.7485,98.0585,167.4152,121.7778
5159,12.8830,96.3158,165.6725,125.1287
5160,13.8655,98.4269,165.2632,122.4444
5161,11.7251,96.1813,166.7778,125.3158
5162,13.2807,97.8363,165.9649,122.9181
5163,12.8012,98.0643,166.1111,123.0234
5164,12.0877,97.7778,167.2281,122.9064
5165,13.1520,96.1404,164.2339,126.4737
5166,12.6199,97.6667,164.8246,124.8889
5167,11.7719,98.2047,164.4094,125.6140
5168,12.7895,95.8480,168.5848,122.7778
5169,11.0117,97.7251,165.6725,125.5906
5170,13.3860,96.9357,163.9766,125.7018
5171,12.2632,98.2573,165.1170,124.3626
5172,12.3743,98.8304,165.6257,123.1696
5173,13.1520,99.5497,163.3918,123.9064
5174,12.2339,99.6374,166.8363,121.2924
5175,13.1111,98.6257,165.4269,122.8363
5176,11.5848,99.7895,165.2632,123.3626
5177,12.4503,98.5497,165.0468,123.9532
5178,12.6257,98.9240,167.5029,120.9474
