strategy,n_urgent,rule,rep,objective,el_app_wt,ur_scan_wt,el_scan_wt,ot
1,10,1,33,0.4695961495,14.2142242,3.46488905,0.09111265666,1.030832814
1,10,1,34,0.4522354377,11.41049139,3.458842615,0.08569847529,0.9942064372
1,10,1,35,0.4645204895,16.21340205,3.312109295,0.09262230227,1.001978956
1,10,1,36,0.4611279874,15.88935118,3.298936645,0.09158307819,0.898449569
1,10,1,37,0.4531755134,13.85669636,3.336256601,0.0895677997,0.9689520625
1,10,1,38,0.4534828767,14.3198358,3.31421183,0.08013851138,0.9085938726
1,10,1,39,0.4657433766,14.62485869,3.408215817,0.08291509125,1.028896323
1,10,1,40,0.4590986753,14.61801793,3.348779974,0.08609660583,1.001093894
1,10,1,41,0.4541366582,12.53980742,3.415454526,0.08767391227,0.8828330983
1,10,1,42,0.4716985372,13.7411942,3.509151431,0.08865334173,1.086068216
1,10,1,43,0.4463801292,12.99333123,3.321349847,0.08523834794,1.054741797
1,10,1,44,0.4745012476,16.62037558,3.380133965,0.09568008329,1.030919217
1,10,1,45,0.4525860064,12.10099244,3.425006606,0.09072087815,1.131733048
1,10,1,46,0.4528980785,11.15314798,3.478592636,0.08477066349,0.9551640772
1,10,1,47,0.4758101098,15.08591284,3.474117086,0.08342971551,1.152894143
1,10,1,48,0.4532428967,12.81173783,3.392842972,0.08861648313,1.054875259
1,10,1,49,0.4604840539,11.27283517,3.540454601,0.08920849313,1.047059767
1,10,1,50,0.4646888219,14.35355999,3.413258683,0.09066667532,0.9299222106
1,10,1,51,0.4831298847,17.83073344,3.392951099,0.08859423787,1.00533272
1,10,1,52,0.4480281927,11.53831235,3.414129858,0.08581805063,0.9723439089
1,10,1,53,0.4708171616,16.52260842,3.352214718,0.0928606091,0.9773740502
1,10,1,54,0.477396425,18.27103143,3.31776257,0.09586482243,0.9756285012
1,10,1,55,0.4748704672,16.28957665,3.401178313,0.091761082,0.937453496
1,10,1,56,0.4784099761,16.1845608,3.438659742,0.0855439447,0.9849020215
1,10,1,57,0.4604898784,16.05066609,3.284551794,0.09117888212,0.8811118846
1,10,1,58,0.4659665061,14.76658638,3.402631427,0.08855305076,1.060191001
1,10,1,59,0.4798199938,16.18230525,3.451470734,0.08527718949,0.962926383
1,10,1,60,0.4558391329,14.54978915,3.323099206,0.08910337808,1.060175171
1,10,1,61,0.4540930428,14.04050952,3.334667232,0.09243434509,1.065213101
1,10,1,62,0.4794557612,14.44158023,3.541445766,0.08695399284,1.104347384
1,10,1,63,0.4862048959,14.89163324,3.578077997,0.08616639619,1.092686798
1,10,1,64,0.4530218927,12.54784131,3.404991249,0.09229279466,0.991131075
1,10,1,65,0.4573848856,13.02830755,3.418518923,0.08300767547,1.017487889
1,10,1,66,0.475211828,15.70695072,3.435462664,0.08990077755,1.061615031
1,10,1,67,0.4734431836,16.66246676,3.368356504,0.09033820359,0.9618107227
1,10,1,68,0.4689460964,14.25795583,3.456695805,0.09074944331,1.050219858
1,10,1,69,0.4752604919,16.74431783,3.3803274,0.08907638364,0.9215249729
1,10,1,70,0.4852464223,16.17765167,3.50055789,0.08891642571,1.035309545
1,10,1,71,0.4866865885,15.96500072,3.5249114,0.0887129252,0.9742773482
1,10,1,72,0.4582196518,13.56089449,3.397500376,0.08761066927,0.8664733504
1,10,1,73,0.4760327996,15.36360336,3.461245016,0.08769465902,0.9796960664
1,10,1,74,0.4568681234,14.27094563,3.347298166,0.08685572397,0.9477254439
1,10,1,75,0.4781605366,16.14604372,3.438478201,0.09421629989,1.030148427
1,10,1,76,0.4532372756,14.70148669,3.291555837,0.08983944296,1.009045547
1,10,1,77,0.4562077642,13.14700422,3.40156608,0.08850422374,0.9979772094
1,10,1,78,0.4798567658,16.93510062,3.411473358,0.08976553298,1.048377261
