strategy,n_urgent,rule,rep,objective,el_app_wt,ur_scan_wt,el_scan_wt,ot
1,14,1,90,0.5528702867,38.68177033,2.903594884,0.09136662855,0.9682693686
1,14,1,91,0.4195481147,15.57390602,2.941616639,0.08575562403,0.9617035713
1,14,1,92,0.4477245204,22.76557902,2.809936093,0.09044788574,1.009302678
1,14,1,93,0.406130368,15.28300776,2.836440754,0.08922409698,0.9017329034
1,14,1,94,0.4694763906,26.08015176,2.828136528,0.0913006716,0.9929213423
1,14,1,95,0.4814014263,26.00675525,2.939393805,0.09042137128,0.9844116128
1,14,1,96,0.4365449999,21.63725992,2.769766075,0.08892296071,0.9117500609
1,14,1,97,0.4431419417,19.8140679,2.926809552,0.08754857482,0.9050690564
1,14,1,98,0.4162767394,16.04391078,2.886995434,0.08907059081,0.849522785
1,14,1,99,0.5666628848,39.96322416,2.959078954,0.08974490596,0.9915503041
1,14,2,0,0.4569459029,23.71956097,2.84182236,0.2382266402,0.8235954972
1,14,2,1,0.4443942143,18.79659734,2.992587357,0.234603993,1.076789774
1,14,2,2,0.4864973658,28.73107208,2.839311717,0.242550897,0.8760064037
1,14,2,3,0.4493885888,24.07601629,2.754710712,0.2445205298,0.8292457233
1,14,2,4,0.4325696964,18.68010867,2.89240716,0.2396894805,0.9539186701
1,14,2,5,0.4547000983,22.7768362,2.872113231,0.2384660253,0.9437005412
1,14,2,6,0.476586166,26.54626845,2.86715397,0.2429226365,0.9304397899
1,14,2,7,0.4408335538,23.34219083,2.717027475,0.2433075156,0.8850504761
1,14,2,8,0.4567566351,23.85604817,2.832807136,0.2361760825,0.9850732432
1,14,2,9,0.5065747255,34.44429719,2.713942323,0.2400640057,0.8453445409
1,14,2,10,0.4303474471,17.11576691,2.95621094,0.2306752389,0.9475220545
1,14,2,11,0.4571730504,21.94262328,2.939059778,0.2410071297,0.939119469
1,14,2,12,0.4636225051,25.89129422,2.785568928,0.2376476984,0.8487303946
1,14,2,13,0.3947671861,14.88501832,2.755492979,0.2376231213,0.9155553344
1,14,2,14,0.4663965982,25.38865826,2.837462692,0.2428825043,0.9180148538
1,14,2,15,0.4290242691,18.43626184,2.873561537,0.2387840819,0.9530409179
1,14,2,16,0.4185038227,16.45219111,2.885167023,0.2401444983,1.013204081
1,14,2,17,0.4356374414,20.6803551,2.812860807,0.2331686238,0.9081524177
1,14,2,18,0.4352856953,19.46027601,2.875056471,0.2372243002,0.8971362031
1,14,2,19,0.4303404691,19.44815147,2.831198964,0.2398776769,1.03103184
1,14,2,20,0.4132370533,17.82734106,2.764097352,0.238588641,0.9533851193
1,14,2,21,0.4645999921,25.97540183,2.789860545,0.2421073617,0.9118097112
1,14,2,22,0.4650676969,24.32853962,2.882294649,0.2402495508,1.005301741
1,14,2,23,0.459659751,23.931689,2.854882991,0.2391471621,0.8550517325
1,14,2,24,0.4100043838,16.06732602,2.829289846,0.2359624804,0.9911060769
1,14,2,25,0.4046886673,14.79998668,2.849341577,0.2353378865,0.9417371074
1,14,2,26,0.4926830001,29.8031593,2.837549181,0.2396180693,0.884708114
1,14,2,27,0.4455187609,20.67566032,2.902044188,0.2324596936,0.8944791374
1,14,2,28,0.4378537086,20.15180708,2.861122284,0.2398712362,0.9541203752
1,14,2,29,0.3974110086,15.71663856,2.734736297,0.230539528,0.9334784849
1,14,2,30,0.454844656,25.75592644,2.71382013,0.2459135298,0.858660438
1,14,2,31,0.5406725078,37.90275215,2.835547991,0.2354576061,0.9643306721
1,14,2,32,0.4601698848,23.93154317,2.859482008,0.2363554519,0.8027865135
1,14,2,33,0.5036435115,31.31821454,2.85503011,0.2359576863,0.9499034414
1,14,2,34,0.4153679401,16.3259721,2.863705813,0.2357466213,0.9162441338
1,14,2,35,0.4700721266,27.07589321,2.78015486,0.2454590032,0.9200380855
1,14,2,36,0.4624913618,27.65405445,2.680955054,0.2416968151,0.8117506696
1,14,2,37,0.4380921234,22.5930339,2.732488008,0.2304072042,0.8823146091
1,14,2,38,0.4351971816,21.50314724,2.764820318,0.2305382642,0.8278676185
1,14,2,39,0.440699069,21.42337043,2.818611062,0.2354391194,0.9509629584
1,14,2,40,0.4417433601,23.02927952,2.741978838,0.2363348108,0.9172300304
1,14,2,41,0.424002511,18.58099357,2.820612229,0.2410815421,0.804670024
1,14,2,42,0.4537691594,21.35478286,2.93991621,0.2383327,1.007066024
1,14,2,43,0.4432827449,21.63255421,2.830657871,0.2347393666,0.9812726689
1,14,2,44,0.5342073664,38.12248437,2.76559035,0.2454490921,0.9426861548
1,14,2,45,0.4165008168,17.18699275,2.827775597,0.234821329,1.041431011
1,14,2,46,0.3984377688,14.25487235,2.822286044,0.2352127649,0.864542805
1,14,2,47,0.4797899219,25.08142222,2.974461678,0.2347130005,1.071168018
1,14,2,48,0.4342946728,18.9829442,2.891708616,0.2397137642,0.9837759029
1,14,2,49,0.4264317253,16.48932,2.954529099,0.2385185707,0.9628017744
1,14,2,50,0.4557919229,24.61912172,2.783245786,0.243920133,0.8423664926
1,14,2,51,0.6087864744,49.68886307,2.81717489,0.2418824631,0.9272628409
1,14,2,52,0.4099293241,16.26899923,2.817810387,0.2302073912,0.8870357418
1,14,2,53,0.4569665341,25.17370302,2.764107574,0.2465879779,0.8923200814
1,14,2,54,0.6511537076,57.8913697,2.759059992,0.2466801198,0.9016531929
1,14,2,55,0.4975962254,31.09088272,2.812783025,0.2405872882,0.8568015866
1,14,2,56,0.4647723804,25.62610824,2.810124197,0.2323244091,0.8997241
1,14,2,57,0.4767921955,28.65773307,2.75589406,0.2366548039,0.805799504
1,14,2,58,0.4801337448,26.98611048,2.875519213,0.234503055,0.9891617721
1,14,2,59,0.5366290144,36.24671199,2.887872987,0.2382070449,0.8912798008
1,14,2,60,0.4514861163,23.93154874,2.781327793,0.2349012961,0.972844802
1,14,2,61,0.4344170198,20.85883146,2.792315778,0.2434547759,0.9746720893
1,14,2,62,0.4933532832,27.67610577,2.957531026,0.2398715774,1.024948182
1,14,2,63,0.4728435144,23.70874163,2.985480471,0.2359988832,1.006437381
1,14,2,64,0.4136512286,17.61441478,2.779231694,0.2412186025,0.902399562
1,14,2,65,0.4346896754,19.97568196,2.842081259,0.2362617462,0.939673905
1,14,2,66,0.4820929006,27.28267923,2.877264004,0.2367344151,0.9761876014
1,14,2,67,0.5055077501,32.63144687,2.801456526,0.2496900993,0.8799176547
1,14,2,68,0.4516130524,22.22516187,2.8738838,0.2448393456,0.9685242398
1,14,2,69,0.5367156966,37.89785243,2.800199175,0.2427500083,0.8385753178
1,14,2,70,0.4859571046,27.28200657,2.912077875,0.2425689738,0.9523856261
1,14,2,71,0.4904712414,28.09737398,2.90902471,0.2422697448,0.8929627898
1,14,2,72,0.4308879489,19.3504636,2.841359561,0.2379039636,0.7885773725
1,14,2,73,0.5057746579,31.03673416,2.889289734,0.2391756521,0.904695616
1,14,2,74,0.4741401582,27.76320341,2.779946956,0.2416584527,0.8731511276
1,14,2,75,0.4854249054,28.02540998,2.867462899,0.2396764236,0.9455181321
1,14,2,76,0.4680161583,26.57373925,2.788552251,0.2389729071,0.9409963799
1,14,2,77,0.4405953752,20.51327038,2.866433178,0.2370866801,0.9233323313
1,14,2,78,0.5159071246,33.82666916,2.831021131,0.2379616749,0.9700718687
1,14,2,79,0.4448216211,23.19433461,2.76084095,0.2369179775,0.7598895773
1,14,2,80,0.4276062905,18.57273765,2.853488526,0.2348431529,0.9226415235
1,14,2,81,0.4493587185,21.47727383,2.893660226,0.2459677854,0.9415917816
1,14,2,82,0.4408405825,22.56314631,2.758825262,0.2394756633,0.8620009042
1,14,2,83,0.5121989925,32.72917367,2.856442343,0.2427239396,0.8132958074
1,14,2,84,0.4858645201,30.28865608,2.750174105,0.2438633156,0.8893551692
1,14,2,85,0.5045634054,31.25530954,2.866679066,0.243852609,1.052968445
1,14,2,86,0.4994392221,33.34626942,2.708545709,0.2396293276,0.8857911878
1,14,2,87,0.4886063516,28.06302916,2.894080603,0.2510113895,0.9957581578
1,14,2,88,0.4629018463,25.08171765,2.822453171,0.2368330262,0.9387536063
1,14,2,89,0.4645663635,26.14318506,2.7805695,0.2399314772,0.8286628256
1,14,2,90,0.5487996405,39.04635945,2.847427508,0.2458695377,0.9328092412
1,14,2,91,0.4173891128,16.24045452,2.886477666,0.2283950874,0.9284895441
1,14,2,92,0.4455878105,23.33281486,2.76031807,0.2381046209,0.9729971643
1,14,2,93,0.40462164,16.03907011,2.782358861,0.240033094,0.8697022542
1,14,2,94,0.4679142498,26.84874255,2.772902755,0.2420569069,0.9592847004
1,14,2,95,0.4763051125,26.52595575,2.865712669,0.2392205741,0.9449489431
1,14,2,96,0.4343443395,22.43358185,2.707300027,0.2376584542,0.8766531222
1,14,2,97,0.4408459947,20.49858598,2.869475417,0.2381221364,0.8699996235
1,14,2,98,0.414009095,16.75207571,2.828649228,0.2373423026,0.813086422
1,14,2,99,0.56481048,40.75444394,2.900020537,0.2397592505,0.9551594318
1,14,3,0,0.4618535843,23.59929127,2.892434512,0.1897551222,0.8520334129
1,14,3,1,0.4482414066,18.66670184,3.034170775,0.1859579609,1.104063299
1,14,3,2,0.4909406089,28.73227162,2.879236643,0.190706825,0.9024230827
1,14,3,3,0.4541939593,23.95318749,2.804539161,0.193381849,0.8541210927
1,14,3,4,0.437078223,18.64633109,2.934793413,0.1915873798,0.9820029848
1,14,3,5,0.4575736132,22.60619713,2.907116244,0.1883077172,0.9666954351
1,14,3,6,0.4811159482,26.50479314,2.910143902,0.1916454005,0.956311347
1,14,3,7,0.4464497267,23.35158816,2.767069603,0.192926114,0.9128648733
1,14,3,8,0.4616689278,23.88646245,2.875388433,0.1852625283,1.009592405
1,14,3,9,0.5108202224,34.35249883,2.757069564,0.1907376814,0.8726165641
1,14,3,10,0.4350465605,17.07292926,3.000797834,0.1851182452,0.975488914
1,14,3,11,0.4616668529,21.67675294,2.993747054,0.1958504238,0.969580134
1,14,3,12,0.4685938891,25.94180264,2.827605574,0.1856129553,0.8776917004
1,14,3,13,0.3994097139,14.77347673,2.803251172,0.1906248026,0.9448478461
1,14,3,14,0.4712495363,25.32443867,2.88457947,0.1914847592,0.9443285757
1,14,3,15,0.4325492205,18.2712554,2.91412573,0.1919405774,0.978529446
1,14,3,16,0.4221359207,16.25703603,2.928310642,0.1908827315,1.03938777
1,14,3,17,0.439798776,20.55075046,2.857255924,0.1886048,0.9395580301
1,14,3,18,0.4397001369,19.40076516,2.917974527,0.1905718853,0.923449222
1,14,3,19,0.4344203332,19.39805379,2.870601546,0.1911383724,1.054732589
1,14,3,20,0.4176619429,17.73017104,2.809126895,0.1908923078,0.980206047
1,14,3,21,0.469515201,25.88356377,2.839017321,0.1919872328,0.9429207491
1,14,3,22,0.4680170414,24.0778124,2.922270565,0.1898574941,1.034556306
1,14,3,23,0.4650496009,24.00523088,2.899451896,0.1910932291,0.885225827
1,14,3,24,0.4134257988,15.92415754,2.867752321,0.1882542185,1.016276515
1,14,3,25,0.4091361349,14.75431339,2.891815568,0.1856909259,0.9691558823
1,14,3,26,0.4979804312,29.8263087,2.883985915,0.1893965362,0.9130162987
1,14,3,27,0.4509427279,20.58787526,2.955562662,0.187754297,0.9261139112
1,14,3,28,0.4413832063,19.97845043,2.902174727,0.1877342532,0.9802837907
1,14,3,29,0.4007040506,15.530409,2.774350259,0.1847075628,0.9579998172
1,14,3,30,0.4585747717,25.47637382,2.762367205,0.1946889804,0.8892639823
1,14,3,31,0.5450452202,37.70720288,2.885378256,0.1872077262,0.9951105741
1,14,3,32,0.4647079964,23.90275478,2.901867247,0.1903244012,0.8304033285
1,14,3,33,0.506605787,30.88509008,2.904893685,0.1906694702,0.9809018556
1,14,3,34,0.4198252258,16.25615421,2.907561628,0.1883200306,0.9410895821
1,14,3,35,0.4737120692,26.84541028,2.825261643,0.1933092616,0.9514611794
1,14,3,36,0.4652839907,27.29217706,2.725475002,0.1895463407,0.8450220153
1,14,3,37,0.4433473864,22.55169829,2.781999783,0.1864117153,0.9113494864
1,14,3,38,0.4396851396,21.31530322,2.815275013,0.1817867217,0.8568206136
1,14,3,39,0.4455159816,21.34152103,2.866348065,0.1860245441,0.9791747435
1,14,3,40,0.4456627725,22.87028545,2.785771089,0.1877968455,0.943785634
1,14,3,41,0.4280359406,18.47027428,2.862844486,0.1901160009,0.8325933445
1,14,3,42,0.4575336853,21.20935875,2.98158752,0.1891833234,1.032124811
1,14,3,43,0.4475373903,21.53821244,2.874003703,0.1891530677,1.007822399
1,14,3,44,0.5374950335,37.78735966,2.813132463,0.1992342769,0.9730765007
1,14,3,45,0.4212756376,17.07294121,2.876858887,0.1892138789,1.068159694
1,14,3,46,0.4031795992,14.17490684,2.869246384,0.1889487397,0.8917294646
1,14,3,47,0.483448522,24.95596603,3.014109947,0.1859788089,1.099195871
1,14,3,48,0.4392886944,18.9027062,2.940953274,0.1915808383,1.014280412
1,14,3,49,0.4305501427,16.46206538,2.993054924,0.1864644676,0.9882385381
1,14,3,50,0.4601093326,24.57856513,2.824275147,0.1930896367,0.8688798553
1,14,3,51,0.6106466524,49.13384501,2.863649603,0.1910233898,0.9508298264
1,14,3,52,0.4148702906,16.19551697,2.866215635,0.1864021651,0.9173552468
1,14,3,53,0.4617412178,25.1697586,2.807291035,0.1952452821,0.9183779781
1,14,3,54,0.6530052105,57.29489856,2.807677329,0.1964314373,0.9304392833
1,14,3,55,0.5031043342,31.16378045,2.858450769,0.1919909935,0.8884835447
1,14,3,56,0.4704698942,25.67425929,2.8588223,0.1867316837,0.928166353
1,14,3,57,0.4825696151,28.63425375,2.809148657,0.191680983,0.8374668113
1,14,3,58,0.4856892456,27.02760129,2.923295998,0.1869023479,1.015906749
1,14,3,59,0.5407467766,36.21167257,2.926809959,0.1887502551,0.9168254353
1,14,3,60,0.4563961372,23.83908424,2.830471436,0.1874832705,1.003053934
1,14,3,61,0.4373210184,20.48818411,2.838307874,0.1915772521,1.004783894
1,14,3,62,0.4984157277,27.68446579,3.002645168,0.1890432663,1.05341249
1,14,3,63,0.4777014888,23.59198831,3.035456883,0.1911914607,1.038282872
1,14,3,64,0.4181202545,17.59086436,2.820714557,0.1911413467,0.9292567775
1,14,3,65,0.4383268279,19.89993259,2.878873634,0.1853840283,0.9664108828
1,14,3,66,0.4862531996,27.15647417,2.92146768,0.1894136825,1.005083245
1,14,3,67,0.5093439791,32.49558446,2.84326093,0.195522711,0.9077705218
1,14,3,68,0.4564188374,22.13367987,2.922036686,0.1926005598,0.995780205
1,14,3,69,0.5377877728,37.1803662,2.848284623,0.1929935935,0.8701164426
1,14,3,70,0.4897688508,27.13928856,2.954029199,0.1909381515,0.9790799313
1,14,3,71,0.4944908042,28.11986107,2.943996109,0.188332897,0.9164519332
1,14,3,72,0.4354033929,19.34574717,2.882251223,0.1895933257,0.8159060711
1,14,3,73,0.5079113855,30.53481717,2.935408693,0.1892712771,0.9282418281
1,14,3,74,0.476392253,27.4096576,2.819155762,0.1920496732,0.9044860519
1,14,3,75,0.4904778206,28.08529736,2.909730884,0.1906953522,0.9742966449
1,14,3,76,0.4731238645,26.61689885,2.832209485,0.1887555623,0.9690405234
1,14,3,77,0.445484736,20.4828737,2.912065819,0.1875631567,0.949056158
1,14,3,78,0.5194882267,33.65785011,2.872294927,0.1898802757,0.9980774414
1,14,3,79,0.4502353303,23.18669436,2.809973632,0.1875043148,0.7891826926
1,14,3,80,0.4321340205,18.43442623,2.901647636,0.1894484788,0.9510664362
1,14,3,81,0.4540637092,21.45340539,2.937283809,0.1942756992,0.969897147
1,14,3,82,0.4446741406,22.32817133,2.80591523,0.1911189777,0.8918375617
1,14,3,83,0.5160450428,32.50547617,2.90304059,0.1915517725,0.8400069918
1,14,3,84,0.4906408449,30.23381416,2.796098989,0.1943530203,0.91557885
1,14,3,85,0.5085883129,31.21067724,2.90529425,0.1926064106,1.07717044
1,14,3,86,0.5046279058,33.39543847,2.752609806,0.1900655513,0.9142475799
1,14,3,87,0.4932923298,28.07753215,2.93547746,0.198565481,1.022650225
1,14,3,88,0.468474652,25.10903128,2.871145192,0.1882746073,0.9655932813
1,14,3,89,0.4696398435,26.14263648,2.826260208,0.1917003013,0.8569525869
1,14,3,90,0.5542155733,39.13383161,2.891484895,0.1932838064,0.9614704783
1,14,3,91,0.4209950196,16.07007378,2.928058367,0.183669261,0.9547205113
1,14,3,92,0.4483781819,23.11857931,2.796908317,0.1882959262,1.00005212
1,14,3,93,0.4084925956,15.98774794,2.819946864,0.1900950151,0.892282947
1,14,3,94,0.4716603188,26.67262725,2.816052124,0.1928503537,0.9861594134
1,14,3,95,0.4813087186,26.34920621,2.920213849,0.1909955746,0.975612644
1,14,3,96,0.4378605172,22.17424058,2.75283891,0.1902085741,0.903828501
1,14,3,97,0.4451018015,20.46709477,2.909464708,0.1879003124,0.8968112643
1,14,3,98,0.4171489779,16.54209932,2.868156909,0.1883507597,0.8409919839
1,14,3,99,0.569945123,40.82417528,2.942496717,0.1890766017,0.9830591944
1,14,4,0,0.4577663339,22.99010915,2.888284014,0.09349189528,0.8455264356
1,14,4,1,0.444310386,18.14008686,3.027003106,0.09057272431,1.099467738
1,14,4,2,0.4878784943,28.21327055,2.87948124,0.0963363281,0.8988886718
1,14,4,3,0.4505638661,23.41224557,2.800847354,0.0985665466,0.8528279887
1,14,4,4,0.4333122618,18.08569102,2.930934051,0.09667395702,0.9772740504
1,14,4,5,0.4532388009,22.01237131,2.899915031,0.09326388306,0.9622592285
1,14,4,6,0.4772114347,25.81122226,2.912158862,0.09845833178,0.9579973164
1,14,4,7,0.4440526227,22.91284444,2.768999795,0.09821919728,0.9098171614
1,14,4,8,0.4573616099,23.22727229,2.871936331,0.09070768482,1.008045913
1,14,4,9,0.506738839,33.69237347,2.755700972,0.09610661581,0.8700812587
1,14,4,10,0.4316932332,16.53361439,2.999509756,0.08985656939,0.9737450069
1,14,4,11,0.4575071226,21.2429615,2.979548309,0.09847818224,0.9629721447
1,14,4,12,0.4661363852,25.55388828,2.826269166,0.09044274089,0.8769660553
1,14,4,13,0.3957937194,14.25074046,2.79871095,0.09474616761,0.9416710832
1,14,4,14,0.4669923744,24.61995863,2.884005015,0.0947432204,0.9434323618
1,14,4,15,0.429529263,17.78526763,2.912981172,0.09927203482,0.9784522992
1,14,4,16,0.4194253526,15.90828549,2.922598593,0.09744110494,1.036453261
1,14,4,17,0.4358302616,19.984165,2.851892086,0.09468699725,0.9372987823
1,14,4,18,0.4362381567,18.94979254,2.910975953,0.09389534663,0.919808514
1,14,4,19,0.4317348921,18.99075485,2.868252162,0.09870178937,1.052532262
1,14,4,20,0.4135592862,17.21354172,2.799879556,0.09701996063,0.9744202225
1,14,4,21,0.4665660448,25.4710986,2.834571264,0.09718565252,0.9375278004
1,14,4,22,0.4637338327,23.48396674,2.915534848,0.09519293445,1.029657045
1,14,4,23,0.4614897979,23.43462516,2.897981833,0.09618145485,0.8831715901
1,14,4,24,0.4111724201,15.52727461,2.868733498,0.09407738107,1.01570456
1,14,4,25,0.4059138828,14.20743298,2.892112464,0.09423414644,0.9673325465
1,14,4,26,0.495401228,29.45227787,2.880810452,0.09492918992,0.9102264472
1,14,4,27,0.4460558035,19.97476132,2.944425732,0.09308268675,0.9225053596
1,14,4,28,0.4403199197,19.76969132,2.903788671,0.09369219457,0.9792495758
1,14,4,29,0.397418066,15.04858993,2.770588133,0.09064841972,0.9550258629
1,14,4,30,0.4555437702,25.00652101,2.760258877,0.0997169694,0.8870129443
1,14,4,31,0.5413860491,37.12430087,2.88367261,0.09386177595,0.9927822256
1,14,4,32,0.4614736321,23.42573229,2.898312745,0.09589341301,0.8260634001
1,14,4,33,0.5041654975,30.58792727,2.898850517,0.09517739474,0.9770389021
1,14,4,34,0.4171445805,15.79055247,2.908378771,0.09537262137,0.9386675294
1,14,4,35,0.4702321549,26.28201591,2.824124256,0.09842987056,0.9492025795
1,14,4,36,0.4646308983,27.16077607,2.72663651,0.09619409464,0.8436717633
1,14,4,37,0.4392962083,21.89536734,2.780699767,0.09244382568,0.9079486982
1,14,4,38,0.4365510954,20.8999539,2.809319471,0.08713080909,0.8550903
1,14,4,39,0.4417228271,20.6932823,2.86693675,0.09197464551,0.9782602008
1,14,4,40,0.4434790059,22.54258644,2.783672494,0.09399371087,0.9421976899
1,14,4,41,0.4250544175,18.00665444,2.860847555,0.09578937233,0.8302945227
1,14,4,42,0.4541236434,20.74711797,2.975660042,0.09559356015,1.028458497
1,14,4,43,0.4456205688,21.26064405,2.871622045,0.09479283941,1.005074396
1,14,4,44,0.5355731107,37.56542387,2.807724575,0.1026242611,0.9694313444
1,14,4,45,0.4177638113,16.5570876,2.872887466,0.09536458067,1.06594945
1,14,4,46,0.3990248533,13.62014307,2.861573158,0.09427051975,0.8865064656
1,14,4,47,0.4800592055,24.47099276,3.009586809,0.09071658544,1.098900562
1,14,4,48,0.4353642269,18.43892782,2.930478337,0.09367558838,1.008494266
1,14,4,49,0.4270619281,15.90071317,2.991733433,0.09319706368,0.9865397246
1,14,4,50,0.4572385501,24.24059248,2.816543782,0.09874248324,0.8639540465
1,14,4,51,0.6104646238,49.12141206,2.862677397,0.09546327142,0.9511535329
1,14,4,52,0.4107653475,15.65557321,2.858196705,0.09283428692,0.9122376486
1,14,4,53,0.4570832708,24.36814197,2.80831326,0.09976184522,0.9182397881
1,14,4,54,0.6514811611,57.08008579,2.805468711,0.1015381229,0.925678695
1,14,4,55,0.498490585,30.39007323,2.858375628,0.09780699383,0.8869673559
1,14,4,56,0.4667030624,25.08013502,2.8567489,0.0924789308,0.924723205
1,14,4,57,0.4775322766,28.04374734,2.795446882,0.09400075924,0.8294175433
1,14,4,58,0.4811034095,26.41931494,2.914610242,0.09015913339,1.012297773
1,14,4,59,0.5368432352,35.50237512,2.929676164,0.09361754555,0.915460282
1,14,4,60,0.4524971038,23.26321951,2.826230032,0.09450385075,1.001140063
1,14,4,61,0.4346967436,20.13413559,2.833656285,0.09694938317,1.002757798
1,14,4,62,0.4931541502,26.87108962,2.998864694,0.09336073074,1.049687859
1,14,4,63,0.4731548762,22.92789358,3.030113872,0.09520066147,1.035888052
1,14,4,64,0.4149971265,17.10039893,2.818881338,0.09629304438,0.9295454272
1,14,4,65,0.4343777799,19.32598937,2.87407916,0.09129181277,0.9615670981
1,14,4,66,0.4853257299,26.99756498,2.921633445,0.09461284654,1.004959968
1,14,4,67,0.5052881306,31.94963456,2.836005609,0.09850276902,0.904407766
1,14,4,68,0.4524942263,21.55621556,2.917650774,0.09738206648,0.9941318743
1,14,4,69,0.5364962374,37.0807007,2.842000028,0.09703359472,0.8668043965
1,14,4,70,0.4880132935,26.87223524,2.952535611,0.09661107838,0.9771566623
1,14,4,71,0.4919145865,27.63499127,2.946785317,0.09242998902,0.9165495174
1,14,4,72,0.4328225939,18.83398302,2.886439969,0.09786970473,0.8156096337
1,14,4,73,0.5056048977,30.21105519,2.931994694,0.09546268765,0.9253663923
1,14,4,74,0.4743377868,27.0803456,2.818307281,0.09882691678,0.8998535221
1,14,4,75,0.4844647397,27.14410872,2.906033975,0.09785212971,0.9756293559
1,14,4,76,0.4714484351,26.40712423,2.828368547,0.09330938066,0.9663736242
1,14,4,77,0.4421948372,20.03583068,2.906405463,0.0927343044,0.9462985289
1,14,4,78,0.5159158136,33.16463966,2.866565198,0.09650248443,0.9923080801
1,14,4,79,0.4467633524,22.69355601,2.805143957,0.09216884502,0.7862338367
1,14,4,80,0.4292506888,17.97779067,2.90016027,0.09648724114,0.9479765756
1,14,4,81,0.4503013785,20.88822277,2.933700472,0.1021729452,0.9677858181
1,14,4,82,0.4410824005,21.78949771,2.802447085,0.09561447027,0.889673486
1,14,4,83,0.5124882638,31.95535978,2.9005001,0.09738976442,0.8336109262
1,14,4,84,0.4882626955,29.80383941,2.797730005,0.09927599148,0.9136585613
1,14,4,85,0.5059238252,30.85438355,2.900401023,0.09686873799,1.07347426
1,14,4,86,0.5019337748,33.01852061,2.748554655,0.09539258663,0.9109262943
1,14,4,87,0.4897706096,27.5162116,2.933852722,0.1048555114,1.020150127
1,14,4,88,0.464889423,24.53218978,2.869780355,0.09326621733,0.9631947771
1,14,4,89,0.466334243,25.65653408,2.822551004,0.09800529999,0.8531385676
1,14,4,90,0.5511491336,38.67455987,2.888490781,0.09774614755,0.9575366287
1,14,4,91,0.4180154699,15.62369043,2.925155814,0.09180329344,0.9520726359
1,14,4,92,0.4463164316,22.8252217,2.794068151,0.09642308021,0.998445176
1,14,4,93,0.4045441558,15.31926815,2.820222323,0.09513614836,0.8918566352
1,14,4,94,0.4678311899,26.08327401,2.813162459,0.09821532795,0.9826977121
1,14,4,95,0.4791533578,25.99975648,2.919536123,0.09565404406,0.9722835628
1,14,4,96,0.4348998676,21.67097959,2.753153473,0.09430721849,0.901219415
1,14,4,97,0.4413278511,19.82795022,2.909739041,0.09321536082,0.8940755443
1,14,4,98,0.4150117003,16.09279549,2.872991259,0.09539115935,0.8395822048
1,14,4,99,0.5673379984,40.45361211,2.938884194,0.09377057761,0.9802949761
1,15,1,0,0.4751083222,27.93703871,2.779347826,0.09129479366,0.7368442403
1,15,1,1,0.4420340861,20.50705276,2.879714663,0.08593192225,0.9449413301
1,15,1,2,0.5006140739,32.62270993,2.75788149,0.09260033739,0.7378568396
1,15,1,3,0.4732471955,29.78910515,2.663379841,0.09110051437,0.6098347942
1,15,1,4,0.4400644233,21.35324203,2.81665613,0.09175940525,0.7999368564
1,15,1,5,0.4630992466,25.76033221,2.787875422,0.0889866439,0.8104412542
1,15,1,6,0.4971357414,32.09396085,2.754902341,0.09160311078,0.7744108737
1,15,1,7,0.453556147,26.80984651,2.645763546,0.09158764872,0.697765385
1,15,1,8,0.4646741714,26.9657029,2.737476316,0.08515965775,0.835871038
1,15,1,9,0.552942005,43.13744663,2.665543404,0.08937976091,0.7356985038
1,15,1,10,0.4296014242,18.74707955,2.862104985,0.08452258681,0.7875638318
1,15,1,11,0.4653547467,24.80063862,2.85958708,0.09251272168,0.8207136829
1,15,1,12,0.4880248099,30.74817614,2.744999567,0.08493812837,0.7434029096
1,15,1,13,0.3967367472,16.18974506,2.703322954,0.08893391094,0.7777009589
1,15,1,14,0.4907105267,31.22917139,2.743403416,0.09029679916,0.7552208773
1,15,1,15,0.4297997102,19.90516769,2.801849123,0.09426052603,0.8308049461
1,15,1,16,0.4099165663,17.88546056,2.731099424,0.09180981094,0.8180893214
1,15,1,17,0.4416353046,23.31376247,2.72576618,0.08816639893,0.7824511426
1,15,1,18,0.4384931651,21.60382397,2.789090773,0.09150912028,0.7481418518
1,15,1,19,0.4339880925,21.46379389,2.756046731,0.09300063788,0.9050215171
1,15,1,20,0.4214978611,20.73589663,2.682629145,0.09265310872,0.8739603626
1,15,1,21,0.4891677697,31.72413192,2.70300286,0.09511664352,0.763807977
1,15,1,22,0.4722761434,27.32940714,2.786409909,0.08930483021,0.8640136007
1,15,1,23,0.4727383916,27.52683978,2.779993394,0.08963621361,0.7165366503
1,15,1,24,0.4080437408,17.24360759,2.748628974,0.08869549398,0.8567380839
1,15,1,25,0.3975651712,15.51387837,2.746985914,0.08694535877,0.7801065053
1,15,1,26,0.5165363573,35.408402,2.751948537,0.08896589651,0.777170152
1,15,1,27,0.4545315786,23.29250301,2.842971546,0.08726278858,0.7984454517
1,15,1,28,0.4436395544,23.04833249,2.758023891,0.08706419198,0.7896685221
1,15,1,29,0.390385371,16.82102541,2.612341978,0.08443104882,0.7657904483
1,15,1,30,0.4712152411,29.825939,2.643119009,0.09260666038,0.7238530462
1,15,1,31,0.6253750217,53.75900227,2.748428645,0.088613276,0.7875503245
1,15,1,32,0.4700694589,26.6890673,2.800853668,0.09001239782,0.7044348194
