rule,rule_label,n_configurations,mean_W,median_W,best_W,best_configuration,mean_AWT_e,mean_SWT_u,mean_OT
2,R2 - Bailey-Welch,33,0.4823340437060606,0.4296283746,0.3860392832,"S3, N=15, R2 - Bailey-Welch",33.629680378181824,2.539416373181818,0.8044746000424242
4,R4 - Benchmark,33,0.482334276369697,0.4302824387,0.3858539594,"S3, N=15, R4 - Benchmark",33.04446475060606,2.570769304181818,0.8280682599606061
1,R1 - FCFS,33,0.4834362129757576,0.4314897428,0.3869772477,"S3, N=15, R1 - FCFS",32.98245279848484,2.5840088024848487,0.8377078525636363
3,R3 - Blocking,33,0.4880019368606061,0.4334694428,0.3891692652,"S3, N=15, R3 - Blocking",33.55907116727273,2.5942100478181818,0.8295401363454548
