replication,el_app_wt,ur_scan_wt,objective
0,155.3072619,1.928638449,1.138741148
1,114.5575137,1.868797175,0.8895340932
2,56.20708911,1.984654577,0.5550831819
3,48.56929503,1.983300282,0.5094696446
4,157.2887841,1.916676457,1.149206813
5,113.0107083,1.902802108,0.8841052442
6,119.8089924,1.949491601,0.9297589419
7,68.37206803,1.903063606,0.6184281072
8,84.35438165,1.96207712,0.7201179834
9,45.6644108,1.945706124,0.4880015384
10,46.56565686,1.907478319,0.4891185644
11,60.83515047,1.966145459,0.5805745975
12,105.8376489,2.044329343,0.8571337101
13,192.0512795,1.951858857,1.360035584
14,37.70964441,1.926144592,0.4384782349
15,55.65329351,1.988508831,0.5522150299
16,80.06722922,2.03140136,0.7023019123
17,109.652467,1.849154381,0.8581548538
18,38.99766207,2.055633151,0.4605326243
19,56.75328465,1.936784684,0.5530154688
20,171.0332878,1.905489019,1.229776287
21,224.7575319,1.928550723,1.552125865
22,115.7904007,2.057211353,0.917807615
23,161.5370521,1.989999168,1.182641091
24,111.1300002,1.97244661,0.8806488309
25,35.23586539,2.027730173,0.4350406465
26,215.6327226,1.967897995,1.502183444
27,153.2649826,1.992273183,1.13365525
28,102.4523446,1.895418539,0.8204374445
29,41.18462157,1.937457469,0.4604196091
30,68.67557759,1.911341964,0.6211545293
31,144.327243,1.984466794,1.079587042
32,204.7137995,1.852123346,1.424326004
33,40.28198812,1.962346579,0.4578122476
34,148.2371916,1.944743703,1.09844687
35,40.62862848,1.948523652,0.4583397023
36,69.52041007,1.839325615,0.6181814775
37,78.32645691,1.908007538,0.6782297478
38,76.40904975,1.985520876,0.675429203
39,49.89268859,1.942731985,0.5128393987
40,78.02596238,1.89415884,0.6749023455
41,62.66200039,2.016140722,0.5970037333
42,181.2401675,1.916145421,1.291715567
43,76.42830171,1.861781877,0.6617950203
44,187.600825,1.884555913,1.326066679
45,165.1260039,1.963389052,1.201047219
46,115.621464,1.941507684,0.903946076
47,99.76551924,1.922118741,0.8074111254
48,277.2039246,1.921811097,1.863557927
49,87.52473813,1.909003966,0.7330921359
50,131.2286933,1.948919526,0.9976697883
51,85.0405056,1.965276266,0.7245575153
52,60.39957434,2.037583341,0.5859194248
53,72.42438939,1.990237927,0.6522351033
54,35.68034651,1.939202116,0.4278499167
55,123.8061079,1.926704527,0.9510193995
56,96.58157114,1.912574737,0.7873986085
57,94.42989907,1.970458781,0.7810225971
58,67.84384699,2.027028247,0.6290577834
59,95.41845508,2.025877892,0.7930645381
60,71.31774639,2.11602541,0.6596243296
61,47.70689074,1.961063989,0.5018655865
62,31.10321848,1.853234063,0.3910531011
63,65.89137406,2.011736318,0.6157368174
64,38.89864956,1.915260762,0.4443463321
65,28.85990199,2.042322246,0.3987098249
66,80.09736654,2.012226572,0.7003507692
67,41.41164799,2.00026346,0.4687494003
68,62.24387918,2.015588768,0.5944535884
69,164.8193409,1.922419493,1.194669671
70,69.66910305,1.964657962,0.6329923711
71,152.1198649,1.83139555,1.108963781
72,60.83049546,1.938724767,0.5775001455
73,77.09807895,1.980622105,0.6789862594
74,60.4640538,1.91371261,0.5725398166
75,57.81475933,1.990310142,0.5652810435
76,78.58885046,1.93506427,0.6827979177
77,203.2568068,2.036574889,1.436148044
78,121.0661619,1.972376484,0.9397848585
79,119.203084,2.018190216,0.9337855242
80,110.5471593,2.009667657,0.8813152115
81,135.079274,2.026367013,1.029195188
82,89.21845194,1.910983132,0.7433936731
83,157.1163117,1.929137388,1.14956474
84,185.1537898,1.969498658,1.320939076
85,82.22291042,1.908580106,0.7014865421
86,110.1893377,1.942634511,0.8717371939
87,88.45159109,1.94946987,0.7431053293
88,266.4930727,1.909886723,1.798477925
89,116.8187914,1.949727191,0.9119863032
90,242.7999416,1.981933564,1.665452588
91,73.23395025,1.970016059,0.6548070438
92,136.2554151,1.969172298,1.02984106
93,41.25383671,1.958581551,0.4631787242
94,107.0583062,1.917060948,0.8502585949
95,44.28070742,2.068449639,0.493403377
96,110.2372182,1.915976795,0.8690602286
97,164.4312017,1.953170827,1.195776134
98,27.9989938,2.006447463,0.3895992844
99,108.4901558,1.890642928,0.8558461736
100,70.2854191,1.926874983,0.6324628102
101,123.0481435,1.900183346,0.9435609086
102,151.5597404,1.926738336,1.116223349
103,37.15542928,1.927197124,0.4352962832
104,102.583172,1.979228812,0.8305284313
105,112.345745,1.984424138,0.8892162437
106,186.2500101,1.888928205,1.318511924
107,92.54003442,2.002466434,0.7733298087
108,57.48320156,2.001613926,0.5645634614
109,36.98745757,1.937177152,0.4354053437
110,79.60810195,1.904466479,0.6854651363
111,27.413102,2.02676995,0.3883698873
112,91.07071097,1.991039787,0.7633142083
113,239.8955163,1.920583497,1.641347668
114,185.5316113,1.926541062,1.318414947
115,211.219137,1.901339822,1.468516748
116,95.81767704,1.91308785,0.7829086324
117,52.9200888,2.030849176,0.5406504371
118,85.70797624,1.890062552,0.7201734755
119,117.4022357,2.053152899,0.9269509316
120,43.15092407,1.995463007,0.4785688503
121,73.79937845,2.075463646,0.6698890864
122,57.70362441,1.93527302,0.5585042904
123,34.58368676,1.940379732,0.4214530263
124,60.46868396,2.041948602,0.5868158207
125,130.6651703,2.117750347,1.013074465
126,89.48448598,1.905193244,0.7443338881
127,69.47802712,1.926979106,0.6276684748
128,221.2651825,1.902877107,1.528485447
129,129.2094965,1.960774589,0.986967989
130,41.33483653,1.896829326,0.4567995077
131,39.82745147,2.014162823,0.4608640328
132,109.9655727,1.848339683,0.8599280561
133,158.5767188,2.030025,1.169467374
134,77.59333817,2.047233307,0.6893354756
135,115.9198766,1.990046209,0.9111155111
136,77.16972088,1.961364494,0.6772729649
137,42.04315887,1.975071407,0.4697092766
138,145.2223325,1.942199633,1.080218605
139,194.9298667,1.903491419,1.371795872
140,35.69680825,2.069154618,0.4423870702
141,153.0462448,1.915447227,1.123817022
142,98.98589862,2.031203109,0.8148910118
143,130.1979512,1.927791356,0.9891868444
144,43.8631676,1.980328499,0.4811267832
145,85.04967817,1.944014132,0.7222496546
146,25.11975001,1.983830459,0.369947928
147,29.96618824,1.94912906,0.3949400637
148,75.51896744,1.937761753,0.6648245248
149,157.0481193,1.968452214,1.153527147
150,127.3773036,1.934812575,0.9731774106
151,81.50319014,1.932396839,0.6998487964
152,75.36939148,2.006802986,0.6716054397
153,57.1676713,1.967988762,0.5589491758
154,83.7286273,1.907327544,0.710309969
155,95.6999614,2.01638742,0.7936856741
156,54.02635029,1.962254924,0.5396137433
157,77.85268495,1.900005645,0.6745205774
158,36.66831515,1.960984158,0.4361509094
159,86.30147474,2.062222042,0.7428350369
160,32.41721423,1.870350794,0.4007763634
161,55.05711572,1.946916195,0.5440449486
162,50.98224777,2.047169464,0.5309290343
163,38.23387915,1.905830673,0.4393415777
164,38.17435358,1.94617618,0.4434700929
165,82.33970212,2.014152758,0.7139120254
166,31.51754843,1.983081952,0.407946894
167,99.54150269,1.959585637,0.810240682
168,209.310774,2.075766591,1.476538197
169,115.2477251,1.942205274,0.9017989496
170,66.02084184,1.967939272,0.6116411205
171,79.81423662,1.943050122,0.6909791998
172,67.80483805,1.962583658,0.6216650774
173,195.3331957,1.901345729,1.37395823
174,47.77685767,1.937485236,0.4996621949
175,111.3030516,1.93827554,0.877882113
176,89.56175512,2.086635318,0.7649540539
177,35.08310887,1.963666755,0.4270132239
178,86.50244452,1.911051386,0.727234546
179,116.162158,1.962821841,0.9095327323
180,136.2778614,1.80471911,1.011702092
181,79.30128614,1.970518298,0.6909779427
182,122.8521118,2.038005606,0.9577076379
183,82.24027381,2.036540831,0.7158077539
184,182.1525464,1.927148332,1.29836894
185,111.4948794,1.922021391,0.8772179288
186,102.0936992,1.925804332,0.8216788494
187,155.9810121,1.859283149,1.135045422
188,58.14896925,1.909868378,0.5583324146
189,75.8089657,1.988273798,0.6721631543
190,188.013795,1.948961204,1.335680977
191,38.28563827,1.85098116,0.4335552773
192,48.94299332,1.919116453,0.5045625026
193,36.237422,1.8283813,0.4188524183
194,66.97480288,1.994816814,0.6203058536
195,33.77032198,1.965481896,0.4194006986
196,81.27221378,1.993004261,0.7052080952
197,39.5600209,2.018618225,0.4597672287
198,71.77546823,1.913491893,0.6398451403
199,86.21433552,1.91752575,0.7262389852
200,95.11537391,1.813347469,0.7676459921
201,46.99765817,1.849843227,0.4852861017
202,159.3203959,2.016322147,1.172371484
203,114.5735483,1.883491972,0.891262292
204,60.54482766,1.915282616,0.5731950585
205,123.5393466,1.954810864,0.9525544606
206,191.1932051,1.878487043,1.346775575
207,19.68157052,2.088694005,0.3492293171
208,53.74283035,1.889746903,0.5298696778
209,36.99102408,2.02281979,0.4449424215
210,113.5273961,1.889577474,0.8857113627
211,197.4047554,1.938505118,1.390417764
212,163.1245875,1.90663228,1.182827719
213,166.1236721,1.946254496,1.205081881
214,75.31637849,1.875410118,0.6566906787
215,96.10595739,1.843227831,0.7768623625
216,48.27031121,1.93916383,0.5027859288
217,100.1465512,1.976362794,0.8157062899
218,53.29955047,1.958139158,0.5348302466
219,94.07435007,1.995252838,0.7816611293
220,62.18908569,1.887166859,0.5798583356
221,209.5089018,1.997828818,1.469057776
222,97.08237032,2.098847121,0.8110764875
223,43.74393791,2.02341456,0.4852044228
224,102.9379251,1.899130695,0.8237402665
225,74.61106296,1.990858646,0.6653199863
226,114.9911787,2.088088696,0.9164811569
227,78.13817033,1.879507921,0.6739423702
228,64.50205031,2.067373906,0.6136489874
229,89.40933201,1.975711386,0.7517218921
230,57.65444748,1.995473571,0.5649005207
231,40.7567119,2.073065397,0.4729400753
232,91.75740026,1.917062587,0.7591819556
233,107.1121203,1.947160948,0.8539233613
234,52.33461029,2.015080398,0.5354133594
235,188.5853241,1.97220472,1.341665549
236,84.54001145,1.973707226,0.7225151567
237,95.24673106,1.977505945,0.7866677105
238,68.44050023,1.82025263,0.6096342222
239,167.0291434,1.843566819,1.199061849
240,28.73783406,2.03541386,0.3972156316
241,265.6697318,1.922403948,1.79496789
242,71.72029141,1.899239885,0.6379331504
243,48.3992523,1.916056323,0.5009859345
244,91.00764893,1.978320104,0.7615255408
245,47.93465291,1.994287497,0.5069128146
246,73.10204629,1.889157139,0.6450375766
247,85.72671276,1.941446345,0.7259943127
248,108.1407741,1.936773897,0.8588921836
249,130.3870632,1.91906393,0.9893427969
250,51.4949479,1.930063187,0.5209690123
251,175.767104,1.955417466,1.263501369
252,56.4868219,1.982272689,0.5564836037
253,35.5192763,1.977899955,0.4311909254
