replication,el_app_wt,ur_scan_wt,objective
0,21.62610997,2.727739657,0.4318090292
1,19.49083522,2.598976061,0.4047919942
2,15.83924013,2.689285099,0.3930906468
3,15.91939864,2.76770467,0.4022810663
4,16.09609941,2.631433664,0.3881916338
5,20.49889515,2.627767327,0.4139913805
6,22.13911302,2.639904432,0.4251031493
7,15.79343408,2.593815162,0.3822102208
8,15.27505997,2.669690363,0.3875552386
9,13.91759613,2.582283741,0.3697632497
10,15.07255717,2.635384499,0.3825381022
11,18.37186199,2.646036264,0.4033603507
12,17.96074782,2.690810377,0.4058881439
13,17.95996175,2.677632368,0.4044192418
14,15.10778151,2.639478396,0.3832026482
15,13.88417239,2.638472415,0.375807485
16,14.86511455,2.666517263,0.3847625206
17,16.0949119,2.596450779,0.3842975781
18,12.51856667,2.822575106,0.3881347341
19,12.52679582,2.612894487,0.3648858705
20,21.2449099,2.587498374,0.4139576163
21,22.67046905,2.615530116,0.4255577255
22,20.03102338,2.796677899,0.4299742708
23,18.43829332,2.672750693,0.4067240452
24,17.86153269,2.655668362,0.4013929095
25,13.52370052,2.672629523,0.3774570533
26,27.19187948,2.806860669,0.4737298332
27,19.51174654,2.733676032,0.4198831298
28,16.69521572,2.70533133,0.3999686541
29,14.01776087,2.581526469,0.3702753272
30,15.8284824,2.68703055,0.3927761072
31,15.17899672,2.649714303,0.3847638713
32,18.97144153,2.60493906,0.4023629206
33,14.38675614,2.647973042,0.3798546802
34,14.26421072,2.6672144,0.3812631718
35,13.96012086,2.695664775,0.3826142658
36,16.02333838,2.488636379,0.3718921674
37,14.90697462,2.648693582,0.3830312787
38,17.80919787,2.656941163,0.4012228149
39,14.34001286,2.637804001,0.3784465529
40,15.4756748,2.718022931,0.3941196598
41,16.89079478,2.761502852,0.4073740953
42,21.56077425,2.638966189,0.4215564074
43,14.47449092,2.551311854,0.3696367789
44,17.74201747,2.581193839,0.3924065623
45,23.66175847,2.5909777,0.4287302116
46,19.49428168,2.686971507,0.4145897807
47,17.62120919,2.635476048,0.3977188219
48,21.07643192,2.449961908,0.3976729416
49,16.29375356,2.529401309,0.3780312182
50,19.66585031,2.540014637,0.3992824813
51,17.51814571,2.675499152,0.4015523604
52,14.74538801,2.753435922,0.3937074914
53,18.20777453,2.701732443,0.4085721039
54,13.24458232,2.638937484,0.3720520755
55,20.93761435,2.693646134,0.4239226717
56,16.97679383,2.594652895,0.3893471104
57,17.21068135,2.664168387,0.3984632415
58,16.64601448,2.839640036,0.4145989791
59,16.97255552,2.816999577,0.4140270692
60,17.25320859,2.856511753,0.420087865
61,14.50328791,2.69734957,0.3860346025
62,13.7804073,2.573778447,0.3680016169
63,18.44686174,2.724191267,0.4124906671
64,14.19316997,2.658152114,0.3798333895
65,12.60767819,2.721912945,0.3774804751
66,16.90765319,2.630760983,0.3929475687
67,14.64587545,2.715455129,0.3888950666
68,16.35724335,2.650050889,0.3918146425
69,23.05368129,2.63076055,0.4295310212
70,16.58796058,2.687670903,0.397367961
71,17.93920904,2.536840255,0.3886521456
72,18.05831223,2.663355267,0.4034183167
73,17.16762322,2.6976156,0.4019233002
74,17.16639576,2.686147764,0.4006417898
75,17.79252285,2.782747219,0.4151020096
76,15.67209269,2.640112334,0.3866320809
77,21.86866663,2.599360297,0.4189884455
78,20.35926775,2.633357535,0.4137813992
79,21.17078618,2.714604601,0.4276393178
80,16.86540567,2.713654725,0.4019065111
81,16.05337641,2.635242035,0.3883604825
82,18.58276202,2.683242163,0.4087496968
83,18.43535747,2.666958251,0.4060629652
84,18.07753551,2.749108499,0.413060878
85,15.37839145,2.596358499,0.380022322
86,17.2656904,2.717577762,0.4047250514
87,16.45702893,2.666448877,0.394230603
88,45.36993608,2.600261626,0.5589771018
89,22.19103018,2.659338664,0.4275715391
90,19.26157506,2.678429455,0.4122555053
91,16.77961431,2.665235052,0.3960158846
