replication,el_app_wt,ur_scan_wt,objective
0,16.68681184,3.021990471,0.43510298
1,15.95999015,2.872495755,0.4141661363
2,12.83476576,3.001339116,0.4098795393
3,13.27211493,3.05926477,0.4189189919
4,12.81875425,2.898678295,0.3983774748
5,16.09944254,2.930348926,0.4214243403
6,17.16044835,2.924860154,0.4271299874
7,13.67308696,2.903914667,0.4040446076
8,12.9325495,2.961026359,0.4059823901
9,12.26603117,2.883468293,0.3933974562
10,13.28657718,2.93165452,0.4048261601
11,15.18583344,2.953340227,0.4185407798
12,13.93151351,2.967596349,0.4126586033
13,15.16408332,2.955535507,0.4186552348
14,13.1342854,2.941262755,0.4049872431
15,12.34035179,2.946320671,0.4008234384
16,12.34617688,2.980529926,0.4046591398
17,13.59247838,2.904235717,0.4036004669
18,11.37332198,3.128452431,0.4153041708
19,10.99818799,2.926031423,0.3905800072
20,14.85174003,2.897798315,0.410380805
21,17.65034754,2.942739808,0.4320326823
22,15.91376789,3.101913794,0.4393818971
23,15.05700845,3.021261548,0.4253207778
24,14.33674443,2.954579066,0.4136243273
25,11.99577623,2.952610668,0.399471282
26,20.79997691,3.135996553,0.4722534478
27,15.75027816,3.037061099,0.4312028889
28,14.14734581,2.960846846,0.4131933746
29,12.28943471,2.881793579,0.3933506836
30,13.03242302,2.957818305,0.4062204249
31,12.55951649,2.921136751,0.3993297769
32,14.64189629,2.928768431,0.4125728592
33,12.51235667,2.933125087,0.400381101
34,12.44911767,2.971467831,0.4042649832
35,11.93812363,2.965413689,0.4005506696
36,13.54492011,2.769176495,0.3883108017
37,12.93162389,2.943220294,0.4039984289
38,14.89762621,2.977530033,0.4195130168
39,12.34815278,2.930951039,0.399162136
40,13.45328353,3.009539552,0.4144723522
41,14.10869792,3.098808132,0.4282923594
42,17.30469366,2.949863583,0.4307667492
43,12.36132178,2.835829424,0.3886714545
44,14.03045649,2.854789691,0.4007134765
45,18.24522886,2.911117831,0.4320600895
46,15.39159086,2.98092823,0.4228308601
47,14.62620817,2.934303818,0.4130945205
48,16.58197578,2.728740991,0.4018956803
49,13.47089893,2.84084911,0.3958338233
50,15.3812963,2.868224503,0.4102469465
51,12.94331639,2.970816654,0.4071342893
52,12.99424542,3.066493504,0.4180681994
53,14.91008637,2.994855719,0.4215122606
54,11.64685219,2.933692289,0.395292311
55,17.068163,2.977972699,0.4324820637
56,14.07253483,2.896934876,0.4056467411
57,14.04784179,2.975268297,0.4142034722
58,14.34660923,3.116646254,0.4316905118
59,14.05054194,3.118893717,0.4301779245
60,13.65429257,3.147300483,0.4309756046
61,12.24574581,3.024031239,0.4088948151
62,11.99587509,2.870585422,0.3903579542
63,15.45947164,3.040176371,0.4298180391
64,12.00636287,2.979037533,0.402470616
65,11.11959748,3.015009494,0.4011891352
66,14.20988538,2.938538375,0.411086915
67,12.38823838,3.004915429,0.4076190063
68,13.7966355,2.935894728,0.4083333557
69,17.11753001,2.953617029,0.4300697295
70,13.74580237,2.960464507,0.410760753
71,14.55447599,2.836637663,0.4018157482
72,14.74984239,2.961672704,0.4168714257
73,14.31638702,2.983207129,0.4166840481
74,13.9479098,2.9653429,0.412505817
75,14.81662826,3.083341096,0.430787671
76,13.60429572,2.934843868,0.4070717138
77,18.00003429,2.911944804,0.4306924839
78,15.87439478,2.945082294,0.4217218112
79,15.65531089,3.019857218,0.4287260652
80,14.4736105,3.011477839,0.4207610922
81,13.45104476,2.910907033,0.4034998574
82,15.28669192,2.957986246,0.4196573523
83,15.307323,2.970947012,0.4212202414
84,14.52663332,3.049831496,0.4253382217
85,12.45628183,2.902285645,0.3966207175
86,13.4976051,3.008103863,0.41457665
87,13.60319989,2.953675097,0.4091575499
88,26.77204024,2.926715249,0.4845479656
89,17.63714039,2.964675686,0.434391388
90,15.59474665,2.971802875,0.4230261923
91,14.14782108,2.953407636,0.4123696247
92,11.95065182,2.980495519,0.402301001
93,12.66924733,2.965394979,0.4049005175
94,13.68573364,2.851216469,0.3982645301
95,11.27174009,3.031821236,0.4039627173
96,15.01092467,2.937792452,0.4157721256
97,16.94219361,2.838694241,0.4162568618
98,10.59352813,2.889805147,0.3841461759
99,13.56542651,2.914540973,0.4045844722
100,15.23491426,2.888958774,0.4116794329
101,16.26839914,2.92428649,0.4217564303
102,15.23999899,2.955722323,0.4191278711
103,10.94433972,2.878716151,0.3850022293
104,13.48826788,2.958348768,0.4089927275
105,14.81513701,3.028414798,0.4246758724
106,15.52058448,2.77597418,0.4008260071
107,14.84609381,2.943612719,0.4154376858
108,12.24926236,2.930941115,0.3985723998
109,11.59480129,3.049068954,0.4078021136
110,13.34353767,2.888358231,0.4003545118
111,11.73877511,2.98869427,0.4019508025
112,12.77308001,2.973665464,0.406437512
113,15.19070062,2.924857359,0.415404988
114,17.08319856,2.933777158,0.4276609455
115,16.92897399,2.91798467,0.4249882212
116,13.20056373,2.857848781,0.3961135375
117,12.60167057,2.922330959,0.3997133838
118,12.94300248,2.962187456,0.406173621
119,13.81621845,3.037801066,0.4197728473
120,11.87964602,2.964763988,0.4001303996
121,15.14259287,3.043715257,0.4283250654
122,13.16894144,2.908087728,0.4015074148
123,11.94896217,2.928374148,0.3964996802
124,12.9875776,2.959748136,0.4061679134
125,16.99410811,3.11183082,0.4469143854
126,13.40384435,2.906857977,0.4027690075
127,12.38597184,2.88899893,0.394725904
128,19.42044464,2.89280094,0.4370202114
129,14.01876826,2.972718518,0.4137471068
130,12.50407576,2.917808924,0.3986300139
131,12.72114634,3.08126729,0.4180841414
132,14.00813289,2.833490004,0.3982139661
133,19.70369571,3.034247953,0.4544225644
134,13.10068408,3.013369774,0.4127991261
135,12.19800194,2.990358369,0.4048691954
136,12.42134912,2.874925016,0.3933727149
137,12.2541409,2.911650488,0.3964580357
138,14.11002431,2.948419847,0.4115904451
139,15.48576518,2.898776971,0.4142635038
140,11.31434166,2.953002097,0.3954586159
141,14.13496069,2.960807272,0.4131152566
142,12.3554777,3.028437272,0.4100375404
143,14.5956187,3.02562284,0.4230589983
144,12.33711794,3.031203173,0.4102355784
145,13.67329137,2.975076987,0.4119527488
146,10.34587161,2.914903177,0.3854606999
147,10.76766345,2.901339859,0.3864643303
148,14.97193256,2.918673458,0.4134156971
149,17.5407033,2.910375164,0.4277839664
150,15.83299112,2.967648207,0.4239826845
151,13.84638872,2.95560055,0.4108190416
152,13.59372897,3.118762241,0.4274441913
153,13.69539212,2.906499954,0.4044646305
154,14.39732805,2.983211432,0.4171663182
155,13.65196944,3.072985478,0.4227045537
156,13.39153918,2.912356446,0.4033067034
157,13.31999008,2.922330097,0.4039889994
158,12.12194284,3.01040913,0.406644325
159,14.53952286,2.955632249,0.4149483621
160,11.71897565,2.88905874,0.3907623341
161,11.72079777,2.946335376,0.3971372507
162,12.74384311,3.038143121,0.4134276669
163,11.83473045,2.844126288,0.3864588561
164,11.86937208,3.026792811,0.4069613367
165,15.75780894,3.022325282,0.4296104021
166,11.97456806,2.869152456,0.3900719082
167,13.53146363,3.101681598,0.425175715
168,16.88671414,2.942559189,0.4274671766
169,14.80978786,3.057509741,0.4278768037
170,13.86781657,2.965901919,0.4120911849
171,15.33805363,2.936532796,0.41757936
172,14.06952629,2.863967106,0.4019657476
173,14.55321427,2.872706264,0.4058158604
174,13.58539109,2.905963147,0.4037502173
175,14.02722332,2.868847659,0.4022562279
176,14.28189295,3.098126621,0.4292475588
177,11.1254408,2.943452608,0.3932731517
178,13.25780828,2.928328273,0.4042853336
179,15.23562452,3.088593855,0.4338653361
180,14.65920001,2.935182542,0.4133885364
181,16.87801681,2.944509101,0.4276320637
182,14.10758825,3.063289779,0.4243392706
183,16.6840941,3.030574199,0.4360405505
184,12.36170764,2.912001685,0.3971373358
185,14.22208304,2.951840158,0.412637496
186,13.95038714,2.853929689,0.4001413175
187,13.38888334,2.924684096,0.4046606337
188,14.90526341,2.883932663,0.4091587686
189,14.05676715,2.902501134,0.406171359
190,16.3189034,2.974680024,0.4276563324
191,11.8052853,2.812338327,0.3827515917
192,12.37902885,2.912792001,0.3973282512
193,11.75373763,2.76542991,0.377232714
194,12.99564697,2.994437938,0.4100703679
195,12.79213506,2.89729409,0.3980652266
196,14.95798013,3.115521123,0.4352046097
197,10.89890611,2.964472294,0.3942602516
198,13.85521922,2.886857217,0.403233456
199,12.79979282,2.885688987,0.3968213527
200,12.38330384,2.783609122,0.3830000443
201,12.60184037,2.830250604,0.3894832439
202,13.87263382,3.043611305,0.4207542352
203,14.97327971,2.967733141,0.4188747917
204,14.29919555,2.909727158,0.4084172768
205,14.42350544,2.928389932,0.4112308582
206,15.19794194,2.941348188,0.4172804055
207,10.1976115,3.026651878,0.3969947216
208,12.71910267,2.876764037,0.3953493931
209,12.53815216,2.951369728,0.4025618278
210,14.56002626,2.859021591,0.4043358887
211,18.28556464,2.917420563,0.433000487
212,16.53816845,2.854414043,0.4155985947
213,16.5728927,2.887828975,0.4195180569
214,11.94388263,2.929777612,0.3966253852
215,14.51179335,2.891310258,0.4076364177
216,12.2553844,2.97563623,0.4035749644
217,12.81942816,2.998605352,0.4094844925
218,12.10314566,2.919043236,0.3963806711
219,12.57130328,3.043118478,0.4129534615
220,13.23946638,2.93576532,0.4050024941
221,14.60671124,2.971166019,0.4170742674
222,12.40018893,3.070926997,0.4150247592
223,11.42187254,2.971811717,0.3981886384
224,13.82847992,2.930572501,0.4079315472
225,13.93061792,2.974243865,0.4133918853
226,14.73501543,3.035680709,0.4250062818
227,12.85491471,2.778882319,0.3852820515
228,13.52654825,3.043285001,0.4186579461
229,13.07514312,3.026090178,0.4140604749
230,12.51734918,2.952249016,0.4025356993
231,12.88913655,3.070263087,0.4178613939
232,14.97245081,2.882392532,0.409387568
233,15.0376124,2.942149012,0.4164150434
234,11.04665569,3.041404315,0.4036877157
235,16.8630305,2.943024264,0.4273778775
236,12.20172649,2.870417453,0.3915645968
237,13.18893117,2.938827986,0.4050419855
238,13.15752077,2.809137608,0.3904449768
239,13.25767616,2.882847339,0.39923111
240,11.54765378,2.922835099,0.3934954898
241,14.28195345,2.981999667,0.416344924
242,12.93034892,2.938095576,0.4034214266
243,11.86830688,2.94749918,0.3981445927
244,13.73276875,3.024208197,0.4177658041
245,12.57685694,2.946403669,0.4022404292
246,11.39355511,2.850672735,0.3845601954
247,14.45331817,2.921388251,0.4106303503
248,12.9003351,2.933859169,0.402772061
249,12.46138576,2.890360755,0.3953261103
250,12.21642287,2.96724299,0.4024104683
251,16.41666289,2.981843529,0.4290341791
252,14.93379497,3.006292561,0.4229241435
253,13.68293525,2.896818234,0.4033147358
254,11.66480684,2.975119653,0.4000022244
255,13.09816908,2.996877747,0.4109517085
256,12.89861368,2.991423326,0.4091578319
257,15.56974758,2.964009377,0.4220114442
258,12.28172325,2.927598077,0.3983941707
259,13.77174446,3.011902253,0.4166304753
260,15.08426205,3.07492294,0.4314453786
261,12.27086454,2.951495171,0.4009847683
262,13.89049671,2.994086476,0.4153578031
263,12.58200387,2.999180486,0.4081351564
264,15.05785492,2.970841446,0.4197235828
265,15.55064032,2.943250987,0.4195912227
266,14.33951268,2.990683744,0.4176524359
267,15.09031274,2.945291419,0.4170778923
268,15.73527955,2.928228397,0.419021089
269,11.72837483,2.997466531,0.4028635917
270,15.28503845,2.943014253,0.4179839554
271,12.5509204,2.785427943,0.3841998532
272,11.25671455,2.872739783,0.3861975624
273,14.23343663,2.980289358,0.415866099
274,16.30131596,2.992671734,0.4295507241
275,14.85052726,2.870565546,0.4073477229
276,15.81091564,2.982709127,0.4255247183
277,12.19966972,3.025837845,0.4088212867
278,12.55138877,2.950973502,0.4025965921
279,13.7774802,2.995743657,0.4148692171
280,12.48981196,2.798591363,0.3852987147
281,15.82647044,2.911390749,0.4176930422
282,10.23625956,2.802993309,0.3723738174
283,13.3664284,3.010921399,0.4141088959
284,12.4001998,2.942864998,0.4007957129
285,12.40456713,2.971374024,0.4039893785
286,13.36985666,2.873956613,0.3989109927
287,13.10975329,2.970607312,0.4081017249
288,13.22602811,2.924070055,0.4036230305
289,15.71186408,2.957837672,0.4221716307
290,11.90117552,3.002755602,0.4044798419
291,13.73341053,2.975711547,0.4123811076
292,14.97415648,2.91663277,0.4132021916
293,14.48831623,2.859428508,0.4039542562
294,17.25884927,3.045397052,0.4411086958
295,15.710365,3.000781872,0.4269342853
296,14.25870915,2.837543765,0.4001559093
297,12.28092159,2.997727866,0.4061815978
298,14.58341016,2.989975557,0.4190255192
299,11.5780717,2.868175607,0.387603272
300,12.35453793,2.953845789,0.4017440039
301,12.85967298,2.96819214,0.4063447992
302,13.57518422,2.878257167,0.4006110199
303,12.12292904,2.818788117,0.3853589715
304,12.95989929,2.891080865,0.3983734649
305,13.24295577,2.896285601,0.4006366289
306,16.0849627,3.079252706,0.4378830151
307,16.22642784,2.920853597,0.4211251685
308,12.98036493,3.034047912,0.4143805117
309,11.98933325,2.978282865,0.4022853972
310,13.51086844,2.967659647,0.4101617967
311,13.03150963,3.073704546,0.4190912371
312,14.92933548,2.789288936,0.3987860851
313,12.30637314,2.9743574,0.4037363767
314,11.03509745,2.830255884,0.3801579799
315,11.25539048,2.900613427,0.3892867527
316,12.83814164,3.062694293,0.4167168756
317,11.06091441,2.878164147,0.3856347925
318,12.42760639,3.033510337,0.4110305516
319,13.42984701,2.952208613,0.4079627448
320,12.7768223,2.946813554,0.4034762419
321,12.57039842,3.068546679,0.4157734311
322,15.29281042,2.838341078,0.4063998643
323,13.03003816,2.93499331,0.4036701187
324,13.06281027,2.92707538,0.4029854208
325,13.7229793,2.940167869,0.4083697194
326,12.99397525,2.999174371,0.4105866875
327,12.77986437,2.952770516,0.4041562342
328,11.00961178,2.971565075,0.3957073007
329,15.56845683,3.006438197,0.4267180744
330,11.62782127,2.904240889,0.391906654
331,12.1935965,2.97274641,0.4028860882
332,11.17917459,2.932281319,0.3923517414
333,13.95542172,2.937621384,0.4094703625
334,15.74181302,2.976600054,0.4244346073
335,12.67850307,2.849167132,0.3920414059
336,14.20880181,2.95844904,0.4132927613
337,15.54964705,2.999780689,0.4258663884
338,14.37967126,2.921045506,0.4101538931
339,13.07009342,2.966820004,0.4074448422
340,16.36328688,2.870717341,0.4163691106
341,11.33355765,2.960568191,0.3964136739
342,13.24127943,3.018253314,0.4141786188
343,12.95824018,2.946662814,0.4045393613
344,11.61704654,2.962373004,0.3983016426
345,18.67397755,2.968607742,0.4409999329
346,12.86434296,3.032787561,0.4135498656
347,15.3924306,2.874528412,0.4110136565
348,10.83549789,2.875006222,0.383942147
349,18.09177614,2.991595678,0.4400886634
350,12.1988518,2.933211738,0.3985246285
351,13.42580425,3.005852965,0.4138991643
352,13.51526768,2.898823613,0.4025395345
353,13.81098592,2.988333404,0.4142452945
354,13.34711298,2.844010628,0.395448282
355,15.44509317,3.027371584,0.4283096988
356,13.42826342,2.907535745,0.4029896666
357,13.80131491,2.988748418,0.4142338415
358,15.74467621,2.969602108,0.4236741006
359,12.27137125,3.030800969,0.4097995397
360,12.53194364,3.015709065,0.4096736876
361,13.13902485,3.016803776,0.4134089008
362,13.00130774,2.86521742,0.3957462276
363,13.39566299,3.072794591,0.4211577105
364,16.13991258,2.921933817,0.4207302212
365,12.00203921,3.032516527,0.4083869904
366,14.80074705,3.084507008,0.4308226857
367,12.17809623,2.9557243,0.4009024791
368,13.85323463,2.930771177,0.4081009719
369,11.17610178,2.986983594,0.3984114813
370,11.44510319,2.934755907,0.3942096039
371,13.43478722,2.843221455,0.3958824665
372,11.52764225,3.044010703,0.4068403296
373,12.33215417,2.843754995,0.3893784568
374,12.14424766,3.01331792,0.4071002907
375,14.40656241,2.998775146,0.4189505861
376,19.05626947,2.869199534,0.4322301237
377,13.70049479,3.007075898,0.4156701084
378,14.08510079,2.981757579,0.4151462834
379,12.52234186,2.961096567,0.4035484788
380,12.69101296,2.952879983,0.4036395198
381,13.07818333,3.038874302,0.4154990296
382,15.36327304,3.018450109,0.4268313993
383,12.68284597,2.963661747,0.4047888804
384,13.95136315,2.834519458,0.3979904348
385,12.49123065,2.907693886,0.3974296619
386,12.00517753,2.902715961,0.3939833858
387,13.51823577,3.063035957,0.4208030176
388,12.76093133,2.829379194,0.3903333905
389,15.12138462,2.970804716,0.4200976547
390,11.5521571,2.918134871,0.3930000477
391,17.41112469,2.849078319,0.4202019046
392,14.08515227,2.982943487,0.4152783572
393,13.12077293,2.994749388,0.4108497708
394,13.5618376,2.928159729,0.4060763048
395,13.01040947,2.980190284,0.4085751673
396,12.79401881,2.883868372,0.396584693
397,14.64630017,3.027060696,0.4235204355
398,13.56044836,2.87740017,0.4004280845
399,12.67461918,3.033879269,0.4125418583
400,11.81198015,2.872646641,0.3894923658
401,16.03627352,3.070063786,0.4365722075
402,16.03436295,2.990130119,0.4276793165
403,14.56760542,3.02055196,0.4223288214
404,17.01675733,2.863368846,0.4194423162
405,13.18468474,2.856349383,0.3958524199
406,18.57982799,2.890517872,0.4317628666
407,12.32085821,2.975937898,0.4039982082
408,14.59366552,2.909131265,0.4101038638
409,14.88328571,2.870404436,0.4075248126
410,14.78310571,2.934377784,0.4140366529
411,14.19869386,3.01415053,0.4194216494
412,20.84906551,2.869969833,0.4429871174
413,14.52437826,2.943128082,0.4134688639
414,12.2560787,2.889603891,0.3940199484
415,12.00503956,2.973852893,0.401886668
416,13.97709244,2.930945182,0.4088575546
417,12.47286692,2.78000476,0.3831326732
418,11.43964568,2.944046459,0.3952094022
419,14.73177808,2.920788063,0.4122211622
420,16.9149432,3.022491063,0.436516526
421,17.79720573,2.976292857,0.4366349547
422,17.68625994,2.971925309,0.43548928
423,18.30682653,3.006573912,0.4430329735
424,15.02511412,2.932027196,0.4152160026
425,15.94623376,2.951353533,0.4228462285
426,13.08756135,3.082488598,0.420400884
427,15.20050226,2.91384194,0.4142393957
428,11.13977748,2.940987091,0.3930845427
429,16.98792571,3.019994308,0.4366735285
430,15.02710649,2.987062625,0.4213429097
431,16.19160306,2.908517602,0.4195472121
432,12.58308172,2.966211691,0.4044783727
433,15.28445158,3.009080241,0.4253211274
434,14.30503702,3.060399742,0.4251934457
435,13.50162064,3.058776037,0.4202307937
436,10.5779708,2.923893373,0.3878411534
437,10.91437274,2.896006042,0.3867449535
438,11.65001139,2.816597224,0.382300553
439,13.68022021,2.9710319,0.4115445377
440,15.09383277,2.901198282,0.4121996074
441,14.3640374,3.074810837,0.4271458712
442,15.33790138,3.006431787,0.4253450084
443,13.80635306,3.042218597,0.4202049615
444,11.71068679,2.960743626,0.398677983
445,12.36115775,3.001259876,0.4070516395
446,14.44424451,2.987624173,0.4179358873
447,12.397102,3.039592828,0.4115248103
448,12.5581026,3.056818736,0.414397137
449,15.62693359,3.163129914,0.4444763412
450,16.63263975,3.058232838,0.4388074567
451,14.00128337,2.933083524,0.4092391418
452,13.09501739,3.087820429,0.4210376909
453,16.84481075,2.965099082,0.4297221842
454,13.03714441,3.009356233,0.4119749648
455,13.40058392,2.869782271,0.3986300772
456,14.80707867,2.840808484,0.4037827601
457,13.29134924,2.821775512,0.3926457865
458,12.39363076,2.950861896,0.4016451556
459,11.90468758,2.772427947,0.3789087853
460,12.51070082,3.037398921,0.4119572262
461,12.43760017,2.930179157,0.3996087962
462,15.36843581,2.980920388,0.422692161
463,12.78028555,2.986433178,0.407899037
464,13.52681775,2.967821134,0.4102746761
465,12.71560361,2.949179249,0.4033747
466,14.12311184,2.905026574,0.4068468723
467,12.60948739,2.980142811,0.4061834515
468,16.89821178,2.9099608,0.4239135717
469,12.36855832,2.96814685,0.4034164653
470,11.50538624,2.919490832,0.3928723121
471,12.27551057,2.992864949,0.4056090652
472,12.35308587,3.010994427,0.4080852094
473,14.23310726,2.941770051,0.4115842156
474,13.31316493,3.002700005,0.4128783632
475,14.35412505,3.104819833,0.430421202
476,13.60839215,2.939152509,0.4075748352
477,12.1988885,2.855775278,0.3899207958
478,11.78237365,3.003435616,0.403848245
479,15.95424449,2.867273738,0.4135517119
480,16.8419106,2.95166278,0.4282119989
481,12.75876655,2.941600946,0.4027895885
482,14.72740223,2.991194381,0.4200180397
483,12.10202611,2.947633691,0.3995507242
484,15.12416898,2.964040045,0.4193625981
485,12.32817729,2.992967189,0.4059339175
486,13.4368512,2.966802072,0.4096259318
487,13.70512945,2.92335083,0.4063949104
488,15.09282293,2.990612635,0.4221285245
489,15.49009156,2.929196203,0.4176691707
490,12.60852158,2.998880026,0.4082596155
491,15.34660129,2.845583034,0.4075247099
492,14.20704643,2.946142877,0.4119149611
493,14.06234776,2.982733103,0.4151192402
494,12.30368309,2.982586667,0.4046347274
495,13.0548915,2.906605994,0.400663909
496,14.69831965,2.951592253,0.4154446927
497,13.03698223,2.978869838,0.4085866223
498,14.86734968,2.994274119,0.4211932533
499,13.27815224,3.00220578,0.4126150405
500,16.14190217,3.046367104,0.4345679849
501,11.73064168,3.021188475,0.4055128564
502,12.43843975,2.953989391,0.4022593753
503,14.50672732,2.920273414,0.4108243911
504,14.13572189,2.930743959,0.4097794194
505,13.88157329,2.916126967,0.4066425199
506,10.16833094,2.853534936,0.3775852167
507,14.15092151,2.940067486,0.4109058407
508,12.31723323,2.981290282,0.4045713402
509,12.46503688,2.989169467,0.4063265888
510,13.08631474,2.857058801,0.3953457084
511,16.29234637,2.930083148,0.4225430464
512,13.73986061,2.973938339,0.4122224779
513,14.22164364,2.918115239,0.4088876673
514,16.52813529,2.879826223,0.4183624491
515,15.52941567,2.973437064,0.422818894
516,14.09126659,3.115377455,0.4300296374
517,12.36555785,2.877398432,0.3933154479
518,12.26962428,3.071524746,0.4143140053
519,14.66318394,2.977694271,0.4181357757
520,14.30802499,3.00568614,0.4191319421
521,15.42702828,2.968394193,0.4216491263
522,16.07994445,2.938456095,0.4222090767
523,17.15437138,2.829293284,0.4164752738
524,12.75947499,2.97437861,0.4064357681
525,12.96068145,2.897712568,0.3991149765
526,12.6521615,2.97995768,0.406416894
