replication,el_app_wt,ur_scan_wt,objective
0,18.231518,2.978385406,0.4394526522
1,16.87928647,2.884147606,0.4209327884
2,13.410528,2.907363443,0.402864954
3,13.89374037,3.11900623,0.4292570833
4,13.62412814,2.866267072,0.39957012
5,17.67531626,2.784533015,0.4146027731
6,18.93850679,2.828798841,0.4270401894
7,14.34002757,2.84237596,0.401176858
8,13.64494573,2.896565841,0.4030605641
9,12.49680017,2.837177787,0.3896276916
10,13.62887419,2.844686611,0.3972005413
11,16.21994343,2.839119478,0.4120050021
12,15.34203676,2.891539075,0.4126037669
13,15.89553046,2.891345577,0.4158768724
14,13.60462548,2.871386668,0.4000228767
15,12.40807432,2.890673787,0.3950435616
16,13.05933375,2.905374518,0.4005535204
17,14.15637888,2.860183399,0.4020623155
18,11.53619221,3.060779242,0.4087543932
19,11.42750197,2.924731862,0.3929910519
20,17.21165522,2.840124641,0.4180197333
21,19.22423063,2.93900219,0.4409857431
22,17.2902767,3.056079337,0.4424826845
23,16.22126737,2.97914677,0.4275714707
24,15.40160989,2.881026853,0.4117903441
25,12.35218451,2.942359225,0.4004537106
26,22.98441624,2.976921859,0.4675810969
27,16.78017103,2.951916205,0.4278726598
28,14.96978017,2.883862718,0.4095350252
29,12.63783176,2.90981973,0.3985384923
30,13.77705593,2.889567358,0.4030693251
31,13.42872536,2.877946678,0.3997047422
32,15.89314364,2.824011626,0.408381115
33,12.8734681,2.856620774,0.3940300945
34,12.79681574,2.908997109,0.3993934232
35,12.51157738,2.977116295,0.4052643743
36,14.23898729,2.821909111,0.3983013336
37,13.29972991,2.798409947,0.3900994975
38,15.80951494,2.894664609,0.4157336566
39,12.89772668,2.92468755,0.401737466
40,13.92482511,2.890053048,0.404002869
41,15.15028796,2.939345541,0.4167742345
42,18.66939279,2.841021877,0.4267964355
43,12.799605,2.811605908,0.3885887814
44,15.15875793,2.873908574,0.4095538768
45,20.05350284,2.86683966,0.4379038284
46,16.6743383,2.877575307,0.4189826033
47,15.75424626,2.899515975,0.4159437171
48,18.03277796,2.720884235,0.4096584346
49,14.53928328,2.82206161,0.4001057539
50,16.85515701,2.866343021,0.4188108734
51,14.56320959,2.93765278,0.4130916358
52,13.33394974,2.902767629,0.401898485
53,15.99332134,2.935639305,0.4213804864
54,12.00204274,2.830072483,0.3858932286
55,18.48618672,2.86846748,0.4287554346
56,14.84517385,2.906927507,0.4113560752
57,15.18451772,2.948475624,0.4179924367
58,14.81093091,2.930659596,0.413789147
59,14.89160584,3.015909762,0.4237415957
60,15.17954098,3.056160801,0.4299278329
61,13.08663659,2.938085415,0.4043505813
62,12.42974731,2.738277526,0.3782396496
63,16.29376436,2.916721009,0.4210668047
64,12.66516738,2.906356665,0.3983164194
65,11.5707191,3.036874914,0.406303874
66,15.26214438,2.875833608,0.410383165
67,13.01524237,3.041633878,0.4154310006
68,14.6545506,2.792627658,0.3975214299
69,18.90657486,2.925937629,0.4376433171
70,14.48443199,2.852964414,0.4032129032
71,15.63918228,2.812196119,0.4055566061
