replication,el_app_wt,ur_scan_wt,objective
0,22.2159223,2.922463177,0.4569557635
1,20.02483257,2.921106003,0.4437627656
2,16.27293684,2.991349179,0.4292348503
3,16.38404374,2.972206824,0.4277692725
4,16.67916623,2.808461936,0.4113320776
5,21.21007364,2.927598669,0.4515391793
6,22.67494364,2.882064634,0.4551993064
7,16.45009696,2.95624253,0.426388636
8,15.96427777,3.067885468,0.4359016261
9,14.28216535,2.973004279,0.4153466978
10,15.71380924,2.971478283,0.4236988325
11,18.89665204,2.847327094,0.4288497487
12,18.41647572,2.993124367,0.4421912534
13,18.52436603,2.886889873,0.431029625
14,15.63481698,2.887797218,0.4139307443
15,14.51459625,2.925840537,0.4114897993
16,15.47496524,2.917505961,0.4162802174
17,16.73737512,2.922471962,0.4243463398
18,13.23040389,3.032279962,0.4156723999
19,13.19133683,2.885901537,0.3991755885
20,22.0562342,2.896720252,0.4531449141
21,23.40036785,2.903724352,0.4619239429
22,20.63937321,3.04472691,0.461156402
23,19.11796324,2.990042458,0.4460243401
24,18.70737728,2.97549128,0.4419635784
25,14.1337334,2.995059863,0.4169137946
26,27.81328601,2.960899744,0.4945441343
27,20.2343915,3.017003026,0.4556653649
28,17.45759852,3.060541778,0.4439744745
29,14.7131367,2.925116871,0.4125911803
30,16.46869573,3.005909936,0.4320179436
31,15.99773671,2.895342062,0.4169292969
32,19.18660851,2.860378915,0.4320258824
33,14.82280485,2.940646033,0.4149694294
34,14.94146369,2.974186352,0.4194024341
35,14.70045488,2.950888454,0.4153792025
36,16.78616702,2.88092616,0.4200205675
37,15.62625381,2.859936737,0.4107841641
38,18.50892404,2.947612108,0.4376846234
39,14.82084403,2.966770338,0.4178604584
40,16.08873612,3.034210745,0.4329008137
41,17.39410874,2.94343156,0.4305843127
42,22.15338153,2.998118123,0.4649896021
43,15.20281189,2.903848105,0.4131427174
44,18.2914111,2.81849462,0.4220435159
45,24.2778994,2.947487384,0.4720099042
46,20.17399472,2.923977423,0.4449696822
47,18.34735858,3.045505468,0.4475999641
48,21.82651565,2.758375865,0.4364059432
49,17.31288175,2.830652276,0.4175697871
50,20.6568597,2.92314246,0.4477511048
51,18.28373347,2.94604232,0.4361697824
52,15.31591824,2.927086542,0.416398018
53,18.77776449,2.946690519,0.4391824653
54,13.83254743,2.97738584,0.4131572407
55,21.84093288,2.905272153,0.4528135698
56,17.6422135,2.994896825,0.4377794895
57,17.97588845,2.994444132,0.4397153507
58,17.41048898,2.947329536,0.4311149225
59,17.49373167,3.036185572,0.4414833076
60,17.91707019,3.076925252,0.4485298109
61,15.08270118,2.898682741,0.4118538433
62,14.4262795,2.923546073,0.4107091639
63,18.91294472,3.022032071,0.4483583931
64,14.7964265,2.812400496,0.4005629112
65,13.29479098,3.036394444,0.416512821
66,17.51795917,2.972682529,0.4345716253
67,15.23946869,3.092311514,0.4343012914
68,16.93074247,2.83496668,0.4157745268
