replication,el_app_wt,ur_scan_wt,objective
0,42.57992349,2.189812623,0.4967644392
1,35.08557746,2.13958411,0.4465742908
2,27.71292329,2.241883434,0.4140560361
3,26.61215451,2.319846553,0.4161664097
4,53.08617269,2.233743599,0.5641828563
5,41.28569419,2.179289535,0.4878914613
6,45.86082851,2.268350762,0.5250200957
7,24.99604471,2.194450474,0.3926138109
8,29.23015602,2.210987026,0.419654249
9,23.36557971,2.178635908,0.3811514881
10,23.05581788,2.174435674,0.3788409749
11,30.62714522,2.18535023,0.425121128
12,40.42428045,2.341968146,0.5008393999
13,48.31704329,2.276624209,0.5405596936
14,21.60404873,2.196409062,0.3726409795
15,22.10434503,2.253146107,0.3819230497
16,28.29938058,2.295121351,0.4234621774
17,30.63606296,2.131863223,0.4192312091
18,19.65145388,2.352952447,0.3784121006
19,17.8150377,2.205262943,0.351071107
20,47.57286113,2.19695885,0.5272783313
21,71.64163713,2.197354538,0.6705888204
22,45.62151276,2.334234742,0.5309160393
23,41.58075144,2.224062674,0.4946225477
24,34.26675992,2.252778142,0.4542774915
25,18.68314127,2.295852792,0.3663039289
26,72.19150474,2.192451171,0.6733170234
27,41.65096201,2.24943385,0.4978594874
28,34.768831,2.181294324,0.4493233634
29,23.36462678,2.152537972,0.3782460451
30,26.8874191,2.148122626,0.3987244531
31,38.77624482,2.234842219,0.4791267831
32,67.79693153,2.073379719,0.6339286882
33,21.83856122,2.250612859,0.3800595313
34,30.41786188,2.197227388,0.4251950781
35,22.16961925,2.260407595,0.3831184188
36,26.46942735,2.117918754,0.3928804213
37,25.22779453,2.169272149,0.3911956824
38,31.75972959,2.251551504,0.4392183988
39,22.64255334,2.250678084,0.3848524458
40,26.18693033,2.194954585,0.399758428
41,29.58179343,2.325715052,0.4344948873
42,47.83212597,2.211144246,0.5303977295
43,34.01270353,2.143509373,0.4406242767
44,55.59373898,2.17994552,0.5731312819
45,44.70383356,2.264556593,0.5177116467
46,38.59065741,2.18957155,0.4729920218
47,36.82210434,2.165547176,0.4597955453
48,95.74263171,2.232931965,0.818000169
49,31.02057007,2.155218176,0.4241149366
50,40.49517252,2.21643889,0.4873136813
51,37.90545786,2.224085889,0.4727483797
52,23.13225724,2.226175255,0.3850448134
53,32.57091719,2.243254867,0.4431250478
54,18.70797805,2.171365239,0.3526198165
55,51.01910013,2.240436908,0.552622554
56,37.39124511,2.190585943,0.4659653732
57,30.17905408,2.241853574,0.4287320682
58,26.66265323,2.307176,0.4150591581
59,51.52528843,2.352196586,0.5680533216
60,31.91085611,2.428234645,0.4597494215
61,24.22771209,2.215276992,0.39035446
62,19.61298328,2.163405348,0.3571223201
63,27.28886788,2.298093354,0.4177774433
64,21.67036164,2.167446608,0.3698176487
65,18.05858358,2.34216302,0.3677319045
66,26.17687342,2.307943111,0.4122528462
67,25.21290245,2.274810016,0.4028334687
68,29.49372157,2.256371436,0.4262658039
69,50.45080469,2.24224821,0.5494410989
70,28.05185109,2.187636136,0.4100459859
71,42.62555025,2.114133212,0.4886272036
72,34.47646053,2.179351495,0.447367193
73,28.41412266,2.270170632,0.4213728638
74,27.84319397,2.166891136,0.4064989792
75,28.26163689,2.203707785,0.4130804496
76,23.06532146,2.241693003,0.3863705804
77,49.06082167,2.306819441,0.5483419716
78,39.87732251,2.278787542,0.4905636308
79,47.47976365,2.277217206,0.5356417748
80,30.24684374,2.28573554,0.4340113521
81,34.30312845,2.308200046,0.4606519602
82,29.51973644,2.224725131,0.4229043981
83,34.74064284,2.205035087,0.4517934393
84,42.79404463,2.26978187,0.5069244417
85,28.43805303,2.232339879,0.4173118895
86,45.94936913,2.291821454,0.5281549778
87,34.10099131,2.175013552,0.4446502636
88,156.438401,2.184267524,1.17387735
89,56.62098323,2.187320773,0.5800653036
90,73.16383024,2.303897072,0.6914875531
91,36.86512209,2.297019942,0.4746596885
92,31.65785007,2.216408996,0.43470725
93,23.90185228,2.182299553,0.3847506584
94,37.28316421,2.192960123,0.4655858324
95,20.79540501,2.292586035,0.3785139544
96,35.04077445,2.205561532,0.4536384308
97,48.56429521,2.218258833,0.5355463894
98,17.68274404,2.2957654,0.3603394732
99,32.81998004,2.17225535,0.4367187296
100,33.78674019,2.1915457,0.4446166266
101,46.10204043,2.182019289,0.516863495
102,44.57503367,2.200103581,0.5097835349
103,20.10528392,2.170165371,0.3608037947
104,34.19524454,2.270081629,0.4557744144
105,37.55215523,2.221605137,0.4703697488
106,41.35098679,2.175370806,0.4878446934
107,32.1372174,2.284249828,0.4450984972
108,22.38004966,2.314624281,0.3903950569
109,19.82580798,2.193895975,0.3617769812
110,29.82151118,2.201656246,0.4221374668
111,18.67623099,2.272886092,0.3637109407
112,24.93754294,2.214288549,0.3944698166
113,68.33428804,2.214116599,0.6527646699
114,46.59942632,2.229127331,0.5250583521
115,71.5606451,2.23532265,0.6743254042
116,30.3997736,2.161196421,0.421083969
117,25.56934225,2.267231792,0.4041131094
118,27.71902323,2.201523464,0.4096079042
119,36.75658574,2.334796698,0.4782110562
120,21.32257947,2.254126111,0.3773785727
121,33.46451457,2.32280449,0.4572829269
122,25.56448886,2.257407515,0.4029926338
123,20.6563119,2.258894142,0.3739424755
124,26.12955331,2.285961381,0.4095287645
125,38.93875486,2.294122476,0.4866808001
126,30.81960845,2.145226932,0.4218085983
127,35.18720123,2.235030743,0.4577843755
128,83.56905529,2.188884108,0.7406441982
129,30.42337036,2.238046617,0.4297633366
130,25.3735441,2.202346278,0.3957381426
131,23.76617589,2.311678891,0.3983185428
132,44.26587542,2.138043662,0.5010477606
133,76.36491993,2.389705526,0.7200759311
134,27.91452697,2.390728393,0.4317943867
135,30.95735058,2.260652761,0.4354535841
136,24.19351375,2.254641051,0.3945246828
137,22.73014166,2.236103049,0.3837543566
138,37.7468849,2.188155443,0.4678122212
139,41.35818798,2.158248779,0.4859851103
140,21.02127127,2.305728113,0.3813186273
141,38.0949413,2.209296614,0.4722330046
142,26.54004583,2.280000519,0.4113098542
143,31.84305509,2.210595766,0.4351637464
144,22.02579239,2.31222329,0.388019606
145,31.6065127,2.212007948,0.433912665
146,16.0589462,2.245473339,0.3450860031
147,17.0970247,2.284074698,0.3555540817
148,34.12939837,2.192336223,0.4467440944
149,77.25317549,2.24571789,0.7093645403
150,40.28948625,2.242830272,0.4890217341
151,33.69426158,2.271071793,0.4529023912
152,31.90979776,2.240338249,0.4388657445
153,27.32497317,2.237349647,0.4112430551
154,25.69766306,2.188467325,0.3961253163
155,27.58421413,2.292054262,0.4188644465
156,23.61145484,2.285204867,0.3944560259
157,27.28385134,2.173930968,0.4039517623
158,20.09611626,2.161507609,0.3597872517
159,32.09034383,2.321699133,0.4489805217
160,18.42184594,2.166074062,0.3503287407
161,22.54298176,2.194403493,0.3780070256
162,25.08036891,2.293994261,0.4041761614
163,21.96680379,2.160607358,0.3708222686
164,19.12309023,2.211938547,0.3595988677
165,39.7498255,2.290778373,0.4911370345
166,20.6578864,2.243246761,0.3722132496
167,33.6562741,2.225946199,0.4476623204
168,47.97493174,2.361700816,0.5479762716
169,38.00451196,2.212117408,0.4720081562
170,26.9500834,2.21646977,0.406691582
171,29.608709,2.171024598,0.4174672708
172,32.17382027,2.284665675,0.4453625766
173,51.03812103,2.11736153,0.5390607316
174,24.61764425,2.211443518,0.3922495432
175,39.09292871,2.204079038,0.4775936751
176,30.57474626,2.362133003,0.4444517598
177,18.66317921,2.266965076,0.3629753608
178,27.71525837,2.083067839,0.3964237581
179,39.04684522,2.240452947,0.4813609141
180,40.59499564,2.127753971,0.4780539868
181,36.57796795,2.203255085,0.4625321203
182,33.68659914,2.224630856,0.4476966773
183,37.19352689,2.304424403,0.4774371969
184,60.29296193,2.237220831,0.6074667705
185,38.85772701,2.147497873,0.4699068689
186,29.59659511,2.205908291,0.4212711302
187,43.03411081,2.147809702,0.4948009439
188,33.09715922,2.143447759,0.4351677622
189,31.92286834,2.266824237,0.4418864331
190,49.30176418,2.202154178,0.5381466795
191,19.37899906,2.121091212,0.3510279863
192,24.18184545,2.167652878,0.3847898761
193,19.42523786,2.123571456,0.3515787999
194,24.69358311,2.283495231,0.4007073061
195,20.0597667,2.270411333,0.3716712991
196,38.55191026,2.221793151,0.476341562
197,17.35913206,2.266426177,0.3551532977
198,27.05332584,2.175239834,0.4027250163
199,22.8794073,2.220432573,0.3829016785
200,25.73569156,2.055028148,0.3815251012
201,22.49881355,2.130825107,0.3706798544
202,27.6570932,2.272693298,0.4171470323
203,34.92036881,2.117358633,0.4431214085
204,27.70834787,2.16220602,0.4051757554
205,35.85681935,2.239850735,0.4623057524
206,47.96571781,2.195741451,0.5294814974
207,14.57748589,2.316914944,0.3442057432
208,27.24327719,2.140026708,0.3999431095
209,22.21858113,2.273508065,0.3848654663
210,38.29167827,2.14939771,0.4667486242
211,62.42994866,2.166074069,0.6122817338
212,47.02933952,2.182055811,0.5223871905
213,53.12459187,2.213746951,0.5621896922
214,24.16132304,2.211687783,0.389560486
215,41.56251812,2.116951233,0.4826127449
216,27.02289162,2.184141604,0.4035329457
217,25.21056207,2.253254735,0.4004245067
218,28.29034795,2.218366178,0.4148800592
219,37.85250073,2.248585087,0.4751552918
220,27.89313885,2.195731663,0.4100007732
221,40.74091248,2.190155296,0.4858560199
222,30.65802888,2.377321683,0.4466351208
223,18.97369138,2.285103671,0.3668390471
224,37.11145881,2.204125837,0.4658044113
225,30.52379294,2.234683211,0.4299873783
226,48.71521032,2.390496766,0.5555822418
227,25.41750237,2.190082897,0.3946372011
228,27.51086842,2.271901361,0.4161886537
229,29.07541779,2.236472482,0.4215649055
230,22.79609258,2.304779619,0.3917776516
231,21.82763267,2.386054843,0.3950435897
232,38.30009876,2.248347995,0.4777932223
233,32.7983366,2.24077802,0.4442035296
234,20.50153329,2.240580821,0.3709863608
235,80.39997134,2.219465954,0.7251785862
236,22.14674297,2.21395378,0.3778207155
237,36.51064612,2.290307574,0.4718038938
238,25.72510379,2.122455269,0.3889539811
239,55.20356509,2.07802201,0.5594839837
240,18.62498233,2.310251248,0.3675575731
241,97.26943419,2.236862379,0.8275249916
242,22.4229696,2.237693324,0.3821026487
243,24.7589386,2.155064798,0.3868262787
244,28.17293025,2.225445001,0.4149676802
245,27.32314434,2.208485278,0.4080250171
246,25.20954576,2.225835601,0.3973718868
247,34.91735576,2.198051226,0.4520693174
248,33.08323913,2.205222336,0.4419487464
249,39.06041771,2.221641454,0.4793515368
250,21.83078336,2.169776279,0.3710313923
251,71.90690284,2.210856722,0.6736680257
252,35.75169317,2.231844073,0.4607903722
253,21.29974453,2.284883011,0.3806600837
254,22.92461961,2.346065128,0.3971299722
255,29.84538072,2.338672954,0.4375036262
256,22.60125878,2.273378868,0.3871289542
257,42.08885862,2.157925262,0.4902983939
258,21.03072827,2.156203056,0.3647610237
259,28.65109114,2.365278604,0.433350943
260,31.20535419,2.304175828,0.4417656924
261,26.20522769,2.276301208,0.4089058546
262,33.35607146,2.310675633,0.4552897813
263,21.86320976,2.245762391,0.3796673079
264,54.20309085,2.138166026,0.5602114484
265,48.67855765,2.139412972,0.5274658718
266,45.02491524,2.258634589,0.5189648466
267,41.71447134,2.200642699,0.4928162801
268,59.27110806,2.214593753,0.5988701872
269,21.55538126,2.225726457,0.3756087805
270,43.41193463,2.296164022,0.5135337086
271,30.23319668,2.113133925,0.4147521624
272,21.98086812,2.169189618,0.3718595694
273,24.44466031,2.317227552,0.4029736584
274,37.3899,2.179705777,0.4647484594
275,50.89817606,2.115224316,0.5379902577
276,42.61889234,2.196758905,0.4977682058
277,21.16600024,2.247354333,0.3756941336
278,28.99342332,2.294925134,0.4275715823
279,30.40092678,2.286668064,0.4350321268
280,22.67511169,2.142528061,0.3730295763
281,47.43159274,2.179552297,0.5245033866
282,14.9808307,2.05029468,0.3169821313
283,27.84240581,2.202102525,0.4104066644
284,25.87237734,2.208738297,0.3994176125
285,27.30524443,2.241890946,0.4116302108
286,24.5060501,2.107880202,0.3800782572
287,27.15375931,2.290791465,0.4161619047
288,31.17218201,2.190635655,0.4289526641
289,39.66387683,2.22135334,0.4829115427
290,20.90070098,2.294326308,0.3793340797
291,27.17270216,2.291273743,0.4163282462
292,32.96350008,2.271265552,0.4485741491
293,55.78082691,2.174587167,0.5736495279
294,64.13291183,2.250221563,0.6317681409
295,36.28933613,2.372148324,0.4795799891
296,34.71719961,2.218625026,0.4531638895
297,27.21856471,2.272227557,0.4144849947
298,26.0522229,2.25012173,0.4050862809
299,18.77670999,2.141790766,0.3497428826
300,21.59882387,2.353441681,0.3900579479
301,28.67421755,2.229784364,0.4184336846
302,29.67181586,2.270349456,0.4288790023
303,23.78235349,2.194319439,0.3853748989
304,23.20366641,2.174052743,0.3796784778
305,25.26965983,2.23123039,0.3983291296
306,52.69309488,2.32720721,0.5722279532
307,43.00545483,2.19626322,0.5000140968
308,35.31803951,2.344422333,0.470717796
309,22.70335009,2.226274158,0.382502784
310,27.24894129,2.245896319,0.4117401146
311,24.59991681,2.432049184,0.4166557634
312,32.1806513,2.190168299,0.4349035291
313,24.45059753,2.225404195,0.3928064038
314,18.93141404,2.206028534,0.3578012699
315,23.73978172,2.162433166,0.3815785763
316,25.75316476,2.35831546,0.4153276985
317,20.16415017,2.13217449,0.3569329801
318,29.29531999,2.342746585,0.4346820808
319,32.19558786,2.186450257,0.4345793214
320,26.35595632,2.279430198,0.4101507144
321,23.29813188,2.33708046,0.3983549631
322,40.76483441,2.194797538,0.4865142169
323,29.03511554,2.239093902,0.42161628
324,29.91591972,2.173357984,0.4195551711
325,24.85650585,2.258921205,0.398946637
326,27.30531442,2.264292878,0.414119731
327,26.2351435,2.326612843,0.4146741066
328,19.837872,2.242919,0.3672957937
329,52.69954922,2.288958938,0.5680165639
330,21.42860696,2.211992968,0.3733282283
331,28.64955871,2.303554323,0.4264835679
332,18.38464821,2.268776129,0.3615186664
333,28.23102716,2.154675927,0.4074502646
334,27.40807789,2.222557408,0.4100941439
335,23.57851795,2.120110812,0.3759161891
336,34.62469774,2.208375498,0.4514744467
337,28.74764771,2.257503683,0.4219506933
338,33.85034641,2.241420973,0.450536932
339,31.73061492,2.267685795,0.4408377962
340,39.35720362,2.077626825,0.4651164942
341,20.20061805,2.284692189,0.3740964618
342,31.90257058,2.340523571,0.449954428
343,28.54858912,2.2246186,0.4171119226
344,18.24711068,2.130870308,0.3453771216
345,54.74173776,2.255961621,0.5765060795
346,24.39461758,2.298553572,0.4006008984
347,52.35886001,2.189401575,0.5549267227
348,18.45780552,2.136273972,0.3472316647
349,41.21653615,2.269195032,0.4974693061
350,24.11786344,2.213931657,0.3895511173
351,33.14325617,2.27138861,0.4496577989
352,25.82265304,2.217267293,0.4000693007
353,27.44126621,2.214455799,0.4093915147
354,34.25302827,2.266206734,0.4556878213
355,34.74076117,2.173151148,0.4482514837
356,27.85917011,2.284333314,0.4196432062
