replication,el_app_wt,ur_scan_wt,objective
0,29.26171526,2.64566804,0.4681399921
1,25.14790945,2.515295004,0.4291671599
2,20.711665,2.633437206,0.4158878542
3,20.07987738,2.699343916,0.4194501815
4,26.29916167,2.521312994,0.4366885172
5,28.59310651,2.496120529,0.447543788
6,30.62134141,2.572594248,0.4681136947
7,19.15732111,2.533595,0.3955422288
8,20.08834316,2.558787062,0.4038831448
9,17.24343016,2.465891571,0.3766274176
10,17.88059352,2.515293267,0.3859091339
11,23.09188493,2.494644478,0.4146344158
12,24.02371215,2.673149184,0.4400148626
13,23.39106902,2.654838417,0.4342146
14,17.98494173,2.561558456,0.3916708308
15,16.66434048,2.549824261,0.3825063097
16,19.21120199,2.58658518,0.4017507461
17,20.17000808,2.518471547,0.3998897438
18,15.12854859,2.744256524,0.3949682761
19,14.74812959,2.577687665,0.3741962263
20,30.73537651,2.519621727,0.4629066393
21,35.37034166,2.567215341,0.495783897
22,30.50968569,2.68232658,0.4796415587
23,25.25315797,2.612137811,0.440553951
24,23.3029367,2.562231968,0.4234003975
25,16.01230463,2.635218641,0.3881134083
26,42.90853838,2.634283217,0.5481061018
27,27.16811742,2.640895858,0.4551478577
28,21.4418916,2.566328141,0.4127778783
29,18.08740642,2.509796346,0.3865293941
30,20.07578889,2.604871356,0.4089288941
31,21.96787153,2.565243375,0.4157881818
32,35.19064329,2.464432416,0.4832939388
33,17.41058367,2.524959123,0.3841854402
34,18.07950552,2.519025569,0.3875078342
35,16.86517923,2.650304568,0.3948662569
36,19.86832156,2.495350935,0.3955250338
37,18.66601016,2.552488132,0.3947169959
38,22.32061776,2.575885376,0.4190703062
39,17.67066395,2.583798028,0.3922711933
40,19.81678319,2.535317644,0.3996590032
41,21.34338652,2.676528046,0.4244359725
42,29.90580981,2.552695303,0.4616435841
43,18.42492379,2.492870624,0.3866577903
44,26.60507549,2.509345071,0.4371796635
45,31.77179344,2.600163486,0.4780248721
46,26.17720059,2.543363071,0.438412567
47,23.56743236,2.526847752,0.4210431968
48,32.69453376,2.506692109,0.4731316655
49,21.23481115,2.51181193,0.4054878999
50,26.88411813,2.614154335,0.4504861054
51,26.28801405,2.57544588,0.4426369275
52,18.04473965,2.53771472,0.3893774668
53,23.29522616,2.589940642,0.4264332429
54,15.39460478,2.514457438,0.3710187121
55,28.4669583,2.564247855,0.4543626087
56,23.24001854,2.58202487,0.4252250959
57,21.68362101,2.663292776,0.4249905922
58,20.27015846,2.629355248,0.4128062882
59,28.60342715,2.686915981,0.468804715
60,23.76189933,2.802425369,0.4528204735
61,18.37444877,2.607289664,0.3990705704
