replication,el_app_wt,ur_scan_wt,objective
0,34.29805499,2.477504509,0.4794333681
1,29.23229706,2.537936433,0.4559947052
2,23.60155121,2.603374365,0.4297492422
3,23.11486397,2.564100053,0.4224884819
4,37.01466994,2.507486901,0.498935072
5,34.7108945,2.537442414,0.4885505132
6,37.52922485,2.519975247,0.5033854928
7,21.5164278,2.593443734,0.4162343899
8,24.1050235,2.675486137,0.4407585203
9,19.45208618,2.624925869,0.4074446571
10,19.58140207,2.609467034,0.4064967463
11,26.19815373,2.497061547,0.4333926743
12,30.77887907,2.629876876,0.4754161553
13,31.30608439,2.543754164,0.4689850919
14,19.48970941,2.500239135,0.3938145233
15,18.96024719,2.54078742,0.3951683276
16,22.61580488,2.564045348,0.4195118138
17,24.45354374,2.539886816,0.4277664542
18,17.18335543,2.631799506,0.3947040449
19,16.00526768,2.550904337,0.3787032656
20,37.6867514,2.50866977,0.5030669867
21,50.75844592,2.529811645,0.5832237894
22,37.69897017,2.602510962,0.5135665167
23,32.42369163,2.601946067,0.4821032831
24,28.09642239,2.57093921,0.4529005217
25,17.39537179,2.581112674,0.3903341768
26,54.76702181,2.540490445,0.6082708936
27,32.78528736,2.608052492,0.4849341302
28,26.91785663,2.616542883,0.450952324
29,20.65705635,2.579620355,0.4095831527
30,23.03932668,2.608545383,0.4269772251
31,28.18073696,2.540041468,0.4499693117
32,48.19932426,2.517537168,0.5666270916
33,18.96437924,2.546945389,0.3958771419
34,22.17720016,2.583211549,0.4190306493
35,19.07601706,2.587170266,0.4010110835
36,22.80679027,2.505571111,0.4141514941
37,21.83475849,2.475626611,0.405038424
38,25.51282165,2.575531287,0.4380321767
39,19.66131767,2.632877286,0.4095735735
40,22.59823708,2.586726653,0.4219273884
41,25.01219092,2.581567929,0.4357229698
42,37.23237505,2.558748209,0.5059266366
43,23.32732137,2.540971894,0.4211833138
44,38.84564042,2.458256911,0.5043637069
45,37.08777236,2.618208973,0.5116726579
46,31.36962526,2.515060347,0.4661751095
47,28.62349624,2.602680995,0.459564731
48,51.06731016,2.413544104,0.5721436514
49,24.59174626,2.522745945,0.426684547
50,33.32822468,2.593579582,0.4865577989
51,31.09086702,2.531479251,0.4663401569
52,20.05056312,2.576447016,0.4056204807
53,26.99770102,2.604782815,0.4501209141
54,17.07963844,2.56024516,0.386136199
55,38.96452214,2.528675114,0.512895581
56,29.56286896,2.61759416,0.4668132537
57,25.09209926,2.639677392,0.4426552216
58,22.62919635,2.558995047,0.4190303803
59,39.32336382,2.601261482,0.5230966954
60,27.48396747,2.699295203,0.4635167337
61,20.97644624,2.55120555,0.4083270824
62,18.23999523,2.566494209,0.3937374234
63,24.40157943,2.616366186,0.4359548506
64,19.31112151,2.452709498,0.3874704293
65,16.37535681,2.642308246,0.391062167
66,22.6606574,2.596471036,0.4233816473
67,22.30686713,2.637875702,0.4258762712
68,24.43126773,2.498764314,0.423064692
69,41.2762521,2.598269963,0.5343886393
70,24.42746415,2.470443518,0.4198952966
71,32.77863495,2.551506464,0.4786116406
72,29.23744273,2.566618407,0.4592122202
73,24.14551887,2.521691473,0.423911268
74,24.80241793,2.63074189,0.4399380946
75,24.75886224,2.691383521,0.4464167934
76,20.69589772,2.479481515,0.3986878135
