n_urgent,strategy,rule,awt_e_hours_mean,awt_e_hours_std,awt_e_hours_ci_low,awt_e_hours_ci_high,swt_e_min_mean,swt_e_min_std,swt_e_min_ci_low,swt_e_min_ci_high,swt_u_min_mean,swt_u_min_std,swt_u_min_ci_low,swt_u_min_ci_high,overtime_min_mean,overtime_min_std,overtime_min_ci_low,overtime_min_ci_high,objective_mean,objective_std,objective_ci_low,objective_ci_high
16,1,1,37.86413477728809,19.13935386912192,33.231424184567004,42.49684537000918,4.994043525686154,0.17165845598843812,4.952493327449275,5.035593723923032,145.17188648026848,4.125863524429116,144.1732147495273,146.17055821100968,15.852739470041676,1.113063655905884,15.583320668114032,16.122158271969322,0.4942185814420267,0.11369732837987023,0.4666979649598111,0.5217391979242423
16,1,2,37.63159807302361,19.13933021376982,32.99889320611756,42.264302939929664,11.7144026189972,0.27410348156734676,11.64805544180187,11.78074979619253,140.76054177000916,4.110218533964703,139.7656569337234,141.75542660629492,13.17447600573844,1.0057868564088215,12.931023721216853,13.417928290260026,0.4846652775219829,0.11359529705330648,0.45716935788223095,0.5121611971617349
16,1,3,37.742657460073325,19.13933082705899,33.10995244471967,42.37536247542698,9.435109113129224,0.1542106680745675,9.39778217929515,9.472436046963297,143.14775388301206,4.1276889749004875,142.14864029912403,144.1468674669001,14.612863678986402,1.0539610929992853,14.357750745015778,14.867976612957026,0.48974710847426844,0.11364599700463451,0.4622389168318578,0.5172553001166791
16,1,4,37.83913477728809,19.13935386912192,33.206424184567,42.47184537000918,4.995244515159068,0.17121080547124504,4.953802671431282,5.036686358886854,144.01850760651337,4.115663814330669,143.022304731583,145.01471048144373,15.120227607288953,1.0840857142849918,14.857822961535042,15.382632253042864,0.49193388511496705,0.11366106754018235,0.4644220456258136,0.5194457246041205
16,2,1,37.42052412100423,19.292846351343314,32.750660432460116,42.09038780954834,4.890161506539966,0.20721333211335954,4.840005194827515,4.940317818252418,123.92933404966819,3.97949277876257,122.96609158725813,124.89257651207824,21.31529929469008,1.09971828294781,21.04911076119728,21.581487828182883,0.4522399817646223,0.11531896026092298,0.42432684674472676,0.4801531167845179
16,2,2,37.18087772628195,19.292892588305993,32.51100284600858,41.85075260655532,9.881839829349516,0.2860836945231443,9.81259282283691,9.951086835862123,124.9051290477233,3.95549190992161,123.94769603322221,125.8625620622244,17.220646679060838,1.0692987910846288,16.961821231236623,17.479472126885053,0.4526205429035467,0.11528009397488302,0.4247168155290852,0.4805242702780082
16,2,3,37.28853093174962,19.292853773109098,32.61866544675547,41.95839641674377,9.257332752723931,0.1794266273263311,9.213902256443074,9.300763249004788,125.78780352001125,3.981615250975181,124.82404730987652,126.75155973014598,19.093645224476713,1.066657433334302,18.835459121434603,19.351831327518823,0.4548959181493241,0.11527414735212989,0.4269936301642175,0.48279820613443075
16,2,4,37.39552412100423,19.292846351343314,32.72566043246012,42.06538780954834,5.038198981560791,0.2081954349419336,4.987804950319865,5.088593012801717,123.10551751386508,3.9808691295278438,122.14194190359574,124.06909312413443,20.289266333360953,1.0950763567889492,20.024201385368155,20.55433128135375,0.45056558606339964,0.11530423852540918,0.4226560144626521,0.47847515766414717
16,3,1,37.343523431048425,18.98302946408861,32.748651405504205,41.938395456592644,4.672147010692189,0.18377967564090697,4.627662852246169,4.71663116913821,138.5420391022727,4.746338050935297,137.39318054019355,139.69089766435184,23.80002052683376,1.0863557583708492,23.537066413352022,24.062974640315495,0.47884220923663984,0.11243897046790062,0.45162618025868795,0.5060582382145917
16,3,2,37.10908809296049,18.98307457350713,32.514205148610834,41.70397103731015,9.8101449511134,0.2792755649071957,9.742545863041725,9.877744039185076,137.98874341037433,4.738094173935667,136.84188029163997,139.13560652910868,19.99265336677459,1.0371207773185194,19.741616657600925,20.243690075948255,0.47642213914397663,0.11252649662438335,0.44918492432270685,0.5036593539652464
