configuration,n,mean,std,tcrit,half_width,ci_low,ci_high,relative_half_width_pct
baseline,90,0.43301679558221096,0.05518375916690825,1.9869786995062808,0.011558014592293662,0.4214587809899173,0.4445748101745046,2.6691839000732944
best_tested_n12_S2_R4,90,0.36200840482722824,0.02998111349072364,1.9869786995062808,0.006279422649894306,0.35572898217733395,0.3682878274771225,1.734606867177909
best_n10_S2_rule_comparable_R4,90,0.366786000016539,0.020840841099850793,1.9869786995062808,0.004365029660614267,0.36242097035592474,0.37115102967715324,1.1900753192372229
