replication,strategy,n_urgent,rule,electiveAppWT,electiveScanWT,urgentScanWT,OT,objective
0,1,18,5,34.865733536085685,0.4657457768082981,2.930772222360465,0.8232701473033245,0.5331754862310378
1,1,18,5,59.709168659876006,0.4591113495048153,3.005306475069812,0.7769326698350904,0.6893346598879712
2,1,18,5,149.69522059520241,0.4611709075294442,2.884300456057434,0.8477752611101464,1.2115208081841737
3,1,18,5,61.95780635319206,0.4626447059434777,2.989764432103562,0.8965100714661314,0.7009925143995548
4,1,18,5,35.061109111723695,0.4538532044388034,2.9970590755769564,0.7856841799741051,0.5417036419989696
5,1,18,5,46.59811898802769,0.46265230543729774,3.0199374776598793,0.8363442956525218,0.6129183645099927
6,1,18,5,126.89320462475882,0.4563534709006107,2.8623091296046246,0.7006155351783436,1.0733510419288401
7,1,18,5,77.18255918020476,0.4548453909420524,3.0004653471359557,0.8744012367801351,0.7928050336909281
8,1,18,5,27.61470190476456,0.4595943796825244,2.909991867159382,0.8133809454919257,0.4877056553079743
9,1,18,5,53.92750056532274,0.4575231574994842,2.9112992365877104,0.8469634342485535,0.6444747201287302
10,1,18,5,60.46889429120226,0.46030467392456575,3.023543862696704,0.853477471920571,0.6958832126679011
11,1,18,5,33.49618704150594,0.45883862841690093,3.049891380938446,0.8300381461341365,0.5382588858275213
12,1,18,5,54.89647883805419,0.4550831377815033,2.9395091416469796,0.772895994020861,0.6533768818380822
13,1,18,5,220.99479991797423,0.4709509940885399,3.0088782744393283,0.8410116689790532,1.6497650458780257
14,1,18,5,115.05611781357827,0.4709508911605086,2.9072278656808113,0.748522375919292,1.0078831625374212
15,1,18,5,31.67613367593489,0.46295368957472893,2.936653953706993,0.7774854194420001,0.5148432984829291
16,1,18,5,37.871224101222964,0.45752278432074206,2.9015621244073015,0.6967772428509875,0.5478197445842813
17,1,18,5,83.06480749190848,0.4602328120231137,3.006554371374584,0.7345054555506946,0.8284949747474248
18,1,18,5,95.60237145355391,0.47147162838154405,2.9802961220538915,0.8909696150790285,0.9002057484041264
19,1,18,5,53.149383767341774,0.46021483759281345,2.9518886815189194,0.8379002122962861,0.6443530108473905
20,1,18,5,44.4446562912477,0.45180902104283804,2.8724905527226197,0.7344479519511302,0.5837171425123211
