replication,strategy,n_urgent,rule,electiveAppWT,electiveScanWT,urgentScanWT,OT,objective
0,1,20,2,85.68661864286673,0.23183933427919745,2.3891785306830338,0.34871877402698603,0.7755036778707343
1,1,20,2,184.1424975439453,0.23551733254952387,2.4707041444737357,0.40646188987609316,1.3706089776237402
2,1,20,2,173.72916788662087,0.23744884875819341,2.5697603755456067,0.4175864303724296,1.3196311204174933
3,1,20,2,56.267586673331586,0.23539404057115162,2.432890300502552,0.37699701193840607,0.6052472556510669
4,1,20,2,72.30211298528776,0.23623619893724773,2.448599553387596,0.3718911173068799,0.7024363371935887
5,1,20,2,126.31242440171874,0.23786033046639066,2.4978840250971013,0.37562616280888916,1.029402338513083
6,1,20,2,336.6776761435619,0.2338792841188379,2.5116769398967023,0.3942946256694366,2.2831090021128984
7,1,20,2,134.3881077213663,0.2309324690937019,2.395097980489988,0.4194428654648358,1.0660512104594013
8,1,20,2,111.96429506180499,0.23660853559449277,2.446928125982174,0.3172239779785481,0.9383350401595569
9,1,20,2,128.83429683124942,0.23308480429368708,2.417402288851337,0.41606655438052714,1.0354710687885378
10,1,20,2,207.9320933925783,0.23988004288029266,2.440068169926481,0.453261058182398,1.508809717646067
11,1,20,2,54.549854630733314,0.2367771467633171,2.457244017041195,0.42213434852798665,0.597728628663704
12,1,20,2,105.17404020405966,0.2353459022022138,2.473938344808321,0.33511079653610554,0.9009179919076289
13,1,20,2,208.8348255526284,0.2414370618729423,2.4192456403724867,0.3614525993827564,1.5118695089657626
14,1,20,2,157.0526955540996,0.23378465125644798,2.3189319450722734,0.3578148277843989,1.1924965785443375
15,1,20,2,122.23585401934346,0.235819941399004,2.3873726549122747,0.3549672223939079,0.9928579974863447
16,1,20,2,127.66802684513438,0.23498175099557547,2.437321471051936,0.40274207240430027,1.0307422280045864
17,1,20,2,138.24606437479915,0.2372589306111278,2.412524731654449,0.38260468474648757,1.0909515438433464
18,1,20,2,172.35415132558433,0.2342002780755703,2.494620205999184,0.43592539329552854,1.3030975903029904
19,1,20,2,67.84747848067218,0.24614710590764693,2.4476683363268585,0.3398114778240173,0.6758171870561916
20,1,20,2,128.2097173494023,0.23352061362327436,2.3920413397813687,0.33081746188156785,1.0289354505475468
21,1,20,2,48.77421946684022,0.24007396421179403,2.485162797568389,0.39027710841403995,0.5664519346514889
22,1,20,2,154.5224416525733,0.24155622143814576,2.472114771089334,0.40268327958767763,1.1944558574181003
23,1,20,2,77.99107437020056,0.23425068011605168,2.415809927412301,0.35100473269514754,0.7326559108049415
24,1,20,2,278.29372211805253,0.23837324843104143,2.4746123973272427,0.3208618041416456,1.9314671837390538
25,1,20,2,215.9287523684424,0.23544664763480877,2.440988114622538,0.38450822507419724,1.5565110942940263
26,1,20,2,158.21728287116647,0.23495958643284418,2.4479535989021257,0.3683642255319135,1.2137643852222588
27,1,20,2,90.23306308677466,0.23664013181409566,2.4862519405701637,0.378653492445602,0.8133517816116134
28,1,20,2,204.5498379424299,0.23589240204842937,2.4611727478277237,0.38079373420924767,1.491022197828655
29,1,20,2,188.56084003220946,0.24090803732646046,2.6286228981545707,0.36671847727446394,1.4144551634787388
30,1,20,2,195.07232808050225,0.23300893304199866,2.358841437042367,0.33055085594415323,1.423238303007697
31,1,20,2,267.24918142291733,0.23379312099655042,2.4372976691150035,0.4304330850831199,1.8615797891650638
32,1,20,2,75.84951602730102,0.22877629405120853,2.4652317531628443,0.44355763986555474,0.7253998536885363
33,1,20,2,102.54140046434303,0.2337526463677729,2.4707932161332806,0.3297166483070158,0.8848980585247872
34,1,20,2,105.21475170256649,0.23487362173073162,2.474629592079184,0.39855937169900046,0.9012371275082018
35,1,20,2,149.4044832674912,0.23603848308150116,2.458837396275951,0.3769461014068366,1.1625165555435055
36,1,20,2,93.95740198943176,0.23482123310018826,2.462052292149731,0.369065096130411,0.8328316157315083
37,1,20,2,265.35748142004434,0.23784469206705391,2.5797881336294144,0.35120590054981077,1.866151943935278
38,1,20,2,128.26566142112583,0.23958278948514766,2.4925361736075486,0.4349821711418837,1.0404345436218256
39,1,20,2,72.89529985583607,0.2360928550634597,2.446905498761026,0.43757147438342137,0.7057789831312017
40,1,20,2,105.2255682689793,0.23642148207585095,2.5385944883254625,0.3761456457132827,0.9084087225261186
41,1,20,2,247.28933568841418,0.23434362235875164,2.5098753070003994,0.37843381169895435,1.7508353655898112
42,1,20,2,176.27921304736262,0.2377519407611115,2.4433099220872583,0.3959133291307348,1.3207599102757426
43,1,20,2,148.87218351319228,0.23806389981275353,2.4460170164097046,0.38090335553865867,1.1579236179732546
44,1,20,2,222.72988773640358,0.24109049254312395,2.4624550823067124,0.3584120782610288,1.5993792615444178
45,1,20,2,170.21267096988228,0.23776816584766877,2.477790106137574,0.391083404878235,1.2884806723280773
46,1,20,2,160.32646817634503,0.22978726674945427,2.485398578713499,0.42836376055194697,1.2304796129702202
47,1,20,2,101.63897249096543,0.23557623427511007,2.4722613330159535,0.3708217220486575,0.8796895875432333
48,1,20,2,83.36683087143048,0.23648911065070147,2.372539334913192,0.42569879051100606,0.7598466177964884
49,1,20,2,137.24967245572233,0.2389476212570313,2.420913911654063,0.4273960475376606,1.0859527706741954
50,1,20,2,287.0632826715382,0.23502192960853735,2.441894121280588,0.41693792908970445,1.9800315849331898
51,1,20,2,257.6912231962196,0.23334312261431472,2.4416721640034607,0.3355160864250351,1.8051732356604218
52,1,20,2,60.38974824741293,0.2337491788294133,2.486793796577741,0.39365167391367883,0.635773209028953
53,1,20,2,129.3181231853825,0.23294874373669383,2.464150561978357,0.48006110132091967,1.0435452401328082
54,1,20,2,153.4748168813842,0.237134011901343,2.548724026249354,0.452345887481477,1.1967321351470563
55,1,20,2,121.49967917540773,0.23496606368148426,2.443262617177012,0.3802240443049159,0.9946860001748727
56,1,20,2,104.9449429429279,0.22995935441293777,2.441430913075114,0.3536253382215489,0.8959423808749802
57,1,20,2,61.2259692431406,0.23438552927650205,2.5277567323193315,0.43181550213073017,0.6453021522605245
58,1,20,2,101.27246416644554,0.23867832297031213,2.3669299390342857,0.3579178012948814,0.865804502153287
59,1,20,2,213.28061623104193,0.23945178903982015,2.4641759569004758,0.4678316129787031,1.543324806110223
60,1,20,2,49.53985400477863,0.22844939662982044,2.4862718264008405,0.3441635865195993,0.5711325085174266
61,1,20,2,57.737492979838535,0.23531852410935616,2.4803162190076695,0.4112228520727612,0.619266244452272
62,1,20,2,156.56983355933352,0.23512274462282243,2.4276919914612596,0.4068876362674692,1.2017068496028394
63,1,20,2,279.6422526180785,0.23449764118302044,2.3667407687251747,0.3399141113535684,1.9275084144897723
64,1,20,2,101.16990748596196,0.23457464173092268,2.4107791351910888,0.3472297215563652,0.8700661786281485
65,1,20,2,349.4051044310431,0.24159015017680577,2.435670811053116,0.40052685914586567,2.350422378397031
66,1,20,2,203.55031636527374,0.23375652071865247,2.5233099105431993,0.4413055991757852,1.4919767938219053
67,1,20,2,122.65770623119982,0.23829971761823154,2.414688248592691,0.3631063434514357,0.9984040885214089
68,1,20,2,95.7044695868055,0.23602105845558244,2.435537087430067,0.3822965452102703,0.8402846937628974
69,1,20,2,150.03995091748448,0.24122467631632394,2.4494849954213636,0.40692946739700186,1.1652599454286703
70,1,20,2,83.85526553357201,0.23526015896256675,2.3509993567661196,0.3756530328567339,0.7603606360706721
71,1,20,2,194.75938920904778,0.2334758902208647,2.4637868326475076,0.3502192732525571,1.4330361711416741
72,1,20,2,222.52534418599393,0.24058257507391442,2.4758530271906296,0.4048953460901107,1.5996504009536845
73,1,20,2,52.73467706807025,0.23401072033742493,2.450450709444889,0.40257583296477817,0.586169188359374
74,1,20,2,95.88570724724023,0.23299395084379387,2.463845158092153,0.4168815874056773,0.8445088305453994
75,1,20,2,229.19211994204315,0.235524882593194,2.4512664935234176,0.35228795134999713,1.6366017529036525
76,1,20,2,70.97931568228987,0.23555403024893562,2.432552246239168,0.3978016110112321,0.6927795095957598
77,1,20,2,254.63192729005664,0.23684417022863583,2.457943631670953,0.3435099894316072,1.788771081832824
78,1,20,2,87.17783020213528,0.23444854152987346,2.439789693642492,0.4202319599903123,0.7900033997031456
79,1,20,2,264.3324483217729,0.2391231111393987,2.466318681280307,0.42026908281166975,1.8474428395178886
80,1,20,2,263.14812552633805,0.23202997589865001,2.466844866475323,0.43252804282406837,1.84045176409054
81,1,20,2,242.79495943344963,0.23702101294259792,2.4802555974693696,0.4019936495293261,1.7207920471401459
82,1,20,2,147.04532105943176,0.2404477178606002,2.416929987973608,0.3442899298826403,1.1438175446524153
83,1,20,2,141.1670049669122,0.23902439593282504,2.421357148134278,0.3548187345739762,1.1093194745957464
84,1,20,2,50.02596166424664,0.2333951717619105,2.4746095022444585,0.38000118952219125,0.5727301926952968
85,1,20,2,158.24961791717632,0.2291370994891803,2.5740587582071246,0.44242634932909436,1.2279685401014442
86,1,20,2,49.18691579931945,0.23761907044183522,2.462522222413358,0.41945650971099274,0.5663928409783856
87,1,20,2,93.80529825746025,0.2369747315264425,2.3614146301298025,0.3821430585755773,0.8207442739278763
88,1,20,2,182.08328520369426,0.23460272022320117,2.4541333990916945,0.31349637157314064,1.3565105673813842
89,1,20,2,89.75903397729175,0.23465543577103065,2.413782163080894,0.38531132479134944,0.8024779822706454
90,1,20,2,129.57760208358513,0.23428744144810498,2.5008779105166727,0.43496517781587063,1.049170573888272
91,1,20,2,132.2437963286529,0.23684087314572821,2.4698901118963317,0.3796884135452018,1.0615976889923675
92,1,20,2,67.3340637232803,0.23743093706569138,2.459914198389876,0.38686483196473265,0.6741217981739562
93,1,20,2,134.66424353688004,0.2328704665545266,2.391826215764847,0.3552638312087312,1.0673313466140306
94,1,20,2,93.91836587264119,0.23576649088227997,2.5067003196135884,0.40972518613861686,0.8375601498338978
95,1,20,2,194.60139745824864,0.2353707792236057,2.496904008148854,0.4097029886172996,1.4357754302204002
96,1,20,2,70.95391312835714,0.23784364938169186,2.4430935724103477,0.352448412786271,0.6937995623810533
97,1,20,2,123.45489855347131,0.23479756999135482,2.3884020403272648,0.3757682101459871,1.0002285911086126
98,1,20,2,128.36302306215276,0.2367871627929952,2.5452011210927807,0.41773037157668935,1.0468657380310595
99,1,20,2,243.4171846447995,0.23811591150590494,2.547876688065298,0.41217786034837084,1.7320092231469348
100,1,20,2,267.0514909699077,0.2317327367736087,2.3921708583616277,0.3455564011956673,1.8553889701943933
101,1,20,2,237.58665486780563,0.2349360683961556,2.497042410272926,0.43229403407896844,1.691655435672025
102,1,20,2,64.8007764705952,0.23655898626900254,2.4604661133049013,0.4092467745626041,0.6591040312636112
103,1,20,2,148.55979582261773,0.23502237143982357,2.402774523344503,0.41433754279468027,1.151259445982431
104,1,20,2,123.60035564157266,0.23632819631299581,2.4805807609133455,0.3998381834413356,1.011336487174336
105,1,20,2,251.38866250719673,0.23900338635102536,2.378528783529333,0.3450779739389882,1.760642062300065
106,1,20,2,109.42515056443023,0.2394794021754795,2.3776331244095847,0.34273652880333233,0.915521640198864
107,1,20,2,140.23389541709128,0.23651162588164187,2.429780691839253,0.3247121086158088,1.1047012003854604
108,1,20,2,152.2459227101714,0.23265338886108858,2.331193047220412,0.3273391640819911,1.1652471801088438
109,1,20,2,197.20673364597891,0.2369902478040015,2.481121266764248,0.3836765185645614,1.4495297457871716
110,1,20,2,140.09719047406867,0.2376411157174218,2.503856890737866,0.4414399339354619,1.1121181692530286
111,1,20,2,65.6557432346255,0.23665428761942076,2.4227233513126265,0.4395434538249281,0.6599994789233801
112,1,20,2,212.528863271123,0.23477165699645974,2.3871409623108883,0.3363862846523603,1.530290642267418
113,1,20,2,201.56067496156933,0.23783389140879677,2.424918523793996,0.37556757567547816,1.4692013139229598
114,1,20,2,100.42237051783103,0.23487670668443725,2.421260790059217,0.3361858912856337,0.8667811821365262
115,1,20,2,95.93833621040218,0.23989359822982678,2.541321651036052,0.4100412691585376,0.8534305973992569
116,1,20,2,195.28507469794576,0.2362552284824561,2.4475268335507865,0.36669416370879254,1.434358584866431
117,1,20,2,435.0109500985249,0.23622777067103204,2.5359896061127167,0.3939882613653732,2.8711275163450134
118,1,20,2,251.10000071263127,0.23954663925273137,2.5085505313770575,0.41296594904501854,1.7733706982043829
119,1,20,2,93.97478912352643,0.23345528516379396,2.516480573610242,0.3064217220427946,0.8389826974062555
120,1,20,2,73.77852472390808,0.23692849640298208,2.5146148159666817,0.41300008882107075,0.7185595314798777
121,1,20,2,155.23056663568116,0.23653890766652585,2.412529494827112,0.3697472543556139,1.1920503008280987
122,1,20,2,186.30633963915554,0.23489245498856104,2.4019810469482605,0.37046222009709423,1.375853090370177
123,1,20,2,55.2311330008621,0.23905439723600902,2.513659079125129,0.39549060460590696,0.6080521972888759
124,1,20,2,126.37510835448823,0.23545757146569357,2.4957810370637694,0.3450791519778359,1.0295417919425311
125,1,20,2,166.34138945283985,0.24349532278124317,2.407079255379965,0.38879096404887936,1.2575805687694395
126,1,20,2,96.39818552093166,0.24040448137707815,2.472552377425421,0.3529124508486849,0.8485267652750368
127,1,20,2,99.36577938885867,0.23770670009684652,2.44052729293672,0.42304379672113257,0.8626326717679214
128,1,20,2,110.88166004303206,0.2346666698010401,2.4863937161389904,0.3683028509332308,0.9362758496684119
129,1,20,2,135.78702131633582,0.23212750854704975,2.489682123966041,0.3285905764783768,1.0848874263712416
130,1,20,2,120.468160068715,0.23849313028476596,2.4403593843116616,0.3870771263827268,0.9882234240626944
131,1,20,2,144.54879316005105,0.2364322630951446,2.3279412959472525,0.4036869278955279,1.1190696270896812
132,1,20,2,326.6862278300418,0.2386626132706729,2.6371328418884694,0.39787698151906764,2.237575640150555
133,1,20,2,47.03919059177864,0.23266488388815768,2.3812291054875407,0.37675323551274015,0.5445761938147584
134,1,20,2,249.69734396172421,0.23421606168597034,2.4569567764743256,0.4103523017135018,1.7592889114439183
135,1,20,2,149.73827797257022,0.23823124692644435,2.4065226121329837,0.3943196591630264,1.1586906749943606
136,1,20,2,275.6928449685602,0.2359695807415378,2.3782928845450924,0.3743088947322877,1.9052836040480272
137,1,20,2,66.57782563666963,0.23199385896715619,2.4207574965087377,0.3698460568622613,0.6652696363382901
138,1,20,2,102.8697724772042,0.2380142294022414,2.4671218675251017,0.3843768116152213,0.886444726216306
139,1,20,2,166.86195400821003,0.2397554930825307,2.3255254752771535,0.3529855833648011,1.2516176361907752
140,1,20,2,252.99243441836379,0.23371723008193476,2.5081849172629895,0.407723749313157,1.7845945607575768
141,1,20,2,127.0408537421113,0.23459677824902261,2.52364301746485,0.38370695858567305,1.0366003377070743
142,1,20,2,98.4938306879959,0.23845146963700067,2.4315701853114944,0.3988261316775609,0.8564472667488716
143,1,20,2,121.19754178777148,0.24317199968539846,2.454841448864767,0.37156262478332924,0.9941741001978996
144,1,20,2,205.9635807871521,0.23552112368799455,2.486383126482839,0.41442135235204985,1.502238486993046
145,1,20,2,138.27316223296708,0.2324390097132747,2.3865167648858727,0.2881935774016455,1.0882230665327581
146,1,20,2,329.3182948935835,0.2364384188594214,2.4874510462738764,0.40786176651597517,2.236611395381126
147,1,20,2,143.9415120166023,0.23583831224324409,2.3903238228666113,0.27510129607645156,1.1223862502586055
