replication,strategy,n_urgent,rule,electiveAppWT,electiveScanWT,urgentScanWT,OT,objective
0,1,14,6,20.10197009466357,0.6206375453841444,2.797176747332773,0.7616674219940893,0.430452000267115
1,1,14,6,30.3270697259246,0.6246839656986692,2.88746137815381,0.7616998106687259,0.5013473141952126
2,1,14,6,28.226107058980535,0.6351133425742825,2.9823447781002512,0.7846258157540809,0.4993841840288803
3,1,14,6,20.13911769337257,0.6203690076597456,2.85552595374996,0.7512214212081136,0.4371563620835624
4,1,14,6,19.973066069782377,0.6211798028860369,2.8488084214544522,0.7311196176362539,0.4354215670849136
5,1,14,6,22.172228787153912,0.6264664647528307,2.9635279276685345,0.8402870400518193,0.4612584331565469
6,1,14,6,30.139891961417806,0.6390142607380188,2.9142448603580866,0.7597279434892734,0.5032091033021949
7,1,14,6,24.665774977342448,0.6272185413589378,2.8117931490351373,0.7627944738130739,0.459241550154752
8,1,14,6,22.465733001138737,0.6253143966969484,2.822888154957138,0.646844913585228,0.4473788406369364
9,1,14,6,25.425243064513907,0.6135161458129442,2.8414038155756356,0.8097245451327159,0.46705226759082796
10,1,14,6,25.066446292291502,0.6225485265483852,2.840988794296215,0.7920468828521028,0.46487045904258434
11,1,14,6,19.809810712302824,0.6174428212207013,2.8638587993067266,0.7645874792490107,0.4361220732104864
12,1,14,6,24.511606246479502,0.6308483658373487,2.8833580001160177,0.7254604959576857,0.4662755292578085
13,1,14,6,28.57948088676603,0.6323119859970175,2.8684262442898016,0.8060597655266193,0.48882998480263284
14,1,14,6,23.55721096306829,0.6261445613355461,2.746913825250847,0.7771422605967941,0.4454341410778815
15,1,14,6,20.710203905761247,0.6209645569597749,2.835759962850054,0.7886252485558526,0.4383594635652515
16,1,14,6,26.419012181988716,0.621326891958626,2.8062183834547025,0.680338530088863,0.469058067498868
17,1,14,6,27.28238848695852,0.6275235513180051,2.8421300453540974,0.7577121566631162,0.4781873968267957
18,1,14,6,24.946567684249793,0.6329857386524688,2.940118592511244,0.8673855776702194,0.4751713179233711
19,1,14,6,17.801307521620924,0.6277482937888789,2.840616171631608,0.698203518462421,0.4215841828893508
20,1,14,6,30.818629148451368,0.6216684226451492,2.7998856382290933,0.7207591338187211,0.4945426253694114
21,1,14,6,20.44602634698919,0.6210556665117816,2.8880394705101153,0.777770678104671,0.44259581228082145
22,1,14,6,23.069097493384636,0.6310232908194544,2.902973183887449,0.7845297367586158,0.4598686324957362
23,1,14,6,21.563009484343237,0.6247530928348329,2.856390416871641,0.7737001343560275,0.4457279599163524
24,1,14,6,30.68106274948255,0.6286118906980236,2.8659962398508667,0.7173088874382257,0.501069400158921
25,1,14,6,40.11894959466861,0.6366458460553638,2.878953488054207,0.7646978112297855,0.5586869922917488
26,1,14,6,20.240789225440196,0.6259457335435012,2.858578466121234,0.7103472336503651,0.4381007178156938
