replication,strategy,n_urgent,rule,electiveAppWT,electiveScanWT,urgentScanWT,OT,objective
0,3,15,1,18.485126476055555,0.11113901327570695,2.747923512908921,1.4125892935179285,0.41535534950608377
1,3,15,1,21.14065379375376,0.10614155249615323,2.904916010170062,1.4648492619168723,0.4486056705372713
2,3,15,1,40.25501255342485,0.10834582495599779,2.76029156240634,1.4745065908294892,0.5463122324504555
3,3,15,1,23.714016736559465,0.10373135592570293,2.85409609498921,1.4748045855721992,0.4582766498592741
4,3,15,1,21.77512387558446,0.10266873104379694,2.8130612310843754,1.409943431523966,0.4421761916021396
5,3,15,1,19.74959675546343,0.11046254379631208,2.8058581699795333,1.4852093736847027,0.42931914243103997
6,3,15,1,35.31809331515559,0.10583972624903273,2.688202416946152,1.332272962295072,0.5089159033620065
7,3,15,1,33.78191751177681,0.10387967881077641,2.8252994027270644,1.5192199548669263,0.5150049981905676
8,3,15,1,16.980972499814367,0.10802550902273533,2.732659543954596,1.484660588164138,0.4047060554779771
9,3,15,1,25.518342900778624,0.10668924147847557,2.7665273838288846,1.4157223040404794,0.4592868297554631
10,3,15,1,21.065560345364414,0.11040800497653551,2.8609187645848224,1.4560802982435572,0.4432701028826256
11,3,15,1,18.47746685671516,0.11445709024933842,2.8820721856569618,1.429804116868385,0.43021516461693515
12,3,15,1,27.811342849375396,0.10043220417342663,2.7894889875022297,1.3780323038449431,0.47548692827033934
13,3,15,1,78.1362000730513,0.11873818168967185,2.8329678474415516,1.5100926381796547,0.7798706342775412
14,3,15,1,33.700862893597794,0.10927779943099243,2.703566456149065,1.3944531381226988,0.5009966472721052
15,3,15,1,19.028831312938184,0.10844524051789405,2.769512017807125,1.444055889137135,0.42099041058732845
16,3,15,1,17.630529958283535,0.10205848700977568,2.7512139686904664,1.4066749436319916,0.410634071669676
17,3,15,1,32.314965215284886,0.10901343167850419,2.873858002932361,1.462275056471159,0.5116685393056881
18,3,15,1,33.82306897336829,0.10921267119841205,2.83132140772581,1.4992978483020822,0.5159190590332345
19,3,15,1,22.014527542502208,0.10413336975977028,2.788277923403848,1.5075675386750456,0.44084751257563903
20,3,15,1,25.47834678204107,0.1031768123333208,2.714934693848102,1.3737794928772533,0.45331623651114467
21,3,15,1,16.921974765222135,0.10822293594855129,2.7708685858826025,1.4941162703063344,0.4086003275894685
22,3,15,1,18.744550380270336,0.10900563311337444,2.853186415693253,1.4038222725706224,0.42859541749927216
23,3,15,1,20.268975440366244,0.10657980051082379,2.7738649594106213,1.3991442090063064,0.4288558810478046
24,3,15,1,31.592731426073875,0.11197044996046764,2.8541904203187114,1.6334883765217727,0.5051842416985505
25,3,15,1,28.170071372821646,0.10275306387895107,2.793789063880933,1.4852588900285586,0.4781000033646769
26,3,15,1,24.465083549443,0.10399227257324874,2.7564173803913876,1.4825157326129046,0.45189409513937834
27,3,15,1,16.98919556907075,0.10291192752331696,2.866494040090988,1.4458635776550128,0.4196255018894992
28,3,15,1,17.945237428059073,0.1046073695349682,2.72694436622914,1.473340338295646,0.40981070792263696
29,3,15,1,19.915551827275916,0.109682821079486,2.864657295721114,1.4646704656544183,0.43684020643295657
30,3,15,1,22.21726805115621,0.10355343618209396,2.8292474330665716,1.4543633370922733,0.44660646905792983
31,3,15,1,45.812739202269114,0.10412943246996921,2.7560084147613124,1.4733302010419969,0.5789180333996842
32,3,15,1,52.286723239507104,0.10842483171146486,2.709401652656057,1.475020963050907,0.6122751235461517
33,3,15,1,28.202376191082976,0.1043800231889985,2.7738159708794137,1.488431511366537,0.4760730613938414
34,3,15,1,26.032804015117907,0.11235257289877894,2.8354686957957616,1.5080483193289964,0.4700092440672944
35,3,15,1,38.3236342031252,0.10223854125376644,2.815795726536049,1.4482778940187793,0.5409830620940363
36,3,15,1,22.53814425915841,0.1036010869101315,2.7929384699773596,1.4232499602391007,0.4444821172543797
37,3,15,1,27.506027576974994,0.11171019482050774,2.7806772972629283,1.4265094935216631,0.4726904987651765
38,3,15,1,31.877673168971192,0.10815295975718445,2.8127884566503174,1.4617550805696689,0.5022801053161337
39,3,15,1,34.19424448526344,0.11293142294567014,2.8004390869905103,1.5401971514921378,0.5146970681096406
40,3,15,1,21.076341117424974,0.10601235655459125,2.775330805415982,1.5020749748700846,0.43382450090390856
41,3,15,1,19.271472761506313,0.10607480162263948,2.884014154700207,1.4284304962259085,0.43515716457883036
42,3,15,1,26.662129088053312,0.10913697312677896,2.7753176857427784,1.53775628392437,0.46707178108284825
43,3,15,1,53.356289079591356,0.11134466019549458,2.762359060127888,1.5171947228235796,0.6245257432657456
44,3,15,1,25.65053227563286,0.11068108324934857,2.781426145741051,1.4256296724771098,0.4617290892626933
45,3,15,1,25.622532742673222,0.1001202101623225,2.8168376035218503,1.5174783181644056,0.46549703179611757
46,3,15,1,38.56223798343276,0.09667780661525852,2.6791611273254894,1.372814258041101,0.5272217005565986
47,3,15,1,21.55576588969771,0.10874539295065089,2.7465770566684875,1.5195734094075788,0.4334833588145405
48,3,15,1,26.6033221157014,0.10451340571008244,2.8414972103388627,1.5121074888887713,0.47407502009142954
49,3,15,1,26.56019678261396,0.10219838598640356,2.802264520218565,1.3834550908004268,0.4694591338890506
50,3,15,1,30.394920436408757,0.11332553414055274,2.905157744988688,1.5033332752038684,0.5037174504535571
51,3,15,1,53.68054871239956,0.11207736920579901,2.870354460305448,1.5371865085544616,0.638455349036317
52,3,15,1,20.101191940198067,0.10137985411409327,2.833814514701848,1.447721870431722,0.43451823143630497
53,3,15,1,20.66046205915126,0.1031099441855781,2.866499556653531,1.4701717877590819,0.44147889156756254
54,3,15,1,24.08446785620434,0.106909548356418,2.8341461936483414,1.4831380996707153,0.45826506034309544
55,3,15,1,60.26992280073981,0.10868397793968587,2.774146337524302,1.4157993587135447,0.6669880224277387
56,3,15,1,35.492978779803764,0.10512866862401662,2.798855984392306,1.4232467207094113,0.522251729097977
57,3,15,1,29.014596467812073,0.11027968199160477,2.9008822986282516,1.4809767435291274,0.4950261867591633
58,3,15,1,17.89199996069377,0.10200573755624996,2.819267752438179,1.4598463573843317,0.41975197225916533
59,3,15,1,34.460901333753185,0.11777801843891933,2.7324382081692553,1.5501949777965625,0.5087286580530512
60,3,15,1,18.619604745159887,0.10477260008693273,2.728800524348531,1.477799565535009,0.41403103888689957
61,3,15,1,15.217581356452516,0.10319030044337225,2.8359616066638487,1.571548002235018,0.40568768659232746
62,3,15,1,36.1785894869799,0.10936313037779072,2.7869022459348103,1.548276768520186,0.5250045520501767
63,3,15,1,24.286428805909065,0.10515482758558523,2.8108691151141287,1.422840461971202,0.45688086679388573
64,3,15,1,19.558085953779536,0.11022855766650021,2.854516430303379,1.4578385906880453,0.43358567055223773
65,3,15,1,88.75439013072553,0.10809981208874091,2.7757598172956297,1.42074615478981,0.8367176987316107
66,3,15,1,29.104208819317844,0.10399690800858859,2.7512853137994298,1.4309017401071202,0.47893770641016187
67,3,15,1,29.57731119868478,0.1125396497319046,2.840342221775325,1.4873951892074424,0.4916490039989534
68,3,15,1,24.142692759335475,0.10612385616981547,2.8028296083496733,1.4431207069178729,0.45513201655870655
69,3,15,1,18.190534155914253,0.10148365540693301,2.6698216974834827,1.4520587512862542,0.40492384429924166
70,3,15,1,21.953357044706056,0.11117580428904705,2.793633008607589,1.455787295491155,0.441078411936792
71,3,15,1,19.797370140380213,0.11410708222851319,2.7754548081451857,1.444749937679407,0.4262253565025219
72,3,15,1,25.452315894707958,0.10452632590883124,2.862476156398599,1.5080427363941935,0.4695547865921536
73,3,15,1,13.994536641761668,0.10303473020089252,2.8503095140834,1.5803465367123786,0.4000018704641972
74,3,15,1,23.539731409887153,0.11159985066874746,2.7387472259151098,1.3742965725895062,0.444422696192277
75,3,15,1,18.816175006957003,0.10894042264509404,2.8509012561451463,1.42279532467514,0.42876784794642697
76,3,15,1,45.1750983716096,0.10794980381780424,2.731085013076693,1.4503159745536363,0.5723532854109594
77,3,15,1,25.358943043307704,0.1078893041498539,2.85323247551586,1.5498841172306281,0.46797192015637157
78,3,15,1,19.8733100614239,0.10069347337359438,2.8117910740671856,1.5562851189717668,0.4307147427222899
79,3,15,1,44.12051617233665,0.11623601449243447,2.7874749638817855,1.5128012332255412,0.5723415605047419
80,3,15,1,39.000964290791465,0.10799497573860976,2.774274977859699,1.3133920505704726,0.5404013722867411
81,3,15,1,29.96859025794994,0.10084075389912645,2.8484799582252114,1.5850047415005974,0.4948822389572652
82,3,15,1,32.03269795733592,0.10810195029811358,2.9417516588069796,1.5870754202830177,0.5175321165976163
83,3,15,1,23.612427793460817,0.1098729406003434,2.897841615902652,1.5082774744876613,0.4625325672042281
84,3,15,1,27.392553235821044,0.11154467101997714,2.8888011266688562,1.5146881426372358,0.4840288150811886
85,3,15,1,18.419508157198084,0.10775716337006752,2.810565326542586,1.5712603492502586,0.421924965789641
86,3,15,1,26.043869263537935,0.11806671408692151,2.941449469573501,1.541646018946612,0.481850750172083
87,3,15,1,19.24450629380188,0.10559606801992916,2.893013925088494,1.4386635277590616,0.43599662437770104
88,3,15,1,25.33649839047962,0.10658815710232081,2.8492792138168292,1.5202249623810267,0.46739906973250256
89,3,15,1,23.50212441529813,0.1081569615472372,2.875577438761296,1.5793377913289433,0.45940220201691856
90,3,15,1,16.075490916958444,0.10192041301780605,2.837346377702503,1.4179681926973808,0.4109481545678879
91,3,15,1,27.59217207423316,0.10923571315194175,2.7005065363714458,1.4491738473103462,0.46429540130853264
92,3,15,1,19.01087659140896,0.10170671741231266,2.850959674335625,1.6162805353443093,0.4299332768591704
93,3,15,1,17.926381105878328,0.10652697932699826,2.760008340382601,1.457247178774587,0.4133722428155965
94,3,15,1,26.001331360668303,0.10618871227179887,2.8417761098553393,1.6248789096609748,0.4705227306228252
95,3,15,1,22.082266596382564,0.10806066397800015,2.83189210687406,1.4676508488394329,0.4460967416152679
96,3,15,1,26.306049427407427,0.10620253633135482,2.8061713500206364,1.4613062486328894,0.46838044421305136
97,3,15,1,22.11603247134197,0.10431412876766322,2.8095681533865067,1.474720572040135,0.443817289689822
98,3,15,1,27.369914437100356,0.10008542558054301,2.7848087503969734,1.47756327578711,0.4723393518522452
99,3,15,1,33.887531387885815,0.10539234183427047,2.8291371872837083,1.4860598168542958,0.5160600727213196
100,3,15,1,24.02674291587411,0.09952488712499695,2.664672115404047,1.3904341938013027,0.43909100636954157
101,3,15,1,26.438414440556517,0.10614751043052947,2.785630494317626,1.47177233909768,0.46688601389574724
102,3,15,1,19.57949931369528,0.10678411083833012,2.7989132018595813,1.5203794469395329,0.4275349945341714
103,3,15,1,39.66298996070489,0.10904471388946277,2.8942666750389097,1.567933185413899,0.5576744120720112
