replication,strategy,n_urgent,rule,electiveAppWT,electiveScanWT,urgentScanWT,OT,objective
0,2,18,1,33.01305338118301,0.11061390979840197,2.7685224154023658,1.201548866043764,0.5041198718374633
1,2,18,1,57.21920311839252,0.10847909326989146,2.912365692236252,1.2782607353483981,0.6641866827785867
2,2,18,1,147.975756233282,0.10158185370479406,2.7470669485256196,1.2576935810557517,1.1860377337644457
3,2,18,1,59.94972597856535,0.1088718720817369,2.8559011495196893,1.3089309863277867,0.6741659569619021
4,2,18,1,33.21735535225451,0.10499370839380616,2.8078321989832022,1.1973371346160167,0.5097037087298072
5,2,18,1,44.71385672382127,0.10822006243901146,2.845027744532902,1.3079562634003712,0.5822681029073538
6,2,18,1,123.979285740514,0.1051045454559417,2.657783085639209,1.1136722130432306,1.0332811706693208
7,2,18,1,75.84951756571672,0.10192624762815845,2.8124493275183813,1.3239587809978728,0.7639795933297213
8,2,18,1,25.31093008229353,0.10676153872800526,2.759954165361041,1.2899249724044948,0.45732187203789454
9,2,18,1,51.844216154348594,0.10255842550946515,2.792110208195939,1.2981661938565932,0.6188309923055919
10,2,18,1,57.996884551943445,0.10938385336583459,2.8764249374009836,1.2730821642291383,0.6648223217267568
11,2,18,1,30.852727846406378,0.10903400954448426,2.905940258576555,1.3024093139067325,0.5065294405148932
12,2,18,1,52.48499966248287,0.10168119005122224,2.7739480725227454,1.233609783753123,0.620627164779211
13,2,18,1,220.29744146418457,0.11153520409795481,2.8515619372726704,1.2956384944706183,1.6281345096821889
14,2,18,1,113.14810408712239,0.11076497425726604,2.693291411408271,1.1452212184025883,0.9727552208337903
15,2,18,1,29.19877219158469,0.10773716040002142,2.8369975624088144,1.2898193375809972,0.4890241668048565
16,2,18,1,35.78616891793548,0.10509958890591002,2.705029465186178,1.1293920321726674,0.5135717396909373
17,2,18,1,81.17867488688466,0.10729140968836039,2.8505385233386136,1.237370369416939,0.7999329007293975
18,2,18,1,92.687083288221,0.11378500330757033,2.8131003497467524,1.2841546431961242,0.8642755346239706
19,2,18,1,51.22419343635219,0.10510663671235197,2.793397851755283,1.2717958523620643,0.6152834523955404
20,2,18,1,42.92591967695691,0.10277105760852226,2.72333053158746,1.1663877824197117,0.5581037079360486
21,2,18,1,36.530128004112164,0.10922359382270552,2.7511735455858233,1.2928466021770206,0.5231271876292511
22,2,18,1,27.122791878441756,0.10565671814333219,2.8370163686075136,1.1923373934269712,0.4766692307090199
23,2,18,1,33.832682531988326,0.10402262706934154,2.795086758710914,1.2815675457330524,0.5119502104836828
24,2,18,1,142.2604791940845,0.11101725966971067,2.8444222555095093,1.3929180072139766,1.1628354839102897
25,2,18,1,54.87772356174514,0.10088164021251399,2.7756761348901144,1.2699230719335262,0.6350615758711942
26,2,18,1,47.89266517197273,0.106134045846416,2.7526851048244154,1.2967066374711675,0.5909292884644552
27,2,18,1,25.31408987335798,0.10181431046881234,2.8643265527566837,1.2096298379402968,0.4689376122508893
28,2,18,1,31.960956759338735,0.1068928271760866,2.7885542685942695,1.2665512727620845,0.5000831534113002
29,2,18,1,53.53990797119471,0.10745784131727498,2.880834762679718,1.2528667337176769,0.6387826798088261
30,2,18,1,50.09848287434439,0.10827034951945769,2.8425104795378253,1.2379124007304636,0.6140397529308559
31,2,18,1,154.7484210608419,0.10497240726053915,2.7625877558257135,1.2619486678626939,1.2280757490253287
32,2,18,1,116.0124630613182,0.1045689311267877,2.7517778030490416,1.2559976618728785,0.9963034645926605
33,2,18,1,66.13208687443336,0.10152314843158268,2.7483449072019157,1.2798174790301717,0.6990150306083478
34,2,18,1,75.82919443051038,0.11348796498467045,2.8241690403816264,1.2848538778715015,0.7651608126049647
35,2,18,1,88.07009437246944,0.10393957898864599,2.7998501372655538,1.218339451937865,0.8353212119132525
36,2,18,1,43.900619530336066,0.10563534605730385,2.7716829321730545,1.2155748976397804,0.5692779817315461
37,2,18,1,106.62289435528002,0.10964293154186168,2.781921337507805,1.248591586346131,0.9437624562822959
38,2,18,1,126.79939384031563,0.1094892205050412,2.8098100656390814,1.2193871387648247,1.0669594150728876
39,2,18,1,74.74685349285207,0.11388885630735682,2.795810312760607,1.4232560896662234,0.7555673372879964
40,2,18,1,35.782132527402204,0.10875121321960513,2.784820743242527,1.271994755539637,0.5224134111186272
41,2,18,1,29.605098472855534,0.10356792894787849,2.9111588623928624,1.3094908768858045,0.49968292006461684
42,2,18,1,64.22501848298711,0.10791726603212896,2.7659675698669006,1.3433712613075857,0.6896215066696583
43,2,18,1,208.56313445724268,0.10860205627798437,2.7844609212632885,1.3028727954243542,1.5508317757191907
44,2,18,1,58.52887221383315,0.10844461020775979,2.7474740880971593,1.232572767880526,0.6536610428074212
45,2,18,1,41.357821686464504,0.10240997641447698,2.8092369669705044,1.3152738134572375,0.5583149508129797
46,2,18,1,95.79773544020478,0.10041881280735085,2.749364476377022,1.228003137479966,0.8757095575351737
47,2,18,1,38.08329645742453,0.1096988973196111,2.769058956718003,1.3095795571209226,0.5343595058501622
